,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
RANK,PLAYER,G,ATT,YDS,Y/ATT,YBCON,YBCON/ATT,YACON,YACON/ATT,BRKTKL,TK LOSS,TK LOSS YDS,LNG TD,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG,REC,TGT,RZ TGT,YACON
1,Khalil Herbert,1,20,157.0,7.9,74.0,3.7,83,4.2,4,2,-6.0,11,6,1,1,1,1,52,2,2,0,2
2,Jamaal Williams,1,20,87.0,4.4,53.0,2.7,34,1.7,0,2,-6.0,13,4,0,0,0,0,15,2,2,0,11
3,Cordarrelle Patterson,1,17,141.0,8.3,104.0,6.1,37,2.2,0,0,0.0,17,4,1,1,1,0,40,1,1,0,0
4,Derrick Henry,1,20,85.0,4.3,31.0,1.6,54,2.7,4,2,-6.0,1,4,1,0,0,0,24,5,6,1,7
5,Saquon Barkley,1,14,81.0,5.8,26.0,1.9,55,3.9,1,1,-1.0,36,1,1,1,0,0,36,4,4,0,17
6,James Robinson,1,17,100.0,5.9,87.0,5.1,13,0.8,1,1,-1.0,50,3,2,1,1,1,50,3,3,0,1
7,Nick Chubb,1,23,113.0,4.9,36.0,1.6,77,3.3,4,2,-7.0,1,3,1,1,0,0,36,0,1,0,0
8,Rhamondre Stevenson,1,12,73.0,6.1,38.0,3.2,35,2.9,3,1,-3.0,1,3,0,0,0,0,18,4,5,0,15
9,Dameon Pierce,1,20,80.0,4.0,17.0,0.9,63,3.2,1,3,-9.0,1,1,1,0,0,0,24,2,2,0,6
10,Devin Singletary,1,9,13.0,1.4,3.0,0.3,10,1.1,0,3,-6.0,0,0,0,0,0,0,6,9,11,2,11
11,Chase Edmonds,1,6,21.0,3.5,12.0,2.0,9,1.5,0,0,0.0,3,0,0,0,0,0,8,1,1,0,0
12,Dalvin Cook,1,17,96.0,5.6,60.0,3.5,36,2.1,2,1,-2.0,4,3,0,0,0,0,13,0,0,0,0
13,Ezekiel Elliott,1,15,73.0,4.9,39.0,2.6,34,2.3,2,1,-2.0,1,1,1,0,0,0,27,1,1,0,0
14,Samaje Perine,1,9,47.0,5.2,31.0,3.4,16,1.8,1,0,0.0,0,0,0,0,0,0,7,2,2,1,0
15,Christian McCaffrey,1,25,108.0,4.3,63.0,2.5,45,1.8,0,0,0.0,0,2,0,0,0,0,18,2,4,0,4
16,Melvin Gordon III,1,12,26.0,2.2,3.0,0.3,23,1.9,0,2,-9.0,1,0,0,0,0,0,6,5,6,0,3
17,Damien Harris,1,11,41.0,3.7,23.0,2.1,18,1.6,2,0,0.0,2,1,0,0,0,0,10,2,3,2,4
18,Tony Pollard,1,13,105.0,8.1,57.0,4.4,48,3.7,1,0,0.0,0,4,1,1,1,0,46,0,1,1,0
19,Alexander Mattison,1,7,28.0,4.0,17.0,2.4,11,1.6,1,1,-2.0,6,0,0,0,0,0,9,1,1,0,0
20,Cam Akers,1,12,61.0,5.1,41.0,3.4,20,1.7,0,3,-5.0,14,3,0,0,0,0,14,0,0,0,0
21,Najee Harris,1,15,56.0,3.7,29.0,1.9,27,1.8,2,0,0.0,5,2,0,0,0,0,10,3,3,0,5
