,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
14,Antonio Gibson,1,14,28.0,2.0,16.0,1.1,12,0.9,0,2,-3.0,1,0,0,0,0,0,8,2,4,2,4
15,Austin Ekeler,1,14,39.0,2.8,19.0,1.4,20,1.4,0,2,-6.0,0,0,0,0,0,0,8,9,10,2,43
16,Najee Harris,1,15,49.0,3.3,32.0,2.1,17,1.1,0,0,0.0,0,0,0,0,0,0,8,5,6,0,6
17,Saquon Barkley,1,21,72.0,3.4,36.0,1.7,36,1.7,0,3,-8.0,0,3,0,0,0,0,16,3,4,0,3
18,Miles Sanders,1,17,80.0,4.7,42.0,2.5,38,2.2,0,1,-2.0,0,3,0,0,0,0,12,3,3,0,2
19,Derrick Henry,1,13,25.0,1.9,4.0,0.3,21,1.6,0,5,-11.0,2,0,0,0,0,0,9,0,0,0,0
20,Javonte Williams,1,15,75.0,5.0,29.0,1.9,46,3.1,4,1,-4.0,0,2,0,0,0,0,17,1,4,2,1
21,Joe Mixon,1,19,57.0,3.0,31.0,1.6,26,1.4,1,2,-4.0,0,1,0,0,0,0,10,3,4,0,9
22,Josh Jacobs,1,19,69.0,3.6,33.0,1.7,36,1.9,6,1,-4.0,0,1,0,0,0,0,13,1,1,0,5
23,Raheem Mostert,1,11,51.0,4.6,37.0,3.4,14,1.3,2,1,-3.0,0,1,0,0,0,0,11,3,3,0,11
24,Dameon Pierce,1,15,69.0,4.6,31.0,2.1,38,2.5,3,2,-6.0,0,3,0,0,0,0,12,1,1,0,4
25,Reggie Gilliam,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,3,1,14
26,Jerick McKinnon,1,4,12.0,3.0,9.0,2.3,3,0.8,0,0,0.0,0,0,0,0,0,0,5,2,2,1,0
27,Kareem Hunt,1,13,58.0,4.5,26.0,2.0,32,2.5,0,1,-5.0,0,4,0,0,0,0,13,2,2,0,0
28,Leonard Fournette,1,24,65.0,2.7,37.0,1.5,28,1.2,1,2,-2.0,0,1,0,0,0,0,13,2,4,1,0
29,AJ Dillon,1,18,61.0,3.4,26.0,1.4,35,1.9,2,3,-4.0,0,1,0,0,0,0,11,1,3,1,2
30,J.D. McKissic,1,3,9.0,3.0,8.0,2.7,1,0.3,0,0,0.0,0,0,0,0,0,0,4,7,7,0,5
31,Jonathan Taylor,1,9,54.0,6.0,34.0,3.8,20,2.2,1,0,0.0,0,2,2,0,0,0,21,1,1,0,5
32,Cam Akers,1,15,44.0,2.9,11.0,0.7,33,2.2,0,3,-7.0,0,0,0,0,0,0,8,2,3,1,4
33,Zander Horvath,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,1,0
34,Kyle Juszczyk,1,2,1.0,0.5,0.0,0.0,1,0.5,0,0,0.0,1,0,0,0,0,0,1,0,1,0,0
35,Jamaal Williams,1,12,53.0,4.4,44.0,3.7,9,0.8,0,0,0.0,0,1,0,0,0,0,12,1,1,0,0
36,Melvin Gordon III,1,10,47.0,4.7,18.0,1.8,29,2.9,3,1,-1.0,0,0,0,0,0,0,9,1,1,0,1
37,Travis Etienne Jr.,1,9,20.0,2.2,12.0,1.3,8,0.9,0,3,-4.0,0,0,0,0,0,0,6,3,3,0,5
38,James Cook,1,11,53.0,4.8,8.0,0.7,45,4.1,0,0,0.0,0,1,1,1,0,0,33,0,1,1,0
39,James Conner,1,7,25.0,3.6,20.0,2.9,5,0.7,0,0,0.0,0,0,0,0,0,0,6,2,4,0,3
40,Eno Benjamin,1,8,31.0,3.9,26.0,3.3,5,0.6,1,0,0.0,0,0,0,0,0,0,7,3,4,0,4
41,Rhamondre Stevenson,1,9,47.0,5.2,24.0,2.7,23,2.6,0,0,0.0,0,0,0,0,0,0,8,1,2,0,0
42,Michael Carter,1,7,23.0,3.3,15.0,2.1,8,1.1,0,1,-2.0,0,0,0,0,0,0,8,5,5,0,5
43,Ezekiel Elliott,1,15,53.0,3.5,40.0,2.7,13,0.9,0,1,-5.0,0,1,0,0,0,0,11,1,2,0,0
44,Travis Homer,1,2,9.0,4.5,6.0,3.0,3,1.5,0,0,0.0,0,0,0,0,0,0,5,4,4,0,1
45,Mark Ingram II,1,10,58.0,5.8,47.0,4.7,11,1.1,1,0,0.0,0,2,0,0,0,0,12,2,2,1,1
46,Cordarrelle Patterson,1,10,41.0,4.1,9.0,0.9,32,3.2,0,0,0.0,0,1,0,0,0,0,11,0,1,0,0
47,Khalil Herbert,1,4,38.0,9.5,33.0,8.3,5,1.3,0,0,0.0,0,1,1,0,0,0,27,1,1,0,1
48,Chase Edmonds,1,5,33.0,6.6,27.0,5.4,6,1.2,0,1,-4.0,0,1,1,0,0,0,28,1,3,0,2
49,Hassan Haskins,1,9,37.0,4.1,13.0,1.4,24,2.7,0,0,0.0,0,0,0,0,0,0,9,1,1,0,0
50,Nyheim Hines,1,1,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,4,5,0,9
51,Dalvin Cook,1,6,17.0,2.8,10.0,1.7,7,1.2,0,1,-1.0,0,0,0,0,0,0,6,4,6,0,0
52,Tyrion Davis-Price,1,14,33.0,2.4,9.0,0.6,24,1.7,1,4,-12.0,0,1,1,0,0,0,20,0,0,0,0
53,Tyler Allgeier,1,10,30.0,3.0,14.0,1.4,16,1.6,0,0,0.0,0,0,0,0,0,0,9,0,0,0,0
54,Craig Reynolds,1,3,16.0,5.3,11.0,3.7,5,1.7,0,0,0.0,0,1,0,0,0,0,11,1,1,0,2
55,Joshua Kelley,1,4,22.0,5.5,8.0,2.0,14,3.5,1,0,0.0,0,0,0,0,0,0,8,1,2,0,1
56,Ameer Abdullah,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,3
57,Boston Scott,1,4,19.0,4.8,16.0,4.0,3,0.8,0,1,-1.0,0,1,0,0,0,0,16,1,1,0,0
58,Devin Singletary,1,6,19.0,3.2,11.0,1.8,8,1.3,1,1,-5.0,0,1,0,0,0,0,16,2,3,1,0
59,Tony Jones Jr.,1,2,8.0,4.0,6.0,3.0,2,1.0,0,0,0.0,0,0,0,0,0,0,6,2,2,1,0
60,Sony Michel,1,4,13.0,3.3,8.0,2.0,5,1.3,0,0,0.0,0,0,0,0,0,0,7,1,1,0,0
61,Kenneth Gainwell,1,2,7.0,3.5,3.0,1.5,4,2.0,0,0,0.0,0,0,0,0,0,0,4,1,2,0,4
62,Dwayne Washington,1,4,18.0,4.5,9.0,2.3,9,2.3,1,0,0.0,0,0,0,0,0,0,8,0,0,0,0
63,Zack Moss,1,3,17.0,5.7,3.0,1.0,14,4.7,0,0,0.0,0,1,0,0,0,0,17,0,1,0,0
64,Justice Hill,1,3,16.0,5.3,11.0,3.7,5,1.7,0,1,-2.0,0,1,0,0,0,0,13,0,0,0,0
65,Alec Ingold,1,1,1.0,1.0,0.0,0.0,1,1.0,0,0,0.0,0,0,0,0,0,0,1,2,2,0,2
66,Rashaad Penny,1,6,15.0,2.5,9.0,1.5,6,1.0,0,1,-2.0,0,0,0,0,0,0,6,0,0,0,0
67,Kenneth Walker III,1,4,10.0,2.5,4.0,1.0,6,1.5,1,2,-3.0,0,0,0,0,0,0,8,2,3,0,2
68,Jaylen Warren,1,4,15.0,3.8,13.0,3.3,2,0.5,0,0,0.0,0,0,0,0,0,0,6,1,1,0,0
69,Alexander Mattison,1,2,8.0,4.0,2.0,1.0,6,3.0,0,0,0.0,0,0,0,0,0,0,5,3,5,2,2
70,Gary Brightwell,1,1,14.0,14.0,5.0,5.0,9,9.0,0,0,0.0,0,1,0,0,0,0,14,0,0,0,0
71,Samaje Perine,1,1,2.0,2.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,1,1,0,0
72,D'Onta Foreman,1,2,9.0,4.5,3.0,1.5,6,3.0,0,0,0.0,0,0,0,0,0,0,7,0,0,0,0
73,Rex Burkhead,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,3,0,0
74,Kenyan Drake,1,6,8.0,1.3,4.0,0.7,4,0.7,0,2,-2.0,0,0,0,0,0,0,6,0,0,0,0
75,Michael Burton,1,1,6.0,6.0,4.0,4.0,2,2.0,0,0,0.0,0,0,0,0,0,0,6,1,1,0,0
76,Avery Williams,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,2
77,Isiah Pacheco,1,2,6.0,3.0,3.0,1.5,3,1.5,0,0,0.0,0,0,0,0,0,0,6,0,0,0,0
78,Patrick Ricard,1,1,5.0,5.0,1.0,1.0,4,4.0,0,0,0.0,0,0,0,0,0,0,5,0,0,0,0
79,Ty Johnson,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,3,0,0
80,Mike Davis,1,5,4.0,0.8,1.0,0.2,3,0.6,0,0,0.0,0,0,0,0,0,0,3,0,0,0,0
81,Caleb Huntley,1,1,3.0,3.0,1.0,1.0,2,2.0,0,0,0.0,0,0,0,0,0,0,3,0,0,0,0
82,Adam Prentice,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0
83,Zamir White,1,1,2.0,2.0,0.0,0.0,2,2.0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0
84,Derek Watt,1,1,2.0,2.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0
85,Rachaad White,1,2,1.0,0.5,0.0,0.0,1,0.5,0,1,-1.0,0,0,0,0,0,0,2,0,2,1,0
86,Gus Edwards,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
87,Ronnie Rivers,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
88,Keaontay Ingram,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
89,Kevin Harris,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
90,Raheem Blackshear,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
91,Myles Gaskin,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
92,Brittain Brown,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
93,Malik Davis,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
94,Jaret Patterson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
95,Tyler Badie,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
96,Ty Chandler,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
97,Kyren Williams,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
98,Julius Chestnut,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
99,Trayveon Williams,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
100,J.J. Taylor,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
101,La'Mical Perine,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
102,Darrynton Evans,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
103,Brian Robinson Jr.,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
104,Giovani Bernard,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
105,Demetric Felton Jr.,1,1,-4.0,-4.0,0.0,0.0,0,0.0,0,1,-4.0,0,0,0,0,0,0,0,1,1,0,1
106,Deon Jackson,1,2,-3.0,-1.5,-4.0,-2.0,1,0.5,0,1,-4.0,0,0,0,0,0,0,1,0,0,0,0
107,Matt Breida,1,1,-4.0,-4.0,0.0,0.0,0,0.0,0,1,-4.0,0,0,0,0,0,0,0,0,1,0,0
108,DeeJay Dallas,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
109,Chuba Hubbard,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
110,Jakob Johnson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
111,Jonathan Ward,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
112,Alvin Kamara,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
113,Kene Nwangwu,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
114,C.J. Ham,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
115,Jerome Ford,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
116,D'Ernest Johnson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
117,Jordan Mason,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
118,Elijah Mitchell,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
119,Trestan Ebner,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
120,Jermar Jefferson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
121,Rico Dowdle,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
122,Khari Blasingame,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
123,Jake Funk,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
124,Ke'Shawn Vaughn,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
125,Patrick Taylor Jr.,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
126,Trey Sermon,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
127,JaMycal Hasty,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
128,Chris Evans,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
129,J.K. Dobbins,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
130,Brandin Bryant,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
131,Dare Ogunbowale,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
132,Marlon Mack,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
133,Justin Jackson,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
134,Latavius Murray,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
135,Pierre Strong Jr.,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
136,Mike Boone,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
137,Taiwan Jones,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
