,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
11,Raheem Mostert,1,8,65.0,8.1,52.0,6.5,13,1.6,0,0,0.0,24,3,1,0,0,0,24,4,4,0,1
12,Brian Robinson Jr.,1,26,86.0,3.3,36.0,1.4,50,1.9,1,0,0.0,1,1,0,0,0,0,11,0,0,0,0
13,Christian McCaffrey,1,14,38.0,2.7,22.0,1.6,16,1.1,1,3,-5.0,2,1,0,0,0,0,12,4,6,1,7
14,Nick Chubb,1,11,63.0,5.7,21.0,1.9,42,3.8,2,0,0.0,33,1,1,1,0,0,33,3,4,0,6
15,Jamaal Williams,1,16,59.0,3.7,48.0,3.0,11,0.7,2,3,-7.0,1,2,0,0,0,0,13,0,0,0,0
16,Antonio Gibson,1,14,44.0,3.1,19.0,1.4,25,1.8,1,0,0.0,1,0,0,0,0,0,7,3,3,0,5
17,Leonard Fournette,1,14,57.0,4.1,41.0,2.9,16,1.1,0,0,0.0,1,1,0,0,0,0,10,1,1,0,0
18,Rachaad White,1,22,105.0,4.8,65.0,3.0,40,1.8,1,1,-4.0,0,4,1,0,0,0,29,0,0,0,0
19,Alec Ingold,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,4,4,1,14
20,Dameon Pierce,1,17,94.0,5.5,76.0,4.5,18,1.1,0,3,-3.0,0,3,1,1,1,0,44,2,3,0,4
21,Najee Harris,1,20,99.0,5.0,40.0,2.0,59,3.0,1,1,-2.0,0,2,1,1,0,0,36,0,1,0,0
22,Darrell Henderson Jr.,1,6,21.0,3.5,12.0,2.0,9,1.5,0,0,0.0,4,0,0,0,0,0,6,1,1,0,0
23,Elijah Mitchell,1,18,89.0,4.9,54.0,3.0,35,1.9,0,1,-1.0,0,2,0,0,0,0,12,1,2,1,0
24,Jaylen Warren,1,9,37.0,4.1,10.0,1.1,27,3.0,2,0,0.0,0,1,1,0,0,0,21,3,3,1,21
25,Travis Etienne Jr.,1,11,45.0,4.1,34.0,3.1,11,1.0,0,2,-2.0,0,1,0,0,0,0,10,3,3,0,0
26,Kenneth Walker III,1,10,17.0,1.7,9.0,0.9,8,0.8,0,1,-2.0,0,0,0,0,0,0,5,6,8,1,0
27,D'Andre Swift,1,6,6.0,1.0,0.0,0.0,0,0.0,0,3,-10.0,9,0,0,0,0,0,9,1,3,0,0
28,Melvin Gordon III,1,7,24.0,3.4,21.0,3.0,3,0.4,0,1,-1.0,0,1,0,0,0,0,11,4,6,0,5
29,Derrick Henry,1,19,53.0,2.8,44.0,2.3,9,0.5,0,1,-3.0,0,1,0,0,0,0,10,2,3,0,4
30,AJ Dillon,1,13,65.0,5.0,25.0,1.9,40,3.1,1,0,0.0,0,1,0,0,0,0,17,0,0,0,0
31,Austin Ekeler,1,6,24.0,4.0,16.0,2.7,8,1.3,0,0,0.0,0,1,0,0,0,0,12,7,12,1,9
32,C.J. Ham,1,1,3.0,3.0,0.0,0.0,0,0.0,0,0,0.0,3,0,0,0,0,0,3,0,0,0,0
33,Isiah Pacheco,1,16,82.0,5.1,52.0,3.3,30,1.9,0,0,0.0,0,2,0,0,0,0,13,0,0,0,0
34,Jerick McKinnon,1,1,2.0,2.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,6,8,1,0
35,Khalil Herbert,1,10,57.0,5.7,0.0,0.0,0,0.0,0,0,0.0,0,2,0,0,0,0,12,0,0,0,0
36,Miles Sanders,1,12,54.0,4.5,28.0,2.3,26,2.2,0,0,0.0,0,0,0,0,0,0,8,0,1,0,0
37,Latavius Murray,1,9,24.0,2.7,17.0,1.9,7,0.8,0,1,-1.0,0,1,0,0,0,0,10,3,3,0,3
38,Alvin Kamara,1,8,26.0,3.3,12.0,1.5,14,1.8,1,0,0.0,0,1,0,0,0,0,14,3,4,0,7
39,David Montgomery,1,9,37.0,4.1,28.0,3.1,9,1.0,2,0,0.0,0,0,0,0,0,0,9,1,1,0,0
40,Kyren Williams,1,1,9.0,9.0,7.0,7.0,2,2.0,0,0,0.0,0,0,0,0,0,0,9,3,3,0,8
41,Malik Davis,1,5,38.0,7.6,26.0,5.2,12,2.4,0,0,0.0,0,2,0,0,0,0,17,0,0,0,0
42,Ameer Abdullah,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,4,4,2,6
43,Raheem Blackshear,1,6,32.0,5.3,16.0,2.7,16,2.7,1,0,0.0,0,1,0,0,0,0,12,0,0,0,0
44,Caleb Huntley,1,5,32.0,6.4,31.0,6.2,1,0.2,0,1,-1.0,0,2,0,0,0,0,15,0,0,0,0
45,Rex Burkhead,1,1,2.0,2.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,2,2,0,0
46,Justin Jackson,1,4,14.0,3.5,11.0,2.8,3,0.8,0,0,0.0,0,0,0,0,0,0,9,2,3,1,0
47,Avery Williams,1,4,25.0,6.3,22.0,5.5,3,0.8,0,1,-1.0,0,1,0,0,0,0,12,0,0,0,0
48,James Cook,1,5,22.0,4.4,8.0,1.6,14,2.8,0,1,-1.0,0,0,0,0,0,0,8,0,0,0,0
49,Cam Akers,1,6,22.0,3.7,9.0,1.5,13,2.2,0,1,-3.0,0,1,0,0,0,0,10,0,1,0,0
50,Cordarrelle Patterson,1,5,18.0,3.6,9.0,1.8,9,1.8,0,0,0.0,0,0,0,0,0,0,9,1,1,1,0
51,Matt Breida,1,6,20.0,3.3,18.0,3.0,2,0.3,0,1,-1.0,0,0,0,0,0,0,9,0,0,0,0
52,Alexander Mattison,1,3,11.0,3.7,3.0,1.0,8,2.7,0,1,-5.0,0,0,0,0,0,0,9,1,1,1,0
53,Kareem Hunt,1,6,9.0,1.5,2.0,0.3,7,1.2,0,2,-2.0,0,0,0,0,0,0,7,1,1,0,5
54,Jordan Wilkins,1,3,18.0,6.0,8.0,2.7,10,3.3,0,0,0.0,0,0,0,0,0,0,9,0,0,0,0
55,Chuba Hubbard,1,5,14.0,2.8,12.0,2.4,2,0.4,0,1,-2.0,0,0,0,0,0,0,5,0,0,0,0
56,Ke'Shawn Vaughn,1,2,2.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,1,1,0,0
57,Dare Ogunbowale,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,3
58,Kenneth Gainwell,1,1,7.0,7.0,2.0,2.0,5,5.0,0,0,0.0,0,0,0,0,0,0,7,1,2,0,1
59,Salvon Ahmed,1,3,11.0,3.7,4.0,1.3,7,2.3,0,0,0.0,0,0,0,0,0,0,7,0,0,0,0
60,Chase Edmonds,1,2,9.0,4.5,3.0,1.5,6,3.0,0,1,-1.0,0,1,0,0,0,0,10,1,2,0,0
61,Nyheim Hines,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,6
62,Dontrell Hilliard,1,1,2.0,2.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,1,2,0,4
63,Derek Watt,1,2,5.0,2.5,2.0,1.0,3,1.5,0,0,0.0,0,0,0,0,0,0,3,0,0,0,0
64,Boston Scott,1,1,5.0,5.0,3.0,3.0,2,2.0,0,0,0.0,0,0,0,0,0,0,5,0,0,0,0
65,Keaontay Ingram,1,1,5.0,5.0,4.0,4.0,1,1.0,0,0,0.0,0,0,0,0,0,0,5,0,0,0,0
66,Duke Johnson Jr.,1,2,4.0,2.0,1.0,0.5,3,1.5,0,0,0.0,0,0,0,0,0,0,4,0,0,0,0
67,Zack Moss,1,1,4.0,4.0,3.0,3.0,1,1.0,0,0,0.0,0,0,0,0,0,0,4,0,0,0,0
68,Tyler Allgeier,1,8,20.0,2.5,7.0,0.9,13,1.6,1,1,-2.0,0,0,0,0,0,0,6,3,3,0,0
69,Isaiah Spiller,1,4,3.0,0.8,1.0,0.3,2,0.5,0,2,-2.0,0,0,0,0,0,0,4,0,0,0,0
70,JaMycal Hasty,1,1,4.0,4.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,4,1,2,0,0
71,Sony Michel,1,1,2.0,2.0,1.0,1.0,1,1.0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0
72,Zander Horvath,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0
73,Jordan Howard,1,1,1.0,1.0,0.0,0.0,1,1.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0
74,Zamir White,1,2,-1.0,-0.5,-2.0,-1.0,1,0.5,0,1,-2.0,0,0,0,0,0,0,1,0,0,0,0
75,Michael Burton,1,1,-1.0,-1.0,0.0,0.0,0,0.0,0,1,-1.0,0,0,0,0,0,0,0,0,0,0,0
76,D'Ernest Johnson,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,2
77,Ty Chandler,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
78,Patrick Taylor Jr.,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
79,Jake Funk,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
80,Julius Chestnut,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
81,Jaret Patterson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
82,Tyler Badie,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
83,Trey Sermon,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
84,Keith Smith,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
85,Myles Gaskin,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
86,Brittain Brown,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
87,Sandro Platzgummer,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
88,Larry Rountree III,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
89,J.J. Taylor,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
90,Khari Blasingame,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
91,La'Mical Perine,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
92,Trayveon Williams,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
93,Gus Edwards,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
94,Darrynton Evans,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
95,Ronnie Rivers,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
96,Kevin Harris,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
97,Chris Evans,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
98,J.K. Dobbins,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
99,Patrick Ricard,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
100,Jakob Johnson,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
101,Michael Carter,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
102,Jermar Jefferson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
103,Breece Hall,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
104,Justice Hill,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
105,Jerome Ford,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
106,Joe Mixon,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
107,Jordan Mason,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
108,Kyle Juszczyk,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
109,Samaje Perine,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
110,Rhamondre Stevenson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
111,Kene Nwangwu,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
112,Hassan Haskins,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
113,Reggie Gilliam,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
114,Tyrion Davis-Price,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
115,Craig Reynolds,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
116,Ty Johnson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
117,Adam Prentice,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
118,Benny Snell Jr.,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
119,Pierre Strong Jr.,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
120,Gary Brightwell,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
121,Mike Boone,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
122,Javonte Williams,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
123,DeeJay Dallas,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
124,Travis Homer,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
125,Qadree Ollison,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
126,Rico Dowdle,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
127,Ezekiel Elliott,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
128,Clyde Edwards-Helaire,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0
129,Jonathan Ward,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
130,Eno Benjamin,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
131,Troy Hairston II,0,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
