,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
RANK,PLAYER,G,ATT,YDS,Y/ATT,YBCON,YBCON/ATT,YACON,YACON/ATT,BRKTKL,TK LOSS,TK LOSS YDS,LNG TD,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG,REC,TGT,RZ TGT,YACON
1,Saquon Barkley,1,18,164.0,9.1,46.0,2.6,118,6.6,0,2,-7.0,4,4,2,2,1,1,68,6,7,1,0
2,Jonathan Taylor,1,31,161.0,5.2,117.0,3.8,44,1.4,5,4,-9.0,2,5,0,0,0,0,17,4,7,0,3
3,D'Andre Swift,1,15,144.0,9.6,72.0,4.8,72,4.8,2,0,0.0,7,5,1,1,1,1,50,3,3,0,25
4,Cordarrelle Patterson,1,22,120.0,5.5,75.0,3.4,45,2.0,0,1,-2.0,5,4,0,0,0,0,15,3,5,0,4
5,Clyde Edwards-Helaire,1,7,42.0,6.0,15.0,2.1,27,3.9,0,0,0.0,0,1,0,0,0,0,18,3,3,2,19
6,Kareem Hunt,1,11,46.0,4.2,38.0,3.5,8,0.7,2,1,-1.0,24,1,1,0,0,0,24,4,4,1,1
7,James Robinson,1,11,66.0,6.0,46.0,4.2,20,1.8,0,0,0.0,11,2,1,0,0,0,22,1,2,1,0
8,Dontrell Hilliard,1,2,8.0,4.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,5,3,4,1,0
9,Miles Sanders,1,13,96.0,7.4,41.0,3.2,55,4.2,2,2,-2.0,1,3,2,0,0,0,24,2,2,0,3
10,AJ Dillon,1,10,45.0,4.5,30.0,3.0,15,1.5,1,0,0.0,2,2,0,0,0,0,14,5,6,1,14
11,Jamaal Williams,1,11,28.0,2.5,15.0,1.4,13,1.2,1,1,-2.0,1,0,0,0,0,0,7,1,2,1,0
12,Joe Mixon,1,27,82.0,3.0,68.0,2.5,14,0.5,1,5,-11.0,0,1,1,1,0,0,31,7,9,0,14
13,Nick Chubb,1,22,141.0,6.4,100.0,4.5,41,1.9,2,1,-1.0,0,4,2,0,0,0,25,1,1,0,0
14,Leonard Fournette,1,21,127.0,6.0,81.0,3.9,46,2.2,2,2,-2.0,0,6,0,0,0,0,17,2,2,0,3
15,Antonio Gibson,1,14,58.0,4.1,45.0,3.2,13,0.9,1,1,-1.0,0,2,0,0,0,0,13,7,8,0,2
16,Isiah Pacheco,1,12,62.0,5.2,13.0,1.1,49,4.1,0,2,-5.0,3,3,1,0,0,0,22,0,0,0,0
17,Christian McCaffrey,1,10,33.0,3.3,14.0,1.4,19,1.9,1,1,-1.0,1,0,0,0,0,0,9,4,5,0,0
18,James Conner,1,10,26.0,2.6,1.0,0.1,25,2.5,0,1,-5.0,2,0,0,0,0,0,8,5,6,0,10
19,Dalvin Cook,1,20,90.0,4.5,56.0,2.8,34,1.7,2,2,-3.0,0,2,0,0,0,0,16,3,5,0,1
20,Khalil Herbert,1,9,45.0,5.0,32.0,3.6,13,1.4,1,0,0.0,3,2,0,0,0,0,12,1,1,0,0
