,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
RANK,PLAYER,G,ATT,YDS,Y/ATT,YBCON,YBCON/ATT,YACON,YACON/ATT,BRKTKL,TK LOSS,TK LOSS YDS,LNG TD,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG,REC,TGT,RZ TGT,YACON
1,Austin Ekeler,1,16,173.0,10.8,127,7.9,46,2.9,2,1,-2.0,22,5,2,1,1,1,71,4,4,2,2
2,Leonard Fournette,1,14,56.0,4.0,25,1.8,31,2.2,0,1,-2.0,1,2,0,0,0,0,14,10,11,1,18
3,Breece Hall,1,18,97.0,5.4,41,2.3,56,3.1,2,1,-5.0,5,4,0,0,0,0,17,2,2,0,26
4,Nick Chubb,1,17,134.0,7.9,67,3.9,67,3.9,2,2,-4.0,41,5,2,1,1,0,41,0,1,0,0
5,Josh Jacobs,1,21,154.0,7.3,56,2.7,98,4.7,4,0,0.0,1,4,2,1,0,0,37,5,5,0,10
6,Derrick Henry,1,28,102.0,3.6,43,1.5,59,2.1,5,2,-8.0,1,2,0,0,0,0,15,2,2,1,4
7,Dalvin Cook,1,18,94.0,5.2,66,3.7,28,1.6,2,1,-1.0,5,4,0,0,0,0,15,2,2,0,7
8,Jeff Wilson Jr.,1,17,120.0,7.1,94,5.5,26,1.5,1,2,-2.0,1,4,2,1,1,0,41,1,2,0,3
9,Tevin Coleman,1,8,23.0,2.9,14,1.8,9,1.1,0,2,-3.0,5,1,0,0,0,0,14,3,3,1,4
10,Raheem Mostert,1,18,113.0,6.3,59,3.3,54,3.0,2,1,-4.0,12,4,2,0,0,0,24,1,3,1,2
11,Rhamondre Stevenson,1,25,161.0,6.4,64,2.6,97,3.9,3,3,-5.0,0,5,2,1,1,0,49,2,2,1,11
12,Alvin Kamara,1,23,103.0,4.5,78,3.4,25,1.1,0,0,0.0,0,2,0,0,0,0,13,6,6,0,40
13,Dameon Pierce,1,26,99.0,3.8,20,0.8,79,3.0,9,3,-4.0,1,3,1,0,0,0,20,3,5,0,1
14,Saquon Barkley,1,13,70.0,5.4,59,4.5,11,0.8,0,0,0.0,2,1,1,1,1,0,40,3,6,0,21
15,Christian McCaffrey,1,14,54.0,3.9,29,2.1,25,1.8,0,1,-1.0,19,1,0,0,0,0,19,7,12,0,8
16,Michael Carter,1,10,21.0,2.1,3,0.3,18,1.8,1,1,-2.0,1,0,0,0,0,0,8,2,2,0,3
17,Kenneth Walker III,1,8,88.0,11.0,84,10.5,4,0.5,0,0,0.0,69,1,1,1,1,1,69,0,0,0,0
18,Tony Pollard,1,8,86.0,10.8,30,3.8,56,7.0,2,0,0.0,57,1,1,1,1,1,57,0,0,0,0
19,David Montgomery,1,12,20.0,1.7,5,0.4,15,1.3,1,2,-9.0,9,0,0,0,0,0,9,4,4,0,30
20,Joshua Kelley,1,10,49.0,4.9,27,2.7,22,2.2,1,0,0.0,5,2,0,0,0,0,16,2,2,0,0
