,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
35,James Cook,1,9,45.0,5.0,37.0,4.1,8,0.9,2,0,0.0,0,1,0,0,0,0,10,2,2,0,0
36,Josh Jacobs,1,17,45.0,2.6,21.0,1.2,24,1.4,2,3,-4.0,0,2,0,0,0,0,12,2,3,0,0
37,Austin Ekeler,1,11,34.0,3.1,23.0,2.1,11,1.0,0,0,0.0,0,1,0,0,0,0,12,4,4,0,14
38,Khalil Herbert,1,10,50.0,5.0,38.0,3.8,12,1.2,0,1,-1.0,0,2,0,0,0,0,13,1,2,0,3
39,Aaron Jones,1,12,48.0,4.0,13.0,1.1,35,2.9,1,0,0.0,0,1,0,0,0,0,17,3,4,0,4
40,C.J. Ham,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,4,4,0,4
41,Chase Edmonds,1,9,45.0,5.0,10.0,1.1,35,3.9,0,1,-1.0,0,1,1,0,0,0,23,0,0,0,0
42,Jaylen Warren,1,6,36.0,6.0,35.0,5.8,1,0.2,0,0,0.0,0,1,1,0,0,0,22,3,4,1,0
43,Kenneth Gainwell,1,5,35.0,7.0,27.0,5.4,8,1.6,0,0,0.0,0,2,0,0,0,0,11,1,1,0,0
44,Jonathan Williams,1,14,32.0,2.3,15.0,1.1,17,1.2,0,3,-6.0,0,0,0,0,0,0,9,2,2,0,0
45,Matt Breida,1,4,28.0,7.0,25.0,6.3,3,0.8,0,0,0.0,0,1,0,0,0,0,16,7,8,0,0
46,Dare Ogunbowale,1,11,33.0,3.0,21.0,1.9,12,1.1,0,1,-1.0,0,1,0,0,0,0,11,5,6,0,2
47,Travis Etienne Jr.,1,7,17.0,2.4,14.0,2.0,3,0.4,0,0,0.0,0,0,0,0,0,0,7,2,2,0,2
48,Justice Hill,1,7,34.0,4.9,27.0,3.9,7,1.0,0,0,0.0,0,1,0,0,0,0,12,0,0,0,0
49,Ke'Shawn Vaughn,1,8,26.0,3.3,25.0,3.1,1,0.1,0,1,-5.0,0,1,0,0,0,0,12,2,2,0,0
50,AJ Dillon,1,9,33.0,3.7,13.0,1.4,20,2.2,0,0,0.0,0,0,0,0,0,0,9,0,3,1,0
51,Miles Sanders,1,11,33.0,3.0,27.0,2.5,6,0.5,0,1,-1.0,0,0,0,0,0,0,6,0,1,0,0
52,Kene Nwangwu,1,5,13.0,2.6,5.0,1.0,8,1.6,0,1,-2.0,0,0,0,0,0,0,8,1,1,0,3
53,Kyle Juszczyk,1,1,3.0,3.0,2.0,2.0,1,1.0,0,0,0.0,0,0,0,0,0,0,3,1,1,0,13
54,Kareem Hunt,1,4,13.0,3.3,12.0,3.0,1,0.3,0,0,0.0,0,0,0,0,0,0,5,3,4,0,0
55,Jordan Mason,1,8,28.0,3.5,22.0,2.8,6,0.8,0,1,-2.0,0,0,0,0,0,0,8,0,0,0,0
56,David Johnson,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,2,0,5
57,Giovani Bernard,1,7,28.0,4.0,26.0,3.7,2,0.3,0,0,0.0,0,0,0,0,0,0,8,2,2,0,0
58,Tyrion Davis-Price,1,8,27.0,3.4,21.0,2.6,6,0.8,0,0,0.0,0,1,0,0,0,0,12,0,0,0,0
59,DeeJay Dallas,1,2,29.0,14.5,23.0,11.5,6,3.0,1,0,0.0,0,1,1,0,0,0,27,1,1,0,0
60,Ty Johnson,1,5,12.0,2.4,6.0,1.2,6,1.2,1,2,-5.0,0,1,0,0,0,0,12,2,3,0,5
61,Joshua Kelley,1,5,18.0,3.6,13.0,2.6,5,1.0,0,0,0.0,0,0,0,0,0,0,6,1,4,0,0
62,Zonovan Knight,1,12,22.0,1.8,13.0,1.1,9,0.8,0,1,-2.0,0,0,0,0,0,0,5,0,0,0,0
63,Samaje Perine,1,6,18.0,3.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,6,1,1,0,0
64,David Montgomery,1,7,21.0,3.0,7.0,1.0,14,2.0,0,1,-2.0,0,0,0,0,0,0,8,0,0,0,0
65,Ty Chandler,1,6,20.0,3.3,8.0,1.3,12,2.0,0,0,0.0,0,1,0,0,0,0,10,0,0,0,0
66,Malik Davis,1,5,19.0,3.8,12.0,2.4,7,1.4,0,0,0.0,0,0,0,0,0,0,7,0,0,0,0
67,Tony Pollard,1,7,19.0,2.7,11.0,1.6,8,1.1,0,0,0.0,0,0,0,0,0,0,5,0,1,0,0
68,Dalvin Cook,1,11,37.0,3.4,27.0,2.5,10,0.9,0,2,-3.0,0,2,0,0,0,0,15,1,1,1,0
69,Hassan Haskins,1,2,3.0,1.5,1.0,0.5,2,1.0,0,0,0.0,0,0,0,0,0,0,3,2,2,0,3
70,Gus Edwards,1,4,16.0,4.0,0.0,0.0,0,0.0,0,0,0.0,0,1,0,0,0,0,11,0,0,0,0
71,Rachaad White,1,4,15.0,3.8,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,6,0,0,0,0
72,Justin Jackson,1,1,2.0,2.0,1.0,1.0,1,1.0,0,0,0.0,0,0,0,0,0,0,2,1,1,0,7
73,Avery Williams,1,4,12.0,3.0,0.0,0.0,12,3.0,0,2,-10.0,0,1,0,0,0,0,14,0,0,0,0
74,Devin Singletary,1,7,29.0,4.1,15.0,2.1,14,2.0,1,2,-4.0,0,1,0,0,0,0,18,1,1,0,0
75,Ameer Abdullah,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,2,7
76,Ezekiel Elliott,1,8,10.0,1.3,6.0,0.8,4,0.5,0,1,-2.0,0,0,0,0,0,0,4,0,2,0,0
77,Reggie Bonnafon,1,3,8.0,2.7,5.0,1.7,3,1.0,0,1,-1.0,0,0,0,0,0,0,5,0,0,0,0
78,Salvon Ahmed,1,1,7.0,7.0,5.0,5.0,2,2.0,0,0,0.0,0,0,0,0,0,0,7,0,0,0,0
79,Larry Rountree III,1,3,4.0,1.3,3.0,1.0,1,0.3,0,0,0.0,0,0,0,0,0,0,2,1,1,0,0
80,Michael Carter,1,3,4.0,1.3,2.0,0.7,2,0.7,0,0,0.0,0,0,0,0,0,0,2,2,3,1,1
81,JaMycal Hasty,1,3,5.0,1.7,2.0,0.7,3,1.0,0,1,-1.0,0,0,0,0,0,0,3,0,1,0,0
82,Ty'Son Williams,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
83,Zamir White,1,1,4.0,4.0,3.0,3.0,1,1.0,0,0,0.0,0,0,0,0,0,0,4,0,0,0,0
84,Leonard Fournette,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0
85,Keaontay Ingram,1,3,5.0,1.7,4.0,1.3,1,0.3,0,0,0.0,0,0,0,0,0,0,4,2,3,0,0
86,Eno Benjamin,1,2,3.0,1.5,0.0,0.0,3,1.5,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0
87,Jakob Johnson,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
88,Jonathan Ward,1,1,-1.0,-1.0,0.0,0.0,0,0.0,0,1,-1.0,0,0,0,0,0,0,0,1,2,0,3
89,Raheem Blackshear,1,1,1.0,1.0,0.0,0.0,1,1.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0
90,Rex Burkhead,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,0,0
91,Royce Freeman,1,7,15.0,2.1,8.0,1.1,7,1.0,0,1,-7.0,0,0,0,0,0,0,7,1,1,0,1
92,Taiwan Jones,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
93,Michael Burton,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
94,J.J. Taylor,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
95,La'Mical Perine,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
96,Trayveon Williams,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
97,Antonio Gibson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
98,Ronnie Rivers,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
99,Kevin Harris,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
100,Kyren Williams,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
101,Darrynton Evans,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
102,Godwin Igwebuike,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
103,Julius Chestnut,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
104,Breece Hall,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
105,Patrick Ricard,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
106,Jashaun Corbin,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
107,Brittain Brown,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
108,Benny Snell Jr.,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
109,Alec Ingold,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
110,Myles Gaskin,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
111,Brian Robinson Jr.,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
112,Pierre Strong Jr.,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
113,Craig Reynolds,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
114,Brandon Bolden,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
115,Adam Prentice,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
116,Saquon Barkley,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
117,Mike Boone,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
118,Javonte Williams,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
119,James Conner,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
120,Travis Homer,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
121,Rico Dowdle,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
122,Jermar Jefferson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
123,Clyde Edwards-Helaire,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
124,Jake Funk,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
125,Trestan Ebner,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0
126,Patrick Taylor Jr.,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
127,Trey Sermon,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
128,Keith Smith,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
129,Chris Evans,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
130,Jonathan Taylor,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
131,Khari Blasingame,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
132,J.K. Dobbins,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
133,D'Ernest Johnson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
134,Reggie Gilliam,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
135,Jerome Ford,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
136,Dameon Pierce,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
137,Troy Hairston II,0,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
