,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
19,Boston Scott,1,6,33.0,5.5,31,5.2,2,0.3,0,1,-1.0,3,2,0,0,0,0,11,1,1,0,0
20,Isiah Pacheco,1,13,70.0,5.4,54,4.2,16,1.2,1,0,0.0,0,2,0,0,0,0,10,3,3,0,0
21,Justin Jackson,1,4,19.0,4.8,0,0.0,0,0.0,0,0,0.0,15,1,0,0,0,0,15,1,1,0,3
22,Kevin Harris,1,8,26.0,3.3,10,1.3,16,2.0,1,2,-6.0,14,1,0,0,0,0,14,0,0,0,0
23,Samaje Perine,1,4,22.0,5.5,9,2.3,13,3.3,1,0,0.0,6,1,0,0,0,0,14,1,5,2,1
24,Cam Akers,1,12,42.0,3.5,22,1.8,20,1.7,0,1,-2.0,1,0,0,0,0,0,9,1,1,1,0
25,Dalvin Cook,1,15,23.0,1.5,19,1.3,4,0.3,0,3,-7.0,1,0,0,0,0,0,5,1,2,1,0
26,D'Onta Foreman,1,21,74.0,3.5,48,2.3,26,1.2,2,1,-1.0,0,1,0,0,0,0,11,1,1,0,0
27,Gus Edwards,1,13,66.0,5.1,45,3.5,21,1.6,1,1,-1.0,0,1,0,0,0,0,16,0,0,0,0
28,Rachaad White,1,13,56.0,4.3,44,3.4,12,0.9,0,2,-5.0,0,0,0,0,0,0,9,5,5,0,4
29,Jordan Mason,1,11,56.0,5.1,27,2.5,29,2.6,0,2,-5.0,0,3,0,0,0,0,18,0,0,0,0
30,Nick Chubb,1,14,34.0,2.4,16,1.1,18,1.3,0,2,-5.0,0,1,0,0,0,0,13,3,3,0,4
31,Saquon Barkley,1,9,28.0,3.1,13,1.4,15,1.7,0,1,-4.0,0,0,0,0,0,0,9,2,2,0,10
32,Leonard Fournette,1,4,13.0,3.3,7,1.8,6,1.5,0,0,0.0,0,0,0,0,0,0,8,6,7,0,6
33,Raheem Mostert,1,11,37.0,3.4,15,1.4,22,2.0,0,0,0.0,0,1,0,0,0,0,13,1,1,0,1
34,Devin Singletary,1,8,39.0,4.9,25,3.1,14,1.8,0,0,0.0,0,2,0,0,0,0,16,1,2,0,0
35,Gary Brightwell,1,5,23.0,4.6,16,3.2,7,1.4,0,0,0.0,0,1,0,0,0,0,13,2,3,1,8
36,D'Andre Swift,1,6,21.0,3.5,16,2.3,7,1.0,0,1,-1.0,0,0,0,0,0,0,9,3,4,0,1
37,Jamaal Williams,1,16,37.0,2.3,35,2.2,2,0.1,0,2,-3.0,0,0,0,0,0,0,8,0,1,0,0
38,Joshua Kelley,1,4,29.0,7.3,14,3.5,15,3.8,0,0,0.0,0,1,1,0,0,0,22,1,2,0,2
39,Travis Homer,1,9,26.0,2.9,12,1.3,14,1.6,1,1,-2.0,0,1,0,0,0,0,16,2,3,0,0
40,Travis Etienne Jr.,1,17,32.0,1.9,12,0.7,20,1.2,0,5,-11.0,0,0,0,0,0,0,7,0,0,0,0
41,Latavius Murray,1,8,32.0,4.0,21,2.6,11,1.4,0,0,0.0,0,0,0,0,0,0,8,3,5,0,0
42,Kyren Williams,1,3,19.0,6.3,10,3.3,9,3.0,0,0,0.0,0,0,0,0,0,0,9,1,2,0,0
43,Mike Boone,1,3,2.0,0.7,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,2,2,0,0
44,Jaylen Warren,1,3,11.0,3.7,4,1.3,7,2.3,1,1,-1.0,0,0,0,0,0,0,8,2,3,1,13
45,Jeff Wilson Jr.,1,4,26.0,6.5,17,4.3,9,2.3,0,1,-3.0,0,1,1,0,0,0,20,0,0,0,0
46,Corey Clement,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,16
47,Ameer Abdullah,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,2,0,4
48,Malcolm Brown,1,1,5.0,5.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,5,2,2,1,0
49,James Cook,1,4,6.0,1.5,0,0.0,0,0.0,0,1,-2.0,0,0,0,0,0,0,4,1,1,0,0
50,Matt Breida,1,3,6.0,2.0,5,1.7,1,0.3,0,1,-1.0,0,0,0,0,0,0,5,2,4,0,3
51,JaMycal Hasty,1,4,13.0,3.3,7,1.8,6,1.5,0,1,-1.0,0,1,0,0,0,0,10,0,0,0,0
52,Kareem Hunt,1,4,6.0,1.5,2,0.5,4,1.0,0,0,0.0,0,0,0,0,0,0,4,2,4,1,2
53,Rhamondre Stevenson,1,3,8.0,2.7,3,1.0,5,1.7,1,0,0.0,0,0,0,0,0,0,4,2,3,0,1
54,C.J. Ham,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0
55,Zamir White,1,3,9.0,3.0,4,1.3,5,1.7,0,0,0.0,0,0,0,0,0,0,8,0,0,0,0
56,Julius Chestnut,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,2,0,1
57,Trayveon Williams,1,1,2.0,2.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,1,1,0,0
58,Nyheim Hines,1,1,3.0,3.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,3,1,1,1,0
59,Kyle Juszczyk,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,2,0,5
60,Benny Snell Jr.,1,2,4.0,2.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,3,0,0,0,0
61,Tony Jones Jr.,1,1,2.0,2.0,1,1.0,1,1.0,0,0,0.0,0,0,0,0,0,0,2,1,2,0,0
62,Rex Burkhead,1,2,-3.0,-1.5,0,0.0,0,0.0,0,2,-3.0,0,0,0,0,0,0,0,1,1,0,0
63,Patrick Ricard,1,1,2.0,2.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0
64,Kenyan Drake,1,1,1.0,1.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,2,2,0,0
65,Keaontay Ingram,1,1,1.0,1.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0
66,Dare Ogunbowale,1,1,-3.0,-3.0,0,0.0,0,0.0,0,1,-3.0,0,0,0,0,0,0,0,2,2,0,0
67,Jakob Johnson,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0
68,Salvon Ahmed,1,1,1.0,1.0,0,0.0,1,1.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0
69,Eno Benjamin,1,3,1.0,0.3,0,0.0,0,0.0,0,1,-4.0,0,0,0,0,0,0,4,0,0,0,0
70,Alexander Mattison,1,2,-1.0,-0.5,0,0.0,0,0.0,0,1,-1.0,0,0,0,0,0,0,0,0,0,0,0
71,Brittain Brown,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
72,Malik Davis,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
73,Jake Funk,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
74,Ke'Shawn Vaughn,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
75,Trey Sermon,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
76,Patrick Taylor Jr.,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
77,Brian Robinson Jr.,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
78,Tyler Badie,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
79,Chris Evans,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
80,Khari Blasingame,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
81,Hassan Haskins,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
82,Ty Chandler,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
83,Jaret Patterson,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
84,Ronnie Rivers,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
85,Darrynton Evans,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
86,J.J. Taylor,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
87,La'Mical Perine,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
88,Myles Gaskin,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
89,Godwin Igwebuike,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
90,Reggie Gilliam,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
91,Jonathan Taylor,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
92,Jerome Ford,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
93,D'Ernest Johnson,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
94,Demetric Felton Jr.,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
95,Elijah Mitchell,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
96,David Montgomery,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
97,Khalil Herbert,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
98,Antonio Gibson,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
99,Kenneth Gainwell,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0
100,Alec Ingold,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
101,Chase Edmonds,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
102,Justice Hill,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
103,Breece Hall,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
104,Michael Carter,1,5,5.0,1.0,4,0.8,1,0.2,0,2,-5.0,0,0,0,0,0,0,5,3,6,1,0
105,Alvin Kamara,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
106,Cordarrelle Patterson,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
107,Taiwan Jones,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
108,Zack Moss,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
109,Jermar Jefferson,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
110,Avery Williams,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
111,Tyler Allgeier,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
112,Kenneth Walker III,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
113,Tyrion Davis-Price,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
114,Craig Reynolds,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
115,Ty Johnson,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
116,Adam Prentice,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
117,Javonte Williams,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
118,DeeJay Dallas,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
119,Rico Dowdle,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
120,Michael Burton,1,1,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
121,Clyde Edwards-Helaire,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
122,Jonathan Ward,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
123,Dontrell Hilliard,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
124,Aaron Jones,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
125,AJ Dillon,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
126,Kene Nwangwu,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
127,Brandon Bolden,1,0,0.0,,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
