,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Tank Dell,1,6,114.0,19.0,105.0,17.5,222.0,37.0,9,1.5,0,0.0,0,11,28.9%,8,2,1,6,2,0,0,0
2,Noah Brown,1,6,153.0,25.5,75.0,12.5,75.0,12.5,78,13.0,13,2.2,0,6,15.8%,6,0,0,4,3,2,1,1
3,Amari Cooper,1,5,139.0,27.8,106.0,21.2,106.0,21.2,33,6.6,8,1.6,0,5,17.9%,5,0,1,4,2,2,2,2
4,CeeDee Lamb,1,11,191.0,17.4,134.0,12.2,234.0,21.3,57,5.2,2,0.2,0,16,36.4%,12,1,1,10,5,0,0,0
5,Stefon Diggs,1,6,86.0,14.3,44.0,7.3,48.0,8.0,42,7.0,29,4.8,1,7,21.9%,6,0,1,3,1,1,0,0
6,Diontae Johnson,1,7,90.0,12.9,51.0,7.3,75.0,10.7,39,5.6,4,0.6,0,9,31.0%,7,0,1,3,1,1,0,0
7,Jahan Dotson,1,4,69.0,17.3,61.0,15.3,121.0,30.3,8,2.0,3,0.8,0,8,18.2%,5,1,2,2,2,1,0,0
8,A.J. Brown,1,7,66.0,9.4,39.0,5.6,103.0,14.7,27,3.9,4,0.6,1,9,42.9%,7,0,1,3,1,0,0,0
9,Jakobi Meyers,1,2,38.0,19.0,12.0,6.0,48.0,24.0,26,13.0,0,0.0,0,5,20.8%,3,1,0,2,1,0,0,0
10,Nico Collins,1,3,54.0,18.0,25.0,8.3,48.0,16.0,29,9.7,7,2.3,0,5,13.2%,3,0,2,3,1,0,0,0
11,DeVonta Smith,1,3,51.0,17.0,43.0,14.3,43.0,14.3,8,2.7,0,0.0,0,3,14.3%,3,0,0,2,1,0,0,0
