,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Amari Cooper,1,11,265.0,24.1,205.0,18.6,277.0,25.2,60.0,5.5,4,0.4,0,15,34.9%,11,0,4,9,5,2,2,2
2,George Pickens,1,4,195.0,48.8,78.0,19.5,102.0,25.5,117.0,29.3,0,0.0,0,6,24.0%,4,0,0,3,3,3,3,3
3,Puka Nacua,1,9,164.0,18.2,109.0,12.1,153.0,17.0,55.0,6.1,22,2.4,1,11,34.4%,9,0,1,7,3,1,1,1
4,DJ Chark Jr.,1,6,98.0,16.3,93.0,15.5,132.0,22.0,5.0,0.8,3,0.5,0,8,25.0%,6,0,2,6,2,0,0,0
5,Mike Evans,1,7,86.0,12.3,71.0,10.1,71.0,10.1,15.0,2.1,7,1.0,0,9,25.7%,7,0,1,5,1,0,0,0
6,Justin Jefferson,1,6,141.0,23.5,123.0,20.5,222.0,37.0,18.0,3.0,11,1.8,1,10,28.6%,6,0,1,5,5,0,0,0
7,Tee Higgins,1,5,140.0,28.0,57.0,11.4,83.0,16.6,83.0,16.6,0,0.0,0,8,20.0%,5,0,1,4,2,1,1,1
8,Calvin Ridley,1,6,90.0,15.0,76.0,12.7,111.0,18.5,14.0,2.3,7,1.2,1,9,20.5%,7,1,3,4,2,0,0,0
9,CeeDee Lamb,1,6,118.0,19.7,54.0,9.0,76.0,12.7,64.0,10.7,38,6.3,0,10,31.3%,7,1,2,5,2,1,1,1
10,Gabe Davis,1,4,130.0,32.5,96.0,24.0,128.0,32.0,34.0,8.5,4,1.0,0,6,28.6%,4,0,0,4,3,2,1,1
11,Amon-Ra St. Brown,1,12,106.0,8.8,48.0,4.0,54.0,4.5,58.0,4.8,18,1.5,1,14,35.9%,12,0,2,5,1,0,0,0
12,K.J. Osborn,1,5,95.0,19.0,71.0,14.2,104.0,20.8,24.0,4.8,4,0.8,0,7,20.0%,5,0,1,4,1,1,1,1
13,Darius Slayton,1,3,90.0,30.0,53.0,17.7,53.0,17.7,37.0,12.3,8,2.7,1,3,11.1%,3,0,0,2,1,1,1,1
14,Chris Olave,1,9,123.0,13.7,91.0,10.1,123.0,13.7,32.0,3.6,6,0.7,0,13,32.5%,11,2,0,6,1,0,0,0
15,Demarcus Robinson,1,6,82.0,13.7,65.0,10.8,65.0,10.8,17.0,2.8,5,0.8,0,6,18.8%,6,0,1,4,1,1,0,0
16,Romeo Doubs,1,4,79.0,19.8,57.0,14.3,68.0,17.0,22.0,5.5,21,5.3,1,5,19.2%,4,0,1,3,2,1,0,0
17,DeVonta Smith,1,4,79.0,19.8,28.0,7.0,34.0,8.5,51.0,12.8,17,4.3,2,5,13.9%,4,0,0,3,1,1,0,0
18,Rashid Shaheed,1,5,70.0,14.0,68.0,13.6,134.0,26.8,2.0,0.4,0,0.0,1,9,22.5%,5,0,0,2,1,1,1,1
19,Zay Flowers,1,9,72.0,8.0,25.0,2.8,61.0,6.8,47.0,5.2,0,0.0,0,13,38.2%,10,1,2,4,0,0,0,0
20,Brandon Johnson,1,3,47.0,15.7,26.0,8.7,71.0,23.7,21.0,7.0,13,4.3,1,5,14.3%,4,1,0,3,1,0,0,0
21,DK Metcalf,1,4,56.0,14.0,36.0,9.0,53.0,13.3,20.0,5.0,6,1.5,0,6,16.7%,4,0,2,3,1,0,0,0
22,Brandon Aiyuk,1,6,113.0,18.8,64.0,10.7,78.0,13.0,49.0,8.2,36,6.0,1,7,15.9%,6,0,1,4,3,1,0,0
23,Ihmir Smith-Marsette,1,1,18.0,18.0,8.0,8.0,8.0,8.0,10.0,10.0,9,9.0,0,1,3.1%,1,0,0,1,0,0,0,0
24,Greg Dortch,1,2,45.0,22.5,6.0,3.0,61.0,30.5,39.0,19.5,3,1.5,0,5,13.5%,2,0,0,1,1,1,0,0
25,Tyreek Hill,1,9,99.0,11.0,71.0,7.9,165.0,18.3,28.0,3.1,1,0.1,0,14,38.9%,10,1,2,5,1,0,0,0
26,Justin Watson,1,4,38.0,9.5,31.0,7.8,59.0,14.8,7.0,1.8,2,0.5,0,6,14.6%,4,0,1,2,0,0,0,0
27,Nico Collins,1,4,18.0,4.5,8.0,2.0,45.0,11.3,10.0,2.5,7,1.8,1,6,12.5%,5,1,1,0,0,0,0,0
28,A.T. Perry,1,1,35.0,35.0,35.0,35.0,35.0,35.0,0.0,0.0,0,0.0,0,1,2.5%,1,0,0,1,1,1,0,0
29,Adam Thielen,1,6,94.0,15.7,69.0,11.5,104.0,17.3,25.0,4.2,8,1.3,0,8,25.0%,6,0,0,5,1,0,0,0
30,Dontayvion Wicks,1,2,29.0,14.5,26.0,13.0,26.0,13.0,3.0,1.5,0,0.0,0,2,7.7%,2,0,0,1,1,0,0,0
31,Brandin Cooks,1,2,14.0,7.0,14.0,7.0,14.0,7.0,0.0,0.0,0,0.0,0,2,6.3%,2,0,1,0,0,0,0,0
