,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Davante Adams,1,13,172.0,13.2,138.0,10.6,240.0,18.5,34,2.6,1,0.1,0,20,45.5%,14,1,3,7,2,1,0,0
2,Keenan Allen,1,18,215.0,11.9,116.0,6.4,124.0,6.9,99,5.5,12,0.7,0,20,41.7%,19,1,0,8,5,0,0,0
3,Tyreek Hill,1,9,157.0,17.4,103.0,11.4,126.0,14.0,54,6.0,4,0.4,0,11,39.3%,9,0,2,6,1,1,1,1
4,Justin Jefferson,1,7,149.0,21.3,84.0,12.0,162.0,23.1,65,9.3,37,5.3,0,13,27.1%,7,0,3,4,4,2,1,1
5,Tank Dell,1,5,145.0,29.0,97.0,19.4,136.0,27.2,48,9.6,0,0.0,0,7,24.1%,5,0,1,3,2,2,2,2
6,Adam Thielen,1,11,145.0,13.2,105.0,9.5,138.0,12.5,40,3.6,6,0.5,1,14,24.6%,11,0,1,7,3,0,0,0
7,Deebo Samuel Sr.,1,6,129.0,21.5,51.0,8.5,70.0,11.7,78,13.0,38,6.3,4,12,35.3%,6,0,3,5,3,2,1,1
8,Mike Williams,1,7,121.0,17.3,69.0,9.9,105.0,15.0,52,7.4,3,0.4,0,8,16.7%,7,0,0,3,2,2,1,1
9,Amari Cooper,1,7,116.0,16.6,107.0,15.3,145.0,20.7,9,1.3,5,0.7,0,8,25.8%,7,0,0,4,2,1,1,1
10,DJ Chark Jr.,1,4,86.0,21.5,62.0,15.5,188.0,47.0,24,6.0,13,3.3,1,11,19.3%,6,2,0,2,2,1,1,1
11,Ja'Marr Chase,1,12,141.0,11.8,81.0,6.8,142.0,11.8,60,5.0,22,1.8,2,15,32.6%,13,1,1,6,1,1,1,1
12,Marvin Mims Jr.,1,3,73.0,24.3,51.0,17.0,127.0,42.3,22,7.3,0,0.0,0,5,13.9%,3,0,0,2,2,2,0,0
13,Romeo Doubs,1,5,73.0,14.6,64.0,12.8,157.0,31.4,9,1.8,0,0.0,0,12,27.9%,5,0,3,3,1,1,0,0
14,Calvin Austin III,1,2,72.0,36.0,37.0,18.5,95.0,47.5,35,17.5,0,0.0,0,6,22.2%,2,0,0,1,1,1,1,1
15,Tutu Atwell,1,4,50.0,12.5,29.0,7.3,110.0,27.5,21,5.3,3,0.8,0,9,28.1%,5,1,2,1,1,1,0,0
16,A.J. Brown,1,9,131.0,14.6,58.0,6.4,121.0,13.4,73,8.1,23,2.6,2,14,40.0%,10,1,3,6,3,0,0,0
17,Robbie Chosen,1,1,68.0,68.0,41.0,41.0,41.0,41.0,27,27.0,0,0.0,0,1,3.6%,1,0,0,1,1,1,1,1
18,Rondale Moore,1,4,8.0,2.0,-11.0,-2.8,13.0,3.3,19,4.8,0,0.0,0,6,28.6%,5,1,0,0,0,0,0,0
19,Marquise Brown,1,5,61.0,12.2,59.0,11.8,83.0,16.6,2,0.4,0,0.0,0,7,33.3%,5,0,1,4,1,0,0,0
20,Mike Evans,1,5,60.0,12.0,48.0,9.6,149.0,29.8,12,2.4,1,0.2,0,10,40.0%,6,1,3,2,2,0,0,0
21,Olamide Zaccheaus,1,2,58.0,29.0,43.0,21.5,57.0,28.5,15,7.5,3,1.5,0,3,8.6%,2,0,1,2,2,1,0,0
22,Christian Kirk,1,4,54.0,13.5,53.0,13.3,84.0,21.0,1,0.3,1,0.3,0,6,15.0%,4,0,0,2,1,0,0,0
23,DK Metcalf,1,6,112.0,18.7,84.0,14.0,118.0,19.7,28,4.7,13,2.2,0,8,22.9%,6,0,0,5,3,1,0,0
24,Courtland Sutton,1,8,91.0,11.4,57.0,7.1,110.0,13.8,34,4.3,4,0.5,0,11,30.6%,8,0,2,5,2,0,0,0
25,Stefon Diggs,1,8,111.0,13.9,91.0,11.4,122.0,15.3,20,2.5,0,0.0,3,12,37.5%,8,0,0,4,3,2,0,0
26,Joshua Palmer,1,4,66.0,16.5,50.0,12.5,107.0,26.8,16,4.0,0,0.0,0,7,14.6%,4,0,0,2,2,1,0,0
27,Amon-Ra St. Brown,1,9,102.0,11.3,64.0,7.1,97.0,10.8,38,4.2,9,1.0,1,12,38.7%,10,1,2,5,1,0,0,0
28,Chris Olave,1,8,104.0,13.0,72.0,9.0,108.0,13.5,32,4.0,2,0.3,0,11,32.4%,8,0,1,4,2,0,0,0
29,DJ Moore,1,3,41.0,13.7,31.0,10.3,134.0,44.7,10,3.3,4,1.3,0,6,30.0%,4,1,2,1,1,0,0,0
30,K.J. Osborn,1,1,36.0,36.0,14.0,14.0,38.0,38.0,22,22.0,0,0.0,0,3,6.3%,1,0,1,1,1,1,0,0
31,Gabe Davis,1,1,35.0,35.0,32.0,32.0,100.0,100.0,3,3.0,0,0.0,0,4,12.5%,2,1,0,1,1,1,0,0
32,Michael Gallup,1,6,92.0,15.3,53.0,8.8,71.0,11.8,39,6.5,26,4.3,1,7,18.9%,6,0,1,4,2,0,0,0
33,Michael Wilson,1,2,86.0,43.0,44.0,22.0,44.0,22.0,42,21.0,8,4.0,0,2,9.5%,2,0,0,2,1,1,1,1
34,Jakobi Meyers,1,7,85.0,12.1,71.0,10.1,154.0,22.0,14,2.0,5,0.7,1,12,27.3%,7,0,2,5,0,0,0,0
35,Ronnie Bell,1,2,24.0,12.0,23.0,11.5,23.0,11.5,1,0.5,0,0.0,0,2,5.9%,2,0,1,1,0,0,0,0
36,Jerry Jeudy,1,5,81.0,16.2,69.0,13.8,122.0,24.4,12,2.4,5,1.0,0,7,19.4%,5,0,1,4,1,1,1,1
37,Michael Pittman Jr.,1,9,77.0,8.6,40.0,4.4,62.0,6.9,37,4.1,11,1.2,0,11,26.2%,10,0,2,2,1,1,0,0
38,George Pickens,1,4,75.0,18.8,38.0,9.5,51.0,12.8,37,9.3,2,0.5,1,6,22.2%,4,0,0,4,1,1,0,0
39,Puka Nacua,1,5,72.0,14.4,63.0,12.6,76.0,15.2,9,1.8,5,1.0,0,7,21.9%,6,1,0,3,1,1,0,0
40,Jake Bobo,1,1,5.0,5.0,5.0,5.0,9.0,9.0,0,0.0,0,0.0,0,2,5.7%,1,0,2,0,0,0,0,0
41,Jayden Reed,1,3,63.0,21.0,54.0,18.0,97.0,32.3,9,3.0,0,0.0,0,7,16.3%,5,2,3,3,2,1,0,0
42,CeeDee Lamb,1,4,53.0,13.3,38.0,9.5,52.0,13.0,15,3.8,7,1.8,0,7,18.9%,4,0,2,2,1,1,0,0
43,Rashid Shaheed,1,0,0.0,0.0,0.0,0.0,91.0,0.0,0,0.0,0,0.0,0,2,5.9%,0,0,0,0,0,0,0,0
44,Rashee Rice,1,5,59.0,11.8,28.0,5.6,45.0,9.0,31,6.2,10,2.0,0,7,18.9%,7,2,2,4,0,0,0,0
45,Josh Downs,1,8,57.0,7.1,27.0,3.4,72.0,9.0,30,3.8,7,0.9,1,12,28.6%,8,0,0,2,0,0,0,0
46,Kalif Raymond,1,4,55.0,13.8,48.0,12.0,96.0,24.0,7,1.8,2,0.5,0,6,19.4%,4,0,0,3,1,0,0,0
47,Tyler Lockett,1,3,34.0,11.3,15.0,5.0,92.0,30.7,19,6.3,0,0.0,0,7,20.0%,5,2,2,1,0,0,0,0
48,Curtis Samuel,1,2,54.0,27.0,46.0,23.0,65.0,32.5,8,4.0,0,0.0,0,4,13.8%,2,0,1,2,1,1,0,0
49,Chris Godwin,1,3,32.0,10.7,18.0,6.0,48.0,16.0,14,4.7,1,0.3,0,5,20.0%,3,0,2,1,0,0,0,0
50,Jordan Addison,1,6,52.0,8.7,45.0,7.5,74.0,12.3,7,1.2,0,0.0,0,8,16.7%,6,0,1,3,0,0,0,0
