,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Jordan Addison,1,6,111.0,18.5,53.0,8.8,53.0,8.8,58.0,9.7,10,1.7,0,6,18.8%,6,0,1,4,2,2,0,0
2,Jaylen Waddle,1,8,142.0,17.8,70.0,8.8,79.0,9.9,72.0,9.0,20,2.5,0,9,34.6%,8,0,0,5,2,1,1,1
3,Terry McLaurin,1,6,141.0,23.5,119.0,19.8,238.0,39.7,22.0,3.7,2,0.3,0,12,35.3%,6,0,0,5,3,1,1,1
4,Tee Higgins,1,4,61.0,15.3,58.0,14.5,165.0,41.3,3.0,0.8,1,0.3,0,8,20.0%,5,1,1,4,1,0,0,0
5,Deebo Samuel Sr.,1,4,48.0,12.0,41.0,10.3,77.0,19.3,7.0,1.8,4,1.0,0,7,26.9%,4,0,2,3,0,0,0,0
6,Tre Tucker,1,3,59.0,19.7,58.0,19.3,102.0,34.0,1.0,0.3,1,0.3,0,4,11.8%,3,0,0,2,2,1,0,0
7,Joshua Palmer,1,4,113.0,28.3,58.0,14.5,58.0,14.5,55.0,13.8,3,0.8,0,4,12.9%,4,0,0,2,2,1,1,1
8,Amon-Ra St. Brown,1,7,112.0,16.0,50.0,7.1,72.0,10.3,62.0,8.9,30,4.3,1,9,28.1%,7,0,4,5,3,0,0,0
9,Cooper Kupp,1,8,111.0,13.9,55.0,6.9,55.0,6.9,56.0,7.0,4,0.5,0,8,25.0%,8,0,2,2,1,1,1,1
10,Amari Cooper,1,4,109.0,27.3,77.0,19.3,129.0,32.3,32.0,8.0,28,7.0,2,8,18.2%,5,1,1,3,2,2,2,2
11,Curtis Samuel,1,5,41.0,8.2,31.0,6.2,48.0,9.6,10.0,2.0,0,0.0,0,9,26.5%,5,0,5,1,0,0,0,0
12,Davante Adams,1,8,101.0,12.6,60.0,7.5,90.0,11.3,41.0,5.1,19,2.4,0,12,35.3%,8,0,1,3,2,0,0,0
13,Chris Godwin,1,10,155.0,15.5,83.0,8.3,104.0,10.4,72.0,7.2,11,1.1,0,12,44.4%,10,0,0,8,4,0,0,0
14,Rashee Rice,1,9,91.0,10.1,32.0,3.6,32.0,3.6,59.0,6.6,17,1.9,1,9,25.7%,9,0,3,4,2,0,0,0
15,Noah Brown,1,8,82.0,10.3,63.0,7.9,120.0,15.0,19.0,2.4,12,1.5,0,11,32.4%,8,0,3,3,2,0,0,0
16,Jakobi Meyers,1,2,32.0,16.0,19.0,9.5,34.0,17.0,13.0,6.5,1,0.5,0,4,11.8%,2,0,2,2,1,0,0,0
17,Jamal Agnew,1,2,70.0,35.0,32.0,16.0,32.0,16.0,38.0,19.0,0,0.0,0,2,4.8%,2,0,0,1,1,1,1,1
18,David Moore,1,2,68.0,34.0,20.0,10.0,20.0,10.0,48.0,24.0,48,24.0,0,2,7.4%,2,0,0,2,1,1,1,1
19,Demarcus Robinson,1,2,44.0,22.0,42.0,21.0,51.0,25.5,2.0,1.0,0,0.0,0,3,9.4%,2,0,1,2,2,0,0,0
20,Diontae Johnson,1,4,62.0,15.5,59.0,14.8,83.0,20.8,3.0,0.8,3,0.8,0,6,23.1%,4,0,1,3,1,0,0,0
21,Mike Evans,1,4,57.0,14.3,50.0,12.5,57.0,14.3,7.0,1.8,3,0.8,0,6,22.2%,4,0,2,3,0,0,0,0
22,CeeDee Lamb,1,7,53.0,7.6,42.0,6.0,91.0,13.0,11.0,1.6,7,1.0,0,10,31.3%,7,0,0,2,0,0,0,0
23,Jayden Reed,1,6,52.0,8.7,32.0,5.3,58.0,9.7,20.0,3.3,4,0.7,1,8,22.2%,6,0,2,2,1,0,0,0
24,Jaxon Smith-Njigba,1,4,48.0,12.0,42.0,10.5,42.0,10.5,6.0,1.5,1,0.3,0,4,12.5%,4,0,1,2,1,0,0,0
25,D.J. Montgomery,1,2,48.0,24.0,20.0,10.0,27.0,13.5,28.0,14.0,5,2.5,0,4,14.8%,3,1,2,2,1,1,0,0
26,Dontayvion Wicks,1,6,97.0,16.2,54.0,9.0,58.0,9.7,43.0,7.2,27,4.5,1,7,19.4%,6,0,0,5,3,0,0,0
27,Justin Jefferson,1,7,84.0,12.0,75.0,10.7,128.0,18.3,9.0,1.3,0,0.0,0,10,31.3%,7,0,1,4,0,0,0,0
28,Quentin Johnston,1,2,23.0,11.5,22.0,11.0,62.0,31.0,1.0,0.5,1,0.5,0,3,9.7%,2,0,1,1,0,0,0,0
29,Michael Pittman Jr.,1,4,78.0,19.5,42.0,10.5,55.0,13.8,36.0,9.0,13,3.3,1,5,18.5%,5,1,0,2,2,1,1,1
30,DK Metcalf,1,5,78.0,15.6,60.0,12.0,65.0,13.0,18.0,3.6,2,0.4,0,6,18.8%,5,0,1,3,1,1,0,0
31,Lil'Jordan Humphrey,1,3,16.0,5.3,10.0,3.3,12.0,4.0,6.0,2.0,4,1.3,0,4,12.5%,4,1,2,0,0,0,0,0
32,Jerry Jeudy,1,3,74.0,24.7,25.0,8.3,60.0,20.0,49.0,16.3,17,5.7,0,7,21.9%,4,1,0,3,1,1,1,1
33,Alex Erickson,1,1,13.0,13.0,13.0,13.0,32.0,32.0,0.0,0.0,0,0.0,0,2,6.5%,1,0,1,1,0,0,0,0
34,Courtland Sutton,1,5,71.0,14.2,45.0,9.0,54.0,10.8,26.0,5.2,20,4.0,0,6,18.8%,5,0,1,4,1,0,0,0
35,Keith Kirkwood,1,1,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0,0.0,0,1,3.6%,1,0,1,0,0,0,0,0
36,Ja'Marr Chase,1,4,64.0,16.0,55.0,13.8,55.0,13.8,9.0,2.3,0,0.0,0,4,10.0%,4,0,0,3,2,0,0,0
37,Treylon Burks,1,3,62.0,20.7,45.0,15.0,45.0,15.0,17.0,5.7,9,3.0,1,3,11.5%,3,0,0,2,2,1,0,0
38,Darius Slayton,1,4,63.0,15.8,34.0,8.5,99.0,24.8,29.0,7.3,9,2.3,3,8,23.5%,5,1,0,2,1,1,0,0
39,Zay Jones,1,5,59.0,11.8,51.0,10.2,144.0,28.8,8.0,1.6,2,0.4,0,8,19.0%,5,0,0,1,1,1,0,0
40,Marquise Goodwin,1,1,57.0,57.0,45.0,45.0,45.0,45.0,12.0,12.0,4,4.0,0,1,2.3%,1,0,0,1,1,1,1,1
41,A.J. Brown,1,5,56.0,11.2,41.0,8.2,130.0,26.0,15.0,3.0,10,2.0,0,10,33.3%,5,0,0,4,0,0,0,0
42,Puka Nacua,1,5,50.0,10.0,20.0,4.0,23.0,4.6,30.0,6.0,5,1.0,0,8,25.0%,6,1,2,2,0,0,0,0
43,Tyler Boyd,1,2,53.0,26.5,20.0,10.0,13.0,6.5,33.0,16.5,21,10.5,0,5,12.5%,2,0,0,1,1,1,1,1
44,Cedric Tillman,1,4,52.0,13.0,30.0,7.5,75.0,18.8,22.0,5.5,14,3.5,1,8,18.2%,4,0,1,3,0,0,0,0
45,DJ Moore,1,4,52.0,13.0,50.0,12.5,131.0,32.8,2.0,0.5,0,0.0,0,8,22.9%,4,0,0,2,2,0,0,0
46,DeVonta Smith,1,5,50.0,10.0,43.0,8.6,43.0,8.6,7.0,1.4,2,0.4,0,5,16.7%,5,0,0,3,0,0,0,0
47,Stefon Diggs,1,4,48.0,12.0,28.0,7.0,31.0,7.8,20.0,5.0,7,1.8,0,5,38.5%,4,0,0,2,0,0,0,0
48,George Pickens,1,3,47.0,15.7,38.0,12.7,147.0,49.0,9.0,3.0,6,2.0,1,7,26.9%,3,0,0,3,0,0,0,0
