,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Jordan Addison,1,7,123,17.6,68.0,9.7,99.0,14.1,55.0,7.9,39,5.6,1,10,23.3%,7,0,2,5,2,1,1,1
2,A.J. Brown,1,10,137,13.7,108.0,10.8,145.0,14.5,29.0,2.9,13,1.3,1,15,50.0%,11,1,1,4,2,2,1,1
3,Josh Downs,1,5,125,25.0,60.0,12.0,97.0,19.4,65.0,13.0,7,1.4,1,6,27.3%,5,0,0,3,3,2,1,1
4,Puka Nacua,1,8,154,19.3,62.0,7.8,116.0,14.5,92.0,11.5,23,2.9,1,12,44.4%,8,0,0,5,5,3,0,0
5,Tyreek Hill,1,11,88,8.0,63.0,5.7,99.0,9.0,25.0,2.3,0,0.0,0,15,46.9%,13,2,1,4,1,0,0,0
6,Marquez Valdes-Scantling,1,3,84,28.0,49.0,16.3,69.0,23.0,35.0,11.7,0,0.0,0,5,12.5%,4,1,0,3,2,1,1,1
7,Michael Pittman Jr.,1,2,83,41.5,22.0,11.0,71.0,35.5,61.0,30.5,56,28.0,1,5,22.7%,2,0,2,1,1,1,1,1
8,Mike Evans,1,6,82,13.7,59.0,9.8,87.0,14.5,23.0,3.8,2,0.3,0,8,19.5%,6,0,1,2,1,1,1,1
9,Courtland Sutton,1,6,76,12.7,66.0,11.0,66.0,11.0,10.0,1.7,2,0.3,0,6,25.0%,6,0,1,3,1,1,0,0
10,Joshua Palmer,1,5,133,26.6,84.0,16.8,104.0,20.8,49.0,9.8,0,0.0,0,7,23.3%,5,0,0,4,3,1,1,1
11,Christian Kirk,1,6,90,15.0,45.0,7.5,45.0,7.5,45.0,7.5,10,1.7,1,6,20.0%,6,0,0,3,1,1,1,1
12,Jaxon Smith-Njigba,1,4,63,15.8,50.0,12.5,70.0,17.5,13.0,3.3,0,0.0,0,7,29.2%,6,2,0,4,1,0,0,0
13,Jake Bobo,1,4,61,15.3,52.0,13.0,67.0,16.8,9.0,2.3,7,1.8,0,5,20.8%,4,0,2,2,1,1,0,0
14,Rashee Rice,1,5,60,12.0,13.0,2.6,39.0,7.8,47.0,9.4,4,0.8,0,6,15.0%,5,0,1,2,1,1,0,0
15,Stefon Diggs,1,6,58,9.7,34.0,5.7,219.0,36.5,24.0,4.0,10,1.7,1,12,30.8%,7,1,1,2,1,0,0,0
16,Jakobi Meyers,1,7,50,7.1,41.0,5.9,135.0,19.3,9.0,1.3,0,0.0,0,13,28.9%,7,0,2,1,0,0,0,0
17,George Pickens,1,5,107,21.4,73.0,14.6,131.0,26.2,34.0,6.8,14,2.8,1,8,34.8%,6,1,0,5,3,1,0,0
18,Kendrick Bourne,1,6,63,10.5,17.0,2.8,13.0,2.2,46.0,7.7,13,2.2,0,7,23.3%,6,0,2,1,1,1,0,0
19,Michael Thomas,1,3,42,14.0,28.0,9.3,65.0,21.7,14.0,4.7,4,1.3,0,7,13.2%,3,0,3,2,0,0,0,0
20,Amon-Ra St. Brown,1,13,102,7.8,76.0,5.8,122.0,9.4,26.0,2.0,3,0.2,0,19,38.8%,15,2,0,3,0,0,0,0
21,Tutu Atwell,1,1,31,31.0,30.0,30.0,40.0,40.0,1.0,1.0,0,0.0,0,2,7.4%,1,0,0,1,1,1,0,0
22,Romeo Doubs,1,2,30,15.0,14.0,7.0,69.0,34.5,16.0,8.0,2,1.0,0,5,15.6%,2,0,2,2,0,0,0,0
23,Terry McLaurin,1,6,90,15.0,72.0,12.0,109.0,18.2,18.0,3.0,3,0.5,0,9,25.0%,7,1,4,3,2,1,0,0
24,Jayden Reed,1,3,21,7.0,12.0,4.0,35.0,11.7,9.0,3.0,4,1.3,0,4,12.5%,3,0,1,1,0,0,0,0
