,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Nico Collins,1,9,195,21.7,119.0,13.2,119.0,13.2,76,8.4,40,4.4,1,9,34.6%,9,0,0,6,4,1,1,1
2,Justin Jefferson,1,12,192,16.0,148.0,12.3,189.0,15.8,44,3.7,16,1.3,0,14,32.6%,12,0,0,7,5,1,0,0
3,CeeDee Lamb,1,13,98,7.5,56.0,4.3,56.0,4.3,42,3.2,10,0.8,1,13,32.5%,13,0,5,4,0,0,0,0
4,Amon-Ra St. Brown,1,7,144,20.6,62.0,8.9,138.0,19.7,82,11.7,22,3.1,2,10,32.3%,7,0,1,4,2,2,1,1
5,David Bell,1,4,68,17.0,65.0,16.3,65.0,16.3,3,0.8,3,0.8,1,4,16.0%,4,0,0,3,2,1,0,0
6,Jakobi Meyers,1,3,61,20.3,51.0,17.0,83.0,27.7,10,3.3,0,0.0,0,5,18.5%,3,0,0,3,1,1,0,0
7,Dontayvion Wicks,1,6,61,10.2,35.0,5.8,42.0,7.0,26,4.3,8,1.3,1,7,21.9%,6,0,2,3,0,0,0,0
8,A.T. Perry,1,3,53,17.7,50.0,16.7,50.0,16.7,3,1.0,0,0.0,0,3,12.0%,3,0,2,2,1,0,0,0
9,Calvin Ridley,1,6,106,17.7,79.0,13.2,156.0,26.0,27,4.5,3,0.5,0,10,24.4%,6,0,2,4,1,1,1,1
10,Andrei Iosivas,1,5,36,7.2,25.0,5.0,39.0,7.8,11,2.2,3,0.6,0,7,25.0%,7,2,2,1,0,0,0,0
11,Quez Watkins,1,8,93,11.6,74.0,9.3,113.0,14.1,19,2.4,2,0.3,0,11,33.3%,8,0,1,5,0,0,0,0
12,Tyler Lockett,1,2,71,35.5,54.0,27.0,59.0,29.5,17,8.5,2,1.0,0,4,15.4%,2,0,1,2,2,2,0,0
13,Diontae Johnson,1,4,89,22.3,21.0,5.3,55.0,13.8,68,17.0,0,0.0,1,5,25.0%,4,0,0,1,1,1,1,1
14,Tyreek Hill,1,7,82,11.7,69.0,9.9,197.0,28.1,13,1.9,2,0.3,0,13,48.1%,8,1,2,3,1,0,0,0
15,Jerry Jeudy,1,3,79,26.3,37.0,12.3,116.0,38.7,42,14.0,13,4.3,3,6,18.8%,3,0,0,2,2,1,1,1
16,Rashid Shaheed,1,3,65,21.7,65.0,21.7,68.0,22.7,0,0.0,0,0.0,0,4,16.0%,3,0,1,2,2,1,0,0
17,Darius Slayton,1,5,62,12.4,32.0,6.4,66.0,13.2,30,6.0,10,2.0,0,7,21.9%,6,1,2,3,0,0,0,0
18,Jordan Addison,1,4,57,14.3,51.0,12.8,148.0,37.0,6,1.5,0,0.0,0,8,18.6%,4,0,0,1,1,1,1,1
19,Chris Olave,1,3,56,18.7,47.0,15.7,47.0,15.7,9,3.0,1,0.3,0,3,12.0%,3,0,0,3,1,0,0,0
20,Jayden Reed,1,4,112,28.0,57.0,14.3,57.0,14.3,55,13.8,12,3.0,0,4,12.5%,4,0,0,3,2,2,1,1
21,DeAndre Hopkins,1,7,46,6.6,24.0,3.4,69.0,9.9,22,3.1,4,0.6,1,10,38.5%,7,0,1,1,0,0,0,0
22,Davante Adams,1,5,46,9.2,23.0,4.6,40.0,8.0,23,4.6,14,2.8,1,8,29.6%,6,1,3,2,0,0,0,0
23,Khalil Shakir,1,6,105,17.5,48.0,8.0,48.0,8.0,57,9.5,1,0.2,0,6,16.2%,6,0,0,3,2,1,1,1
24,Brandin Cooks,1,6,39,6.5,38.0,6.3,79.0,13.2,1,0.2,1,0.2,0,8,20.0%,7,1,3,1,0,0,0,0
25,Puka Nacua,1,4,41,10.3,32.0,8.0,44.0,11.0,9,2.3,2,0.5,0,6,26.1%,5,1,1,1,0,0,0,0
26,Michael Wilson,1,6,95,15.8,68.0,11.3,68.0,11.3,27,4.5,15,2.5,1,6,20.7%,6,0,0,5,2,0,0,0
27,Tre Tucker,1,5,79,15.8,73.0,14.6,73.0,14.6,6,1.2,0,0.0,0,5,18.5%,5,0,0,3,1,1,1,1
28,Brandon Johnson,1,4,88,22.0,59.0,14.8,75.0,18.8,29,7.3,0,0.0,0,5,15.6%,4,0,0,3,3,1,0,0
29,Stefon Diggs,1,7,87,12.4,62.0,8.9,107.0,15.3,25,3.6,14,2.0,1,8,21.6%,7,0,0,3,1,1,0,0
30,Wan'Dale Robinson,1,5,85,17.0,38.0,7.6,69.0,13.8,47,9.4,19,3.8,1,6,18.8%,5,0,0,3,2,1,0,0
31,Trent Sherfield Sr.,1,3,24,8.0,24.0,8.0,45.0,15.0,0,0.0,0,0.0,0,4,10.8%,3,0,1,1,0,0,0,0
32,Mecole Hardman Jr.,1,6,77,12.8,29.0,4.8,83.0,13.8,48,8.0,36,6.0,3,11,37.9%,9,2,0,3,1,1,0,0
33,Bo Melton,1,5,62,12.4,47.0,9.4,61.0,12.2,15,3.0,5,1.0,0,7,21.9%,5,0,1,3,1,0,0,0
34,Deonte Harty,1,1,12,12.0,4.0,4.0,4.0,4.0,8,8.0,0,0.0,0,1,2.7%,1,0,0,1,0,0,0,0
35,Chris Conley,1,3,69,23.0,41.0,13.7,74.0,24.7,28,9.3,0,0.0,0,6,24.0%,3,0,1,2,1,1,1,1
