,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,CeeDee Lamb,1,13,227.0,17.5,109.0,8.4,138.0,10.6,118,9.1,46,3.5,3,17,45.9%,14,1,1,7,3,2,1,1
2,Davante Adams,1,13,126.0,9.7,113.0,8.7,224.0,17.2,13,1.0,5,0.4,0,21,45.7%,14,1,5,6,1,0,0,0
3,DJ Moore,1,9,159.0,17.7,108.0,12.0,153.0,17.0,51,5.7,13,1.4,1,13,43.3%,10,1,2,5,5,2,0,0
4,Jayden Reed,1,6,89.0,14.8,45.0,7.5,144.0,24.0,44,7.3,26,4.3,1,8,23.5%,6,0,0,4,2,1,0,0
5,Brandon Aiyuk,1,7,114.0,16.3,97.0,13.9,101.0,14.4,17,2.4,3,0.4,0,8,29.6%,7,0,2,4,2,1,0,0
6,Darius Slayton,1,4,106.0,26.5,66.0,16.5,114.0,28.5,40,10.0,9,2.3,0,6,15.4%,4,0,0,2,1,1,1,1
7,Zay Flowers,1,3,106.0,35.3,61.0,20.3,61.0,20.3,45,15.0,16,5.3,1,3,13.6%,3,0,0,2,2,1,1,1
8,Bo Melton,1,6,105.0,17.5,94.0,15.7,112.0,18.7,11,1.8,6,1.0,0,9,26.5%,7,1,2,4,2,1,0,0
9,Amon-Ra St. Brown,1,6,90.0,15.0,57.0,9.5,75.0,12.5,33,5.5,15,2.5,1,8,25.0%,6,0,2,5,2,0,0,0
10,Julio Jones,1,2,34.0,17.0,28.0,14.0,28.0,14.0,6,3.0,1,0.5,0,2,8.7%,2,0,1,2,1,0,0,0
11,Chris Godwin,1,3,81.0,27.0,58.0,19.3,67.0,22.3,23,7.7,0,0.0,0,5,15.2%,3,0,0,3,1,1,1,1
12,Wan'Dale Robinson,1,6,55.0,9.2,24.0,4.0,29.0,4.8,31,5.2,9,1.5,0,9,23.1%,7,1,0,2,1,0,0,0
13,Puka Nacua,1,5,118.0,23.6,10.0,2.0,45.0,9.0,108,21.6,86,17.2,1,8,23.5%,6,2,1,3,1,1,1,1
14,Deebo Samuel Sr.,1,5,37.0,7.4,3.0,0.6,11.0,2.2,34,6.8,10,2.0,1,6,22.2%,5,0,5,1,0,0,0,0
15,George Pickens,1,7,131.0,18.7,93.0,13.3,118.0,16.9,38,5.4,23,3.3,1,9,42.9%,7,0,1,6,3,2,0,0
16,Lil'Jordan Humphrey,1,2,69.0,34.5,27.0,13.5,90.0,45.0,42,21.0,32,16.0,0,4,13.3%,2,0,0,2,1,1,1,1
17,Rashee Rice,1,5,127.0,25.4,38.0,7.6,44.0,8.8,89,17.8,11,2.2,0,6,21.4%,5,0,0,4,2,1,1,1
18,Trey Palmer,1,4,84.0,21.0,70.0,17.5,104.0,26.0,14,3.5,0,0.0,0,5,15.2%,4,0,0,3,2,1,1,1
19,Terry McLaurin,1,4,61.0,15.3,35.0,8.8,96.0,24.0,26,6.5,0,0.0,0,7,26.9%,4,0,2,2,1,1,1,1
20,Elijah Moore,1,5,61.0,12.2,40.0,8.0,38.0,7.6,21,4.2,11,2.2,1,6,20.7%,6,1,2,2,2,0,0,0
21,Brandin Cooks,1,5,60.0,12.0,58.0,11.6,172.0,34.4,2,0.4,4,0.8,0,8,21.6%,5,0,1,2,2,0,0,0
22,Alec Pierce,1,1,58.0,58.0,32.0,32.0,32.0,32.0,26,26.0,3,3.0,0,1,5.0%,1,0,0,1,1,1,1,1
23,Michael Wilson,1,4,35.0,8.8,23.0,5.8,51.0,12.8,12,3.0,0,0.0,0,6,19.4%,4,0,2,2,0,0,0,0
24,DK Metcalf,1,5,106.0,21.2,61.0,12.2,77.0,15.4,45,9.0,13,2.6,0,8,24.2%,6,1,2,4,3,2,0,0
25,Jalen Reagor,1,1,39.0,39.0,36.0,36.0,52.0,52.0,3,3.0,0,0.0,0,3,12.5%,1,0,0,1,1,1,0,0
26,Alex Erickson,1,7,98.0,14.0,70.0,10.0,65.0,9.3,28,4.0,2,0.3,0,8,21.6%,7,0,0,5,1,0,0,0
27,Cedrick Wilson Jr.,1,2,27.0,13.5,25.0,12.5,48.0,24.0,2,1.0,2,1.0,0,4,11.1%,3,1,1,1,0,0,0,0
28,Nico Collins,1,7,80.0,11.4,43.0,6.1,52.0,7.4,37,5.3,8,1.1,2,8,25.8%,7,0,1,5,1,0,0,0
29,Cooper Kupp,1,4,27.0,6.8,16.0,4.0,43.0,10.8,11,2.8,4,1.0,0,6,17.6%,4,0,1,0,0,0,0,0
30,Greg Dortch,1,7,82.0,11.7,45.0,6.4,45.0,6.4,37,5.3,25,3.6,0,7,22.6%,7,0,1,3,1,1,0,0
31,Diontae Johnson,1,4,76.0,19.0,40.0,10.0,40.0,10.0,36,9.0,14,3.5,1,4,19.0%,4,0,1,3,1,1,1,1
32,Tyreek Hill,1,6,76.0,12.7,66.0,11.0,114.0,19.0,10,1.7,3,0.5,0,12,33.3%,7,1,2,3,1,0,0,0
33,Jameson Williams,1,2,69.0,34.5,51.0,25.5,65.0,32.5,18,9.0,12,6.0,1,3,9.4%,2,0,0,1,1,1,1,1
34,Jaxon Smith-Njigba,1,1,12.0,12.0,12.0,12.0,7.0,7.0,0,0.0,0,0.0,0,2,6.1%,2,1,1,1,0,0,0,0
35,Demarcus Robinson,1,6,92.0,15.3,60.0,10.0,109.0,18.2,32,5.3,11,1.8,0,10,29.4%,6,0,1,3,1,1,0,0
36,DeAndre Hopkins,1,7,72.0,10.3,45.0,6.4,45.0,6.4,27,3.9,17,2.4,2,7,28.0%,7,0,1,4,0,0,0,0
37,Mike Evans,1,3,70.0,23.3,40.0,13.3,71.0,23.7,30,10.0,3,1.0,0,4,12.1%,3,0,0,2,2,2,0,0
38,Gunner Olszewski,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0%,0,0,0,0,0,0,0,0
39,Justin Jefferson,1,5,59.0,11.8,52.0,10.4,121.0,24.2,7,1.4,4,0.8,0,10,32.3%,8,0,4,3,1,0,0,0
40,Robert Woods,1,4,58.0,14.5,30.0,7.5,30.0,7.5,28,7.0,10,2.5,0,4,12.9%,4,0,0,4,0,0,0,0
41,Drake London,1,4,56.0,14.0,48.0,12.0,112.0,28.0,8,2.0,4,1.0,0,10,31.3%,5,1,1,2,2,0,0,0
42,Jakobi Meyers,1,6,56.0,9.3,38.0,6.3,69.0,11.5,18,3.0,8,1.3,1,10,21.7%,6,0,1,4,0,0,0,0
43,Jerry Jeudy,1,3,54.0,18.0,16.0,5.3,44.0,14.7,38,12.7,6,2.0,0,6,20.0%,3,0,1,1,1,1,1,1
44,Rashod Bateman,1,4,54.0,13.5,42.0,10.5,95.0,23.8,12,3.0,8,2.0,0,6,27.3%,4,1,0,4,0,0,0,0
45,Josh Downs,1,2,53.0,26.5,25.0,12.5,25.0,12.5,28,14.0,0,0.0,0,2,10.0%,2,0,0,1,1,1,1,1
46,Jamal Agnew,1,2,53.0,26.5,40.0,20.0,40.0,20.0,13,6.5,4,2.0,0,2,8.7%,2,0,0,1,1,1,1,1
47,A.J. Brown,1,4,53.0,13.3,34.0,8.5,54.0,13.5,19,4.8,4,1.0,0,5,21.7%,4,0,0,3,0,0,0,0
48,Garrett Wilson,1,5,50.0,10.0,41.0,8.2,67.0,13.4,9,1.8,0,0.0,0,10,22.7%,6,0,1,2,1,0,0,0
49,Khalil Shakir,1,4,39.0,9.8,28.0,7.0,28.0,7.0,11,2.8,0,0.0,0,4,14.3%,4,0,1,2,0,0,0,0
50,Michael Pittman Jr.,1,5,46.0,9.2,16.0,3.2,41.0,8.2,30,6.0,9,1.8,1,7,35.0%,6,1,0,2,1,0,0,0
51,DeMario Douglas,1,3,31.0,10.3,7.0,2.3,65.0,21.7,24,8.0,2,0.7,0,5,20.8%,3,0,0,2,0,0,0,0
52,Justin Watson,1,1,41.0,41.0,30.0,30.0,49.0,49.0,11,11.0,0,0.0,0,3,10.7%,1,0,0,1,1,1,1,1
53,Ja'Marr Chase,1,3,41.0,13.7,36.0,12.0,81.0,27.0,5,1.7,0,0.0,0,7,22.6%,3,0,0,2,1,0,0,0
54,Xavier Gipson,1,4,33.0,8.3,1.0,0.3,13.0,3.3,32,8.0,7,1.8,2,7,15.9%,4,0,1,2,0,0,0,0
55,Calvin Ridley,1,4,39.0,9.8,31.0,7.8,67.0,16.8,8,2.0,9,2.3,0,8,34.8%,4,0,2,2,0,0,0,0
56,Adam Thielen,1,6,38.0,6.3,19.0,3.2,19.0,3.2,19,3.2,5,0.8,0,6,19.4%,6,0,0,1,0,0,0,0
57,Tre Tucker,1,2,36.0,18.0,36.0,18.0,110.0,55.0,0,0.0,1,0.5,0,5,10.9%,2,0,1,2,1,0,0,0
58,Rondale Moore,1,3,26.0,8.7,13.0,4.3,10.0,3.3,13,4.3,1,0.3,0,4,12.9%,3,0,0,2,0,0,0,0
59,Curtis Samuel,1,3,33.0,11.0,28.0,9.3,36.0,12.0,5,1.7,3,1.0,0,4,15.4%,3,0,0,1,1,0,0,0
60,Odell Beckham Jr.,1,1,33.0,33.0,33.0,33.0,33.0,33.0,0,0.0,0,0.0,0,1,4.5%,1,0,0,1,1,1,0,0
61,Chris Moore,1,1,32.0,32.0,29.0,29.0,72.0,72.0,3,3.0,0,0.0,0,3,12.0%,1,0,0,1,1,1,0,0
62,Stefon Diggs,1,4,26.0,6.5,13.0,3.3,108.0,27.0,13,3.3,4,1.0,1,7,25.0%,4,0,1,0,0,0,0,0
63,DeVonta Smith,1,3,30.0,10.0,22.0,7.3,95.0,31.7,8,2.7,2,0.7,0,5,21.7%,4,1,0,1,0,0,0,0
64,Quentin Johnston,1,3,29.0,9.7,26.0,8.7,67.0,22.3,3,1.0,2,0.7,0,6,16.2%,3,0,0,1,0,0,0,0
65,Tyler Boyd,1,2,29.0,14.5,28.0,14.0,28.0,14.0,1,0.5,0,0.0,0,2,6.5%,2,0,0,1,1,0,0,0
66,Jordan Addison,1,3,28.0,9.3,22.0,7.3,77.0,25.7,6,2.0,2,0.7,0,5,16.1%,3,0,0,1,1,0,0,0
67,Jason Brownlee,1,2,28.0,14.0,21.0,10.5,21.0,10.5,7,3.5,6,3.0,1,2,4.5%,2,0,0,1,1,0,0,0
68,Romeo Doubs,1,3,28.0,9.3,23.0,7.7,78.0,26.0,5,1.7,1,0.3,0,6,17.6%,5,2,0,2,0,0,0,0
69,Brandon Johnson,1,4,27.0,6.8,26.0,6.5,42.0,10.5,1,0.3,0,0.0,0,6,20.0%,4,0,1,1,0,0,0,0
70,Chris Olave,1,3,26.0,8.7,19.0,6.3,38.0,12.7,7,2.3,1,0.3,0,6,17.6%,4,1,1,2,0,0,0,0
71,Keelan Doss,1,5,25.0,5.0,14.0,2.8,69.0,13.8,11,2.2,0,0.0,0,8,21.6%,5,0,1,0,0,0,0,0
72,Jalin Hyatt,1,3,25.0,8.3,20.0,6.7,51.0,17.0,5,1.7,1,0.3,0,4,10.3%,3,0,0,1,0,0,0,0
73,Tyquan Thornton,1,3,24.0,8.0,23.0,7.7,23.0,7.7,1,0.3,0,0.0,0,3,12.5%,3,0,0,1,0,0,0,0
74,Gabe Davis,1,2,21.0,10.5,20.0,10.0,26.0,13.0,1,0.5,0,0.0,0,3,10.7%,2,0,0,1,0,0,0,0
