,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,DJ Moore,1,8,230,28.8,88.0,11.0,115.0,14.4,142.0,17.8,40,5.0,1,10,40.0%,8,0,1,6,5,4,2,2
2,Ja'Marr Chase,1,15,192,12.8,106.0,7.1,154.0,10.3,86.0,5.7,9,0.6,0,19,43.2%,15,0,4,7,1,1,1,1
3,Tyreek Hill,1,8,181,22.6,36.0,4.5,64.0,8.0,145.0,18.1,5,0.6,0,9,32.1%,8,0,1,3,2,2,2,2
4,George Pickens,1,6,130,21.7,114.0,19.0,196.0,32.7,16.0,2.7,0,0.0,0,10,32.3%,6,0,1,6,4,1,1,1
5,Adam Thielen,1,11,107,9.7,59.0,5.4,86.0,7.8,48.0,4.4,11,1.0,0,13,37.1%,11,0,4,3,1,1,0,0
6,Stefon Diggs,1,8,121,15.1,112.0,14.0,182.0,22.8,9.0,1.1,0,0.0,0,11,30.6%,9,1,2,5,1,1,1,1
7,Gabe Davis,1,6,100,16.7,95.0,15.8,111.0,18.5,5.0,0.8,0,0.0,0,8,22.2%,7,1,1,4,2,0,0,0
8,DeAndre Hopkins,1,8,140,17.5,113.0,14.1,174.0,21.8,27.0,3.4,12,1.5,1,11,32.4%,8,0,1,7,3,1,0,0
9,Calvin Ridley,1,7,122,17.4,112.0,16.0,124.0,17.7,10.0,1.4,0,0.0,0,8,21.6%,7,0,1,7,2,1,0,0
10,Josh Reynolds,1,4,76,19.0,50.0,12.5,64.0,16.0,26.0,6.5,18,4.5,0,5,18.5%,5,1,1,3,3,0,0,0
11,Jakobi Meyers,1,7,75,10.7,56.0,8.0,92.0,13.1,19.0,2.7,6,0.9,0,10,34.5%,7,0,1,3,0,0,0,0
12,Puka Nacua,1,7,71,10.1,64.0,9.1,126.0,18.0,7.0,1.0,4,0.6,0,11,32.4%,8,1,0,4,1,0,0,0
13,A.J. Brown,1,6,127,21.2,86.0,14.3,135.0,22.5,41.0,6.8,9,1.5,0,8,23.5%,6,0,0,5,3,2,0,0
14,Curtis Samuel,1,6,65,10.8,56.0,9.3,67.0,11.2,9.0,1.5,5,0.8,0,7,14.6%,6,0,1,2,1,0,0,0
15,Jordan Addison,1,6,64,10.7,37.0,6.2,104.0,17.3,27.0,4.5,6,1.0,1,9,19.6%,6,0,3,4,0,0,0,0
16,Marquise Brown,1,4,61,15.3,21.0,5.3,143.0,35.8,40.0,10.0,10,2.5,2,10,33.3%,5,1,0,3,1,0,0,0
17,Cooper Kupp,1,8,118,14.8,66.0,8.3,137.0,17.1,52.0,6.5,20,2.5,0,12,35.3%,8,0,1,5,1,1,0,0
18,DJ Chark Jr.,1,3,42,14.0,42.0,14.0,75.0,25.0,0.0,0.0,1,0.3,0,6,17.1%,3,0,3,2,0,0,0,0
19,Josh Downs,1,6,97,16.2,54.0,9.0,54.0,9.0,43.0,7.2,3,0.5,0,6,25.0%,6,0,0,4,2,1,0,0
20,Jaylen Waddle,1,5,35,7.0,9.0,1.8,33.0,6.6,26.0,5.2,3,0.6,0,10,35.7%,5,0,4,2,1,0,0,0
21,Rashee Rice,1,4,33,8.3,15.0,3.8,23.0,5.8,18.0,4.5,2,0.5,0,5,12.8%,4,0,2,1,0,0,0,0
22,Drake London,1,6,78,13.0,62.0,10.3,104.0,17.3,16.0,2.7,8,1.3,0,9,23.7%,6,0,1,2,2,1,0,0
23,KaVontae Turpin,1,1,26,26.0,26.0,26.0,26.0,26.0,0.0,0.0,0,0.0,0,1,3.8%,1,0,0,1,1,0,0,0
24,Christian Watson,1,3,91,30.3,38.0,12.7,177.0,59.0,53.0,17.7,10,3.3,0,7,24.1%,4,1,0,1,1,1,1,1
25,Deebo Samuel Sr.,1,3,55,18.3,32.0,10.7,32.0,10.7,23.0,7.7,2,0.7,0,3,12.0%,3,0,1,1,1,1,1,1
26,Christian Kirk,1,6,78,13.0,53.0,8.8,55.0,9.2,25.0,4.2,3,0.5,1,8,21.6%,6,0,0,2,2,1,0,0
27,Zay Jones,1,3,23,7.7,17.0,5.7,37.0,12.3,6.0,2.0,2,0.7,0,5,13.5%,4,1,2,1,0,0,0,0
28,Rondale Moore,1,3,26,8.7,11.0,3.7,14.0,4.7,15.0,5.0,11,3.7,2,5,16.7%,3,0,0,1,0,0,0,0
29,Zay Flowers,1,5,73,14.6,63.0,12.6,168.0,33.6,10.0,2.0,0,0.0,1,11,28.9%,6,0,2,3,2,0,0,0
30,Chris Olave,1,2,12,6.0,11.0,5.5,87.0,43.5,1.0,0.5,0,0.0,0,5,20.0%,2,0,1,0,0,0,0,0
31,Tutu Atwell,1,2,9,4.5,9.0,4.5,64.0,32.0,0.0,0.0,0,0.0,0,5,14.7%,3,1,1,0,0,0,0,0
32,Michael Thomas,1,4,65,16.3,52.0,13.0,126.0,31.5,13.0,3.3,3,0.8,0,7,28.0%,4,0,0,4,1,0,0,0
33,Nelson Agholor,1,4,64,16.0,56.0,14.0,85.0,21.3,8.0,2.0,0,0.0,0,5,13.2%,5,1,0,3,1,1,0,0
34,Deonte Harty,1,2,62,31.0,59.0,29.5,59.0,29.5,3.0,1.5,3,1.5,0,2,5.6%,2,0,0,2,1,1,1,1
35,Trenton Irwin,1,8,60,7.5,41.0,5.1,102.0,12.8,19.0,2.4,2,0.3,0,10,22.7%,8,0,1,2,0,0,0,0
36,Brandon Aiyuk,1,4,58,14.5,47.0,11.8,104.0,26.0,11.0,2.8,0,0.0,0,7,28.0%,5,0,0,3,1,0,0,0
37,Justin Watson,1,2,56,28.0,54.0,27.0,85.0,42.5,2.0,1.0,0,0.0,0,3,7.7%,2,0,0,2,2,1,0,0
38,Garrett Wilson,1,3,54,18.0,43.0,14.3,107.0,35.7,11.0,3.7,6,2.0,1,7,26.9%,4,1,3,3,1,1,0,0
39,Tank Dell,1,3,57,19.0,48.0,16.0,65.0,21.7,9.0,3.0,3,1.0,0,4,12.5%,3,0,0,2,2,0,0,0
40,Cedrick Wilson Jr.,1,4,52,13.0,33.0,8.3,33.0,8.3,19.0,4.8,6,1.5,0,4,14.3%,4,0,0,3,1,0,0,0
41,Brandon Powell,1,4,43,10.8,31.0,7.8,66.0,16.5,12.0,3.0,2,0.5,0,6,13.0%,4,0,1,2,1,0,0,0
42,Michael Pittman Jr.,1,5,52,10.4,30.0,6.0,71.0,14.2,22.0,4.4,3,0.6,0,7,29.2%,5,0,1,1,1,0,0,0
43,Jerry Jeudy,1,6,50,8.3,33.0,5.5,65.0,10.8,17.0,2.8,6,1.0,1,7,25.9%,6,0,1,2,2,0,0,0
44,CeeDee Lamb,1,4,49,12.3,30.0,7.5,45.0,11.3,19.0,4.8,0,0.0,0,5,19.2%,4,0,0,1,1,0,0,0
45,K.J. Osborn,1,5,49,9.8,26.0,5.2,53.0,10.6,23.0,4.6,3,0.6,0,9,19.6%,5,0,2,2,1,0,0,0
46,Terry McLaurin,1,4,49,12.3,36.0,9.0,78.0,19.5,13.0,3.3,5,1.3,0,5,10.4%,4,0,0,2,1,1,0,0
47,Jonathan Mingo,1,5,48,9.6,28.0,5.6,55.0,11.0,20.0,4.0,10,2.0,1,7,20.0%,5,0,1,3,0,0,0,0
48,Davante Adams,1,4,45,11.3,11.0,2.8,11.0,2.8,34.0,8.5,8,2.0,0,4,13.8%,4,0,2,2,1,0,0,0
49,Kalif Raymond,1,3,45,15.0,29.0,9.7,29.0,9.7,16.0,5.3,4,1.3,1,3,11.1%,3,0,1,3,1,0,0,0
50,Kendrick Bourne,1,2,43,21.5,27.0,13.5,116.0,58.0,16.0,8.0,0,0.0,0,5,16.1%,2,0,0,2,1,0,0,0
51,Tyler Boyd,1,6,39,6.5,19.0,3.2,30.0,5.0,20.0,3.3,0,0.0,0,7,15.9%,6,0,0,2,0,0,0,0
52,Nico Collins,1,3,39,13.0,21.0,7.0,25.0,8.3,18.0,6.0,8,2.7,0,4,12.5%,3,0,0,1,1,0,0,0
53,Darius Slayton,1,2,35,17.5,14.0,7.0,45.0,22.5,21.0,10.5,14,7.0,0,4,13.3%,2,0,0,2,1,0,0,0
54,Allen Lazard,1,3,33,11.0,26.0,8.7,37.0,12.3,7.0,2.3,2,0.7,0,4,15.4%,4,1,0,3,0,0,0,0
55,Robert Woods,1,3,30,10.0,12.0,4.0,77.0,25.7,18.0,6.0,4,1.3,0,9,28.1%,4,1,1,2,0,0,0,0
56,Jahan Dotson,1,3,30,10.0,18.0,6.0,38.0,12.7,12.0,4.0,7,2.3,0,5,10.4%,3,0,0,1,0,0,0,0
57,Mack Hollins,1,2,29,14.5,26.0,13.0,26.0,13.0,3.0,1.5,1,0.5,0,2,5.3%,2,0,0,2,0,0,0,0
58,Allen Robinson II,1,5,29,5.8,29.0,5.8,65.0,13.0,0.0,0.0,0,0.0,0,9,29.0%,5,0,1,1,0,0,0,0
59,Justin Jefferson,1,3,28,9.3,18.0,6.0,45.0,15.0,10.0,3.3,5,1.7,0,6,13.0%,4,1,0,2,0,0,0,0
60,Rashid Shaheed,1,2,28,14.0,28.0,14.0,28.0,14.0,0.0,0.0,0,0.0,0,2,8.0%,2,0,0,1,1,0,0,0
61,Justyn Ross,1,2,28,14.0,21.0,10.5,38.0,19.0,7.0,3.5,3,1.5,0,4,10.3%,3,1,1,1,1,0,0,0
62,Laviska Shenault Jr.,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0%,0,0,0,0,0,0,0,0
63,Kadarius Toney,1,5,26,5.2,4.0,0.8,3.0,0.6,22.0,4.4,3,0.6,0,6,15.4%,5,0,0,0,0,0,0,0
64,DeMario Douglas,1,1,24,24.0,23.0,23.0,29.0,29.0,1.0,1.0,0,0.0,0,2,6.5%,1,0,0,1,1,0,0,0
65,Parris Campbell,1,2,23,11.5,11.0,5.5,11.0,5.5,12.0,6.0,5,2.5,0,2,6.7%,2,0,0,1,0,0,0,0
66,Marvin Jones Jr.,1,2,22,11.0,17.0,8.5,17.0,8.5,5.0,2.5,3,1.5,0,2,7.4%,2,0,0,1,0,0,0,0
67,Jamison Crowder,1,2,21,10.5,17.0,8.5,17.0,8.5,4.0,2.0,0,0.0,0,2,4.2%,2,0,0,2,0,0,0,0
68,DeVante Parker,1,2,20,10.0,20.0,10.0,66.0,33.0,0.0,0.0,0,0.0,0,4,12.9%,2,0,0,1,0,0,0,0
69,John Metchie III,1,2,20,10.0,14.0,7.0,14.0,7.0,6.0,3.0,1,0.5,0,2,6.3%,2,0,0,1,0,0,0,0
70,Wan'Dale Robinson,1,5,18,3.6,11.0,2.2,14.0,2.8,7.0,1.4,2,0.4,0,6,20.0%,5,0,0,0,0,0,0,0
71,Isaiah Hodgins,1,2,19,9.5,9.0,4.5,9.0,4.5,10.0,5.0,0,0.0,0,2,6.7%,2,0,0,1,0,0,0,0
72,Jauan Jennings,1,1,19,19.0,18.0,18.0,18.0,18.0,1.0,1.0,0,0.0,0,1,4.0%,1,0,0,1,0,0,0,0
73,Michael Wilson,1,1,18,18.0,18.0,18.0,31.0,31.0,0.0,0.0,0,0.0,0,2,6.7%,1,0,0,1,0,0,0,0
74,Tre Tucker,1,0,0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0,0.0,0,1,3.4%,0,0,0,0,0,0,0,0
75,Michael Gallup,1,2,15,7.5,13.0,6.5,88.0,44.0,2.0,1.0,0,0.0,0,5,19.2%,2,0,0,0,0,0,0,0
76,Brandin Cooks,1,1,7,7.0,7.0,7.0,122.0,122.0,0.0,0.0,0,0.0,0,4,15.4%,1,0,0,0,0,0,0,0
77,Odell Beckham Jr.,1,2,13,6.5,11.0,5.5,47.0,23.5,2.0,1.0,0,0.0,0,4,10.5%,2,0,2,0,0,0,0,0
78,Sterling Shepard,1,1,13,13.0,7.0,7.0,10.0,10.0,6.0,6.0,2,2.0,0,2,6.7%,2,1,0,1,0,0,0,0
79,Braxton Berrios,1,2,13,6.5,5.0,2.5,5.0,2.5,8.0,4.0,2,1.0,0,2,7.1%,2,0,0,1,0,0,0,0
