,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Tyreek Hill,1,11,197.0,17.9,147.0,13.4,0,0.0,50.0,4.5,0,0.0,0,15,44.1%,11,0,2,6,4,1,1,1
2,Amari Cooper,1,13,139.0,10.7,110.0,8.5,0,0.0,29.0,2.2,11,0.8,0,17,29.8%,13,0,3,7,2,0,0,0
3,Deebo Samuel Sr.,1,9,189.0,21.0,80.0,8.9,0,0.0,109.0,12.1,3,0.3,0,12,48.0%,11,2,1,6,3,1,1,1
4,Tyler Lockett,1,4,100.0,25.0,81.0,20.3,0,0.0,19.0,4.8,9,2.3,1,5,21.7%,4,0,0,2,2,1,1,1
5,Corey Davis,1,5,97.0,19.4,68.0,13.6,0,0.0,29.0,5.8,18,3.6,0,7,19.4%,6,1,1,4,3,1,0,0
6,Adam Thielen,1,9,92.0,10.2,67.0,7.4,0,0.0,25.0,2.8,1,0.1,0,10,21.3%,9,0,1,4,2,0,0,0
7,DeAndre Hopkins,1,6,83.0,13.8,58.0,9.7,0,0.0,25.0,4.2,2,0.3,0,8,25.0%,6,0,2,4,1,1,0,0
8,Christian Kirk,1,5,70.0,14.0,60.0,12.0,0,0.0,10.0,2.0,1,0.2,0,5,15.6%,5,0,1,3,2,0,0,0
9,Antonio Brown,1,5,121.0,24.2,94.0,18.8,0,0.0,27.0,5.4,5,1.0,0,7,15.6%,5,0,0,4,3,1,1,1
10,Sterling Shepard,1,7,113.0,16.1,74.0,10.6,0,0.0,39.0,5.6,31,4.4,1,9,25.0%,7,0,1,4,2,1,0,0
11,Cooper Kupp,1,7,108.0,15.4,63.0,9.0,0,0.0,45.0,6.4,26,3.7,2,10,38.5%,8,1,2,3,1,1,1,1
12,CeeDee Lamb,1,7,104.0,14.9,41.0,5.9,0,0.0,63.0,9.0,24,3.4,0,15,26.3%,9,2,2,4,3,1,0,0
13,Zach Pascal,1,4,43.0,10.8,34.0,8.5,0,0.0,9.0,2.3,1,0.3,0,5,13.2%,5,1,2,3,0,0,0,0
14,Ja'Marr Chase,1,5,101.0,20.2,65.0,13.0,0,0.0,36.0,7.2,17,3.4,1,7,26.9%,6,0,0,4,1,1,1,1
15,DJ Chark Jr.,1,3,86.0,28.7,76.0,25.3,0,0.0,10.0,3.3,6,2.0,0,12,24.0%,4,1,0,3,2,1,1,1
16,Chris Godwin,1,9,105.0,11.7,47.0,5.2,0,0.0,58.0,6.4,21,2.3,2,13,28.9%,11,2,4,5,1,0,0,0
17,Jarvis Landry,1,5,71.0,14.2,16.0,3.2,0,0.0,55.0,11.0,5,1.0,0,5,18.5%,5,0,0,3,1,1,0,0
18,Mike Williams,1,8,82.0,10.3,69.0,8.6,0,0.0,13.0,1.6,7,0.9,0,12,25.5%,10,2,1,4,1,0,0,0
19,Van Jefferson,1,2,80.0,40.0,57.0,28.5,0,0.0,23.0,11.5,1,0.5,0,3,11.5%,2,0,0,2,1,1,1,1
20,Marvin Jones Jr.,1,5,77.0,15.4,65.0,13.0,0,0.0,12.0,2.4,0,0.0,0,9,18.0%,5,0,3,3,1,1,0,0
21,Marquise Brown,1,6,69.0,11.5,48.0,8.0,0,0.0,21.0,3.5,2,0.3,0,6,20.0%,6,0,1,4,1,0,0,0
22,Deonte Harty,1,2,72.0,36.0,66.0,33.0,0,0.0,6.0,3.0,0,0.0,0,2,10.0%,2,0,0,2,1,1,1,1
23,Nelson Agholor,1,5,72.0,14.4,64.0,12.8,0,0.0,8.0,1.6,2,0.4,0,7,17.9%,6,0,1,3,2,0,0,0
24,Brandin Cooks,1,5,132.0,26.4,113.0,22.6,0,0.0,19.0,3.8,11,2.2,1,7,21.9%,6,1,0,4,3,2,2,2
25,DeVonta Smith,1,6,71.0,11.8,54.0,9.0,0,0.0,17.0,2.8,0,0.0,0,8,25.0%,6,0,1,3,0,0,0,0
26,Jaylen Waddle,1,4,61.0,15.3,36.0,9.0,0,0.0,25.0,6.3,11,2.8,2,5,18.5%,5,1,1,2,1,1,0,0
27,DK Metcalf,1,4,60.0,15.0,41.0,10.3,0,0.0,19.0,4.8,5,1.3,0,5,21.7%,4,0,1,3,1,1,0,0
28,Tee Higgins,1,4,58.0,14.5,35.0,8.8,0,0.0,23.0,5.8,12,3.0,1,5,19.2%,5,0,2,3,1,0,0,0
29,Robbie Chosen,1,1,57.0,57.0,46.0,46.0,0,0.0,11.0,11.0,0,0.0,0,3,9.1%,1,0,0,1,1,1,1,1
30,Jalen Reagor,1,6,49.0,8.2,6.0,1.0,0,0.0,43.0,7.2,1,0.2,0,6,18.8%,6,0,0,2,1,0,0,0
31,A.J. Brown,1,4,49.0,12.3,39.0,9.8,0,0.0,10.0,2.5,5,1.3,0,8,22.2%,4,0,1,3,0,0,0,0
32,Zay Jones,1,2,46.0,23.0,41.0,20.5,0,0.0,5.0,2.5,0,0.0,0,2,3.7%,2,0,0,2,1,1,0,0
33,Gabe Davis,1,2,40.0,20.0,21.0,10.5,0,0.0,19.0,9.5,0,0.0,0,5,10.0%,3,1,1,1,1,1,0,0
34,Keenan Allen,1,9,100.0,11.1,66.0,7.3,0,0.0,34.0,3.8,12,1.3,1,13,27.7%,10,1,4,5,0,0,0,0
35,Tim Patrick,1,4,39.0,9.8,34.0,8.5,0,0.0,5.0,1.3,0,0.0,0,4,11.1%,4,0,2,2,0,0,0,0
36,Diontae Johnson,1,5,36.0,7.2,7.0,1.4,0,0.0,29.0,5.8,3,0.6,0,10,31.3%,5,0,2,1,0,0,0,0
