,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Justin Jefferson,1,11,182.0,16.5,142.0,12.9,0,0.0,40,3.6,7,0.6,0,14,34.1%,11,0,2,8,2,2,1,1
2,Diontae Johnson,1,8,105.0,13.1,54.0,6.8,0,0.0,51,6.4,30,3.8,3,11,36.7%,9,1,1,3,2,0,0,0
3,Tee Higgins,1,9,138.0,15.3,105.0,11.7,0,0.0,33,3.7,8,0.9,0,14,36.8%,11,1,1,6,3,0,0,0
4,Cooper Kupp,1,8,129.0,16.1,71.0,8.9,0,0.0,58,7.3,13,1.6,0,10,27.0%,8,0,1,3,2,1,1,1
5,Keenan Allen,1,5,34.0,6.8,34.0,6.8,0,0.0,0,0.0,0,0.0,0,8,22.9%,5,0,2,1,0,0,0,0
6,Deonte Harty,1,4,96.0,24.0,23.0,5.8,0,0.0,73,18.3,66,16.5,1,8,19.5%,6,2,0,2,1,1,1,1
7,Chris Godwin,1,15,143.0,9.5,77.0,5.1,0,0.0,66,4.4,23,1.5,0,17,33.3%,16,1,3,4,2,1,0,0
8,Jalen Guyton,1,4,90.0,22.5,70.0,17.5,0,0.0,20,5.0,9,2.3,1,4,11.4%,4,0,0,3,2,2,1,1
9,Amon-Ra St. Brown,1,10,86.0,8.6,59.0,5.9,0,0.0,27,2.7,2,0.2,0,12,31.6%,10,0,2,2,0,0,0,0
10,Elijah Moore,1,6,77.0,12.8,53.0,8.8,0,0.0,24,4.0,8,1.3,0,12,33.3%,7,1,2,3,1,0,0,0
11,Tyler Lockett,1,7,68.0,9.7,52.0,7.4,0,0.0,16,2.3,1,0.1,0,8,21.6%,7,0,1,4,0,0,0,0
12,Jakeem Grant Sr.,1,5,62.0,12.4,34.0,6.8,0,0.0,28,5.6,10,2.0,0,7,17.5%,6,1,1,2,1,1,0,0
13,CeeDee Lamb,1,7,89.0,12.7,46.0,6.6,0,0.0,43,6.1,23,3.3,2,13,32.5%,8,0,0,4,3,0,0,0
