,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Elijah Moore,1,7,84.0,12.0,71.0,10.1,0,0.0,13.0,1.9,3,0.4,0,8,15.4%,7,0,2,5,1,0,0,0
2,Olamide Zaccheaus,1,3,58.0,19.3,43.0,14.3,0,0.0,15.0,5.0,7,2.3,0,3,10.0%,3,0,2,1,1,1,1,1
3,DeVonta Smith,1,5,116.0,23.2,99.0,19.8,0,0.0,17.0,3.4,4,0.8,0,6,37.5%,5,0,1,5,3,0,0,0
4,Darnell Mooney,1,3,41.0,13.7,40.0,13.3,0,0.0,1.0,0.3,0,0.0,0,6,20.7%,3,0,1,2,1,0,0,0
5,Malik Turner,1,5,33.0,6.6,33.0,6.6,0,0.0,0.0,0.0,0,0.0,0,7,17.9%,6,1,4,1,0,0,0,0
6,Donovan Peoples-Jones,1,2,86.0,43.0,67.0,33.5,0,0.0,19.0,9.5,0,0.0,0,3,15.8%,2,0,0,2,2,1,1,1
7,Tim Patrick,1,4,85.0,21.3,62.0,15.5,0,0.0,23.0,5.8,7,1.8,2,5,20.8%,4,0,0,4,1,1,1,1
8,Justin Jefferson,1,3,69.0,23.0,55.0,18.3,0,0.0,14.0,4.7,3,1.0,0,5,17.9%,4,0,3,2,1,1,1,1
9,Brandon Aiyuk,1,6,89.0,14.8,69.0,11.5,0,0.0,20.0,3.3,5,0.8,0,8,20.5%,6,0,1,6,1,0,0,0
10,Michael Pittman Jr.,1,5,64.0,12.8,28.0,5.6,0,0.0,36.0,7.2,8,1.6,0,6,20.7%,5,0,1,4,0,0,0,0
11,Marquise Brown,1,9,116.0,12.9,41.0,4.6,0,0.0,75.0,8.3,23,2.6,1,12,29.3%,9,0,1,5,3,0,0,0
12,Hunter Renfrow,1,7,49.0,7.0,21.0,3.0,0,0.0,28.0,4.0,6,0.9,0,9,19.6%,7,0,3,1,1,0,0,0
13,Christian Kirk,1,6,91.0,15.2,56.0,9.3,0,0.0,35.0,5.8,9,1.5,0,6,23.1%,6,0,0,3,1,1,1,1
14,Keenan Allen,1,12,104.0,8.7,67.0,5.6,0,0.0,37.0,3.1,9,0.8,0,13,35.1%,12,0,2,4,0,0,0,0
15,Robert Woods,1,7,98.0,14.0,59.0,8.4,0,0.0,39.0,5.6,29,4.1,0,10,21.3%,7,0,2,5,1,0,0,0
16,Cooper Kupp,1,11,95.0,8.6,24.0,2.2,0,0.0,71.0,6.5,28,2.5,0,13,27.7%,12,1,1,3,0,0,0,0
17,Kenny Stills,1,2,30.0,15.0,26.0,13.0,0,0.0,4.0,2.0,2,1.0,0,5,11.9%,2,0,2,1,1,0,0,0
18,Marquez Callaway,1,3,25.0,8.3,24.0,8.0,0,0.0,1.0,0.3,0,0.0,0,6,14.3%,3,0,2,1,0,0,0,0
19,Stefon Diggs,1,6,85.0,14.2,47.0,7.8,0,0.0,38.0,6.3,23,3.8,0,8,17.8%,6,0,0,5,1,0,0,0
20,Jaylen Waddle,1,8,83.0,10.4,64.0,8.0,0,0.0,19.0,2.4,2,0.3,0,10,25.6%,8,0,0,5,0,0,0,0
21,Mack Hollins,1,3,22.0,7.3,20.0,6.7,0,0.0,2.0,0.7,1,0.3,0,6,15.4%,4,1,1,1,0,0,0,0
22,Allen Lazard,1,1,20.0,20.0,12.0,12.0,0,0.0,8.0,8.0,5,5.0,1,1,3.1%,1,0,0,1,1,0,0,0
23,Tee Higgins,1,6,78.0,13.0,68.0,11.3,0,0.0,10.0,1.7,8,1.3,0,8,19.5%,8,0,1,5,1,0,0,0
24,Jerry Jeudy,1,6,69.0,11.5,12.0,2.0,0,0.0,57.0,9.5,5,0.8,0,8,33.3%,6,0,1,3,2,0,0,0
25,Allen Robinson II,1,4,68.0,17.0,52.0,13.0,0,0.0,16.0,4.0,2,0.5,0,6,20.7%,4,0,0,2,1,1,0,0
26,Devin Duvernay,1,2,8.0,4.0,1.0,0.5,0,0.0,7.0,3.5,3,1.5,0,2,4.9%,2,0,2,0,0,0,0,0
27,Diontae Johnson,1,5,56.0,11.2,25.0,5.0,0,0.0,31.0,6.2,1,0.2,0,6,22.2%,5,0,0,4,1,0,0,0
28,Keelan Cole Sr.,1,5,66.0,13.2,57.0,11.4,0,0.0,9.0,1.8,4,0.8,0,8,15.4%,5,0,3,5,0,0,0,0
29,Adam Thielen,1,2,6.0,3.0,4.0,2.0,0,0.0,2.0,1.0,1,0.5,0,7,25.0%,2,0,3,0,0,0,0,0
30,Emmanuel Sanders,1,4,65.0,16.3,63.0,15.8,0,0.0,2.0,0.5,1,0.3,0,8,17.8%,4,0,1,3,1,0,0,0
31,Russell Gage,1,7,64.0,9.1,41.0,5.9,0,0.0,23.0,3.3,5,0.7,0,8,26.7%,7,0,0,1,1,0,0,0
32,Deebo Samuel Sr.,1,5,63.0,12.6,16.0,3.2,0,0.0,47.0,9.4,17,3.4,1,9,23.1%,6,1,0,2,1,1,0,0
33,Antoine Wesley,1,3,62.0,20.7,45.0,15.0,0,0.0,17.0,5.7,7,2.3,0,3,11.5%,3,0,0,2,2,1,0,0
34,Zach Pascal,1,4,58.0,14.5,56.0,14.0,0,0.0,2.0,0.5,0,0.0,0,7,24.1%,4,0,0,3,1,1,0,0
35,Mike Williams,1,2,58.0,29.0,53.0,26.5,0,0.0,5.0,2.5,4,2.0,0,5,13.5%,3,1,3,1,1,1,1,1
36,Brandin Cooks,1,6,56.0,7.8,33.0,5.5,0,0.0,14.0,2.3,7,1.2,1,14,35.0%,6,0,4,3,0,0,0,0
37,James Washington,1,1,42.0,42.0,42.0,42.0,0,0.0,0.0,0.0,0,0.0,0,3,11.1%,1,0,0,1,1,1,1,1
38,Tre'Quan Smith,1,3,53.0,17.7,36.0,12.0,0,0.0,17.0,5.7,4,1.3,0,4,9.5%,3,0,0,3,1,0,0,0
39,Rashod Bateman,1,5,52.0,10.4,40.0,8.0,0,0.0,12.0,2.4,0,0.0,0,8,19.5%,5,0,1,3,0,0,0,0
40,Deonte Harty,1,6,52.0,8.7,37.0,6.2,0,0.0,15.0,2.5,5,0.8,2,8,19.0%,7,1,2,1,0,0,0,0
41,Randall Cobb,1,3,50.0,16.7,37.0,12.3,0,0.0,13.0,4.3,2,0.7,0,5,15.6%,4,1,0,2,1,1,0,0
