,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Mike Williams,1,8,165,20.6,105.0,13.1,0,0.0,60,7.5,10,1.3,0,16,38.1%,10,0,0,4,2,2,2,2
2,Davante Adams,1,11,206,18.7,157.0,14.3,0,0.0,49,4.5,12,1.1,0,16,45.7%,11,0,2,7,5,2,1,1
3,Marquise Brown,1,9,125,13.9,95.0,10.6,0,0.0,30,3.3,18,2.0,1,10,23.3%,9,0,3,5,2,1,1,1
4,Antonio Brown,1,7,124,17.7,48.0,6.9,0,0.0,76,10.9,8,1.1,0,8,19.0%,7,0,1,4,2,1,1,1
5,Mike Evans,1,6,113,18.8,100.0,16.7,0,0.0,13,2.2,0,0.0,0,8,19.0%,6,0,0,5,3,1,0,0
6,Ja'Marr Chase,1,6,159,26.5,105.0,17.5,0,0.0,54,9.0,23,3.8,1,10,27.0%,7,1,0,5,3,1,1,1
7,DK Metcalf,1,5,98,19.6,79.0,15.8,0,0.0,19,3.8,12,2.4,2,5,15.6%,5,0,1,5,2,0,0,0
8,Marquez Callaway,1,4,85,21.3,81.0,20.3,0,0.0,4,1.0,1,0.3,0,8,28.6%,4,0,1,4,1,1,1,1
9,Kadarius Toney,1,10,189,18.9,98.0,9.8,0,0.0,91,9.1,14,1.4,0,13,35.1%,10,0,2,7,4,2,0,0
10,Chase Claypool,1,5,130,26.0,49.0,9.8,0,0.0,81,16.2,43,8.6,1,6,24.0%,5,0,1,5,2,1,1,1
11,Courtland Sutton,1,7,120,17.1,110.0,15.7,0,0.0,10,1.4,1,0.1,0,11,31.4%,8,1,1,5,2,1,0,0
12,Emmanuel Sanders,1,3,54,18.0,52.0,17.3,0,0.0,2,0.7,1,0.3,0,5,20.8%,3,0,2,2,1,1,0,0
13,Chris Moore,1,5,109,21.8,36.0,7.2,0,0.0,73,14.6,12,2.4,0,5,18.5%,5,0,1,3,2,1,1,1
14,Robert Woods,1,12,150,12.5,103.0,8.6,0,0.0,47,3.9,0,0.0,0,14,40.0%,12,0,0,6,4,0,0,0
15,Michael Pittman Jr.,1,6,89,14.8,40.0,6.7,0,0.0,49,8.2,15,2.5,0,7,20.6%,6,0,0,3,2,1,1,1
16,CeeDee Lamb,1,4,84,21.0,41.0,10.3,0,0.0,43,10.8,4,1.0,0,6,18.8%,4,0,1,3,1,1,1,1
17,DeAndre Hopkins,1,6,87,14.5,74.0,12.3,0,0.0,13,2.2,8,1.3,0,9,32.1%,7,0,2,3,2,1,0,0
18,Deonte Harty,1,1,72,72.0,47.0,47.0,0,0.0,25,25.0,0,0.0,0,1,3.6%,1,0,0,1,1,1,1,1
19,Diontae Johnson,1,2,72,36.0,39.0,19.5,0,0.0,33,16.5,0,0.0,0,2,8.0%,2,0,0,2,2,1,1,1
20,Deebo Samuel Sr.,1,3,58,19.3,38.0,12.7,0,0.0,20,6.7,3,1.0,0,9,32.1%,5,2,1,2,2,0,0,0
21,Chris Conley,1,3,84,28.0,60.0,20.0,0,0.0,24,8.0,18,6.0,0,4,14.8%,3,0,0,2,2,2,1,1
22,Justin Jefferson,1,7,124,17.7,94.0,13.4,0,0.0,30,4.3,0,0.0,0,8,25.8%,7,0,0,6,2,1,0,0
23,Amari Cooper,1,3,60,20.0,60.0,20.0,0,0.0,0,0.0,0,0.0,0,6,18.8%,3,0,2,3,2,0,0,0
24,Rondale Moore,1,5,59,11.8,30.0,6.0,0,0.0,29,5.8,5,1.0,0,6,21.4%,5,0,1,2,1,1,0,0
25,Cooper Kupp,1,7,92,13.1,80.0,11.4,0,0.0,12,1.7,0,0.0,0,10,28.6%,7,0,1,3,2,1,0,0
26,Tim Patrick,1,7,89,12.7,60.0,8.6,0,0.0,29,4.1,10,1.4,0,9,25.7%,7,0,2,5,1,0,0,0
27,Rashard Higgins,1,3,29,9.7,25.0,8.3,0,0.0,4,1.3,0,0.0,0,5,17.2%,3,0,1,1,0,0,0,0
28,Kendall Hinton,1,2,25,12.5,23.0,11.5,0,0.0,2,1.0,0,0.0,0,3,8.6%,2,0,1,1,1,0,0,0
29,Tyreek Hill,1,7,63,9.0,20.0,2.9,0,0.0,43,6.1,9,1.3,1,13,26.0%,9,2,2,3,0,0,0,0
30,DeVonta Smith,1,7,77,11.0,56.0,8.0,0,0.0,21,3.0,9,1.3,0,9,26.5%,8,1,1,5,0,0,0,0
31,Mecole Hardman Jr.,1,9,76,8.4,53.0,5.9,0,0.0,23,2.6,5,0.6,0,12,24.0%,9,0,2,1,1,0,0,0
32,Keenan Allen,1,6,75,12.5,55.0,9.2,0,0.0,20,3.3,4,0.7,0,9,21.4%,9,1,1,3,2,1,0,0
33,Adam Humphries,1,3,73,24.3,31.0,10.3,0,0.0,42,14.0,4,1.3,0,5,12.2%,3,0,0,3,3,0,0,0
34,DeAndre Carter,1,4,62,15.5,47.0,11.8,0,0.0,15,3.8,0,0.0,0,8,19.5%,4,0,0,3,1,0,0,0
35,Chris Godwin,1,7,70,10.0,10.0,1.4,0,0.0,60,8.6,21,3.0,1,11,26.2%,7,0,4,4,0,0,0,0
36,Donovan Peoples-Jones,1,5,70,14.0,31.0,6.2,0,0.0,39,7.8,27,5.4,1,6,20.7%,5,0,0,2,1,1,1,1
37,Stefon Diggs,1,2,69,34.5,48.0,24.0,0,0.0,21,10.5,7,3.5,0,5,20.8%,2,0,1,1,1,1,1,1
38,DeSean Jackson,1,1,68,68.0,40.0,40.0,0,0.0,28,28.0,0,0.0,0,3,8.6%,1,0,0,1,1,1,1,1
39,Preston Williams,1,3,60,20.0,32.0,10.7,0,0.0,28,9.3,9,3.0,0,5,12.8%,4,1,0,2,2,1,0,0
40,Amon-Ra St. Brown,1,7,65,9.3,13.0,1.9,0,0.0,52,7.4,6,0.9,0,8,25.8%,7,0,1,3,0,0,0,0
41,Laviska Shenault Jr.,1,1,58,58.0,19.0,19.0,0,0.0,39,39.0,41,41.0,4,3,9.1%,1,0,2,1,1,1,1,1
42,Tyler Lockett,1,5,57,11.4,55.0,11.0,0,0.0,2,0.4,0,0.0,0,10,31.3%,5,0,1,2,1,0,0,0
43,Jakobi Meyers,1,4,56,14.0,34.0,8.5,0,0.0,22,5.5,2,0.5,0,5,17.9%,4,0,1,2,1,0,0,0
44,Hunter Renfrow,1,6,56,9.3,33.0,5.5,0,0.0,23,3.8,8,1.3,1,8,22.9%,6,0,1,2,0,0,0,0
45,Parris Campbell,1,4,56,14.0,51.0,12.8,0,0.0,5,1.3,1,0.3,0,6,17.6%,4,0,0,3,1,0,0,0
46,Tavon Austin,1,5,54,10.8,40.0,8.0,0,0.0,14,2.8,12,2.4,1,5,15.2%,5,0,0,2,1,0,0,0
47,Tajae Sharpe,1,4,53,13.3,34.0,8.5,0,0.0,19,4.8,13,3.3,0,5,11.1%,4,0,0,3,0,0,0,0
48,Tee Higgins,1,5,32,6.4,23.0,4.6,0,0.0,9,1.8,1,0.2,0,7,18.9%,7,2,0,1,0,0,0,0
49,Marcus Johnson,1,3,52,17.3,30.0,10.0,0,0.0,22,7.3,15,5.0,1,5,23.8%,3,0,0,3,2,0,0,0
50,Henry Ruggs III,1,3,51,17.0,45.0,15.0,0,0.0,6,2.0,3,1.0,1,3,8.6%,3,0,0,2,1,0,0,0
51,Byron Pringle,1,2,11,5.5,8.0,4.0,0,0.0,3,1.5,0,0.0,0,2,4.0%,2,0,1,0,0,0,0,0
52,Christian Kirk,1,5,39,7.8,15.0,3.0,0,0.0,24,4.8,2,0.4,0,5,17.9%,5,0,1,0,0,0,0,0
53,Cedrick Wilson Jr.,1,1,35,35.0,35.0,35.0,0,0.0,0,0.0,0,0.0,0,1,3.1%,1,0,0,1,1,1,0,0
54,Jamal Agnew,1,6,41,6.8,17.0,2.8,0,0.0,24,4.0,0,0.0,0,7,21.2%,6,0,1,0,0,0,0,0
55,Quez Watkins,1,3,48,16.0,35.0,11.7,0,0.0,13,4.3,0,0.0,0,3,8.8%,3,0,1,1,1,1,1,1
56,Zach Pascal,1,3,48,16.0,20.0,6.7,0,0.0,28,9.3,7,2.3,0,5,14.7%,3,0,0,2,1,1,0,0
57,Terry McLaurin,1,4,46,11.5,32.0,8.0,0,0.0,14,3.5,9,2.3,0,11,26.8%,5,1,0,2,0,0,0,0
58,Devin Duvernay,1,4,45,11.3,26.0,6.5,0,0.0,19,4.8,4,1.0,0,4,9.3%,4,0,1,2,0,0,0,0
59,Corey Davis,1,4,45,11.3,37.0,9.3,0,0.0,8,2.0,4,1.0,0,7,22.6%,5,1,2,2,1,0,0,0
60,Jamison Crowder,1,4,24,6.0,15.0,3.8,0,0.0,9,2.3,2,0.5,0,6,19.4%,5,0,1,2,0,0,0,0
61,Tyler Johnson,1,3,42,14.0,27.0,9.0,0,0.0,15,5.0,1,0.3,0,3,7.1%,3,0,1,2,0,0,0,0
62,Adam Thielen,1,2,40,20.0,39.0,19.5,0,0.0,1,0.5,0,0.0,0,3,9.7%,3,1,0,2,1,0,0,0
63,Keelan Cole Sr.,1,2,38,19.0,37.0,18.5,0,0.0,1,0.5,3,1.5,0,3,9.7%,2,0,0,2,1,0,0,0
64,Kendrick Bourne,1,3,26,8.7,13.0,4.3,0,0.0,13,4.3,4,1.3,0,3,10.7%,3,0,1,1,0,0,0,0
65,Quintez Cephus,1,3,38,12.7,15.0,5.0,0,0.0,23,7.7,14,4.7,1,3,9.7%,3,0,0,2,1,0,0,0
66,A.J. Brown,1,3,38,12.7,16.0,5.3,0,0.0,22,7.3,0,0.0,0,6,28.6%,3,0,0,2,1,0,0,0
67,DJ Moore,1,5,42,8.4,27.0,5.4,0,0.0,15,3.0,2,0.4,0,7,20.6%,5,0,0,2,0,0,0,0
68,KhaDarel Hodge,1,1,17,17.0,15.0,15.0,0,0.0,2,2.0,0,0.0,0,5,16.1%,1,0,0,1,0,0,0,0
69,Noah Brown,1,3,36,12.0,30.0,10.0,0,0.0,6,2.0,4,1.3,1,4,12.5%,3,0,0,1,1,0,0,0
70,Darnell Mooney,1,3,35,11.7,22.0,7.3,0,0.0,13,4.3,5,1.7,0,5,25.0%,3,0,0,2,0,0,0,0
71,Jalen Guyton,1,2,35,14.0,14.0,7.0,0,0.0,14,7.0,8,4.0,0,3,7.1%,3,0,0,2,0,0,0,0
72,Chester Rogers,1,1,26,26.0,20.0,20.0,0,0.0,6,6.0,1,1.0,0,1,4.8%,1,0,0,1,1,0,0,0
73,Sammy Watkins,1,2,35,17.5,24.0,12.0,0,0.0,11,5.5,1,0.5,0,3,7.0%,2,0,0,1,1,0,0,0
74,Jaylen Waddle,1,2,31,15.5,13.0,6.5,0,0.0,18,9.0,9,4.5,0,6,15.4%,4,2,1,2,1,0,0,0
75,Denzel Mims,1,2,33,16.5,23.0,11.5,0,0.0,10,5.0,3,1.5,0,3,9.7%,2,0,0,1,1,0,0,0
76,Brandon Aiyuk,1,2,32,16.0,17.0,8.5,0,0.0,15,7.5,11,5.5,0,4,14.3%,3,0,0,1,1,0,0,0
77,Allen Robinson II,1,4,32,8.0,20.0,5.0,0,0.0,12,3.0,0,0.0,0,5,25.0%,4,0,0,1,0,0,0,0
78,Nelson Agholor,1,3,32,10.7,22.0,7.3,0,0.0,10,3.3,2,0.7,0,4,14.3%,3,0,2,2,1,0,0,0
79,Robbie Chosen,1,2,30,15.0,29.0,14.5,0,0.0,1,0.5,1,0.5,0,7,20.6%,3,1,1,1,1,0,0,0
80,Randall Cobb,1,2,30,15.0,27.0,13.5,0,0.0,3,1.5,0,0.0,0,3,8.6%,2,0,1,2,0,0,0,0
81,Marvin Jones Jr.,1,1,25,25.0,23.0,23.0,0,0.0,2,2.0,0,0.0,0,6,18.2%,1,0,2,1,1,0,0,0
82,Tyler Boyd,1,4,24,6.0,9.0,2.3,0,0.0,15,3.8,4,1.0,0,5,13.5%,4,0,0,0,0,0,0,0
83,Jalen Reagor,1,3,24,8.0,18.0,6.0,0,0.0,6,2.0,1,0.3,0,5,14.7%,4,1,0,1,0,0,0,0
84,Brandin Cooks,1,3,23,7.7,19.0,6.3,0,0.0,4,1.3,0,0.0,0,5,18.5%,3,0,0,1,0,0,0,0
85,Bryan Edwards,1,2,22,11.0,9.0,4.5,0,0.0,13,6.5,0,0.0,0,6,17.1%,3,1,2,2,0,0,0,0
86,Olamide Zaccheaus,1,2,20,10.0,12.0,6.0,0,0.0,8,4.0,4,2.0,0,4,8.9%,4,1,0,1,0,0,0,0
87,Odell Beckham Jr.,1,2,20,10.0,18.0,9.0,0,0.0,2,1.0,1,0.5,0,3,10.3%,3,1,1,1,0,0,0,0
88,Penny Hart,1,2,19,9.5,1.0,0.5,0,0.0,18,9.0,0,0.0,0,2,6.3%,2,0,0,1,0,0,0,0
89,Mohamed Sanu Sr.,1,2,19,9.5,14.0,7.0,0,0.0,5,2.5,2,1.0,0,3,10.7%,3,1,0,1,0,0,0,0
90,Kenny Stills,1,2,17,8.5,12.0,6.0,0,0.0,5,2.5,2,1.0,0,5,17.9%,2,0,0,1,0,0,0,0
91,Dede Westbrook,1,3,18,6.0,16.0,5.3,0,0.0,2,0.7,0,0.0,0,4,12.9%,3,0,0,0,0,0,0,0
92,Gabe Davis,1,1,16,16.0,13.0,13.0,0,0.0,3,3.0,0,0.0,0,1,4.2%,1,0,0,1,0,0,0,0
93,Van Jefferson,1,1,16,16.0,12.0,12.0,0,0.0,4,4.0,0,0.0,0,4,11.4%,2,1,1,1,0,0,0,0
94,James Proche II,1,2,15,7.5,12.0,6.0,0,0.0,3,1.5,3,1.5,0,2,4.7%,2,0,0,1,0,0,0,0
95,Cameron Batson,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0%,0,0,0,0,0,0,0,0
96,K.J. Osborn,1,3,14,4.7,7.0,2.3,0,0.0,7,2.3,0,0.0,0,4,12.9%,3,0,0,0,0,0,0,0
97,Terrace Marshall Jr.,1,2,14,7.0,4.0,2.0,0,0.0,10,5.0,0,0.0,0,3,8.8%,2,0,0,0,0,0,0,0
98,Ashton Dulin,1,2,13,6.5,10.0,5.0,0,0.0,3,1.5,0,0.0,0,2,5.9%,2,0,0,1,0,0,0,0
99,A.J. Green,1,1,13,13.0,11.0,11.0,0,0.0,2,2.0,0,0.0,0,2,7.1%,2,0,1,1,0,0,0,0
100,John Ross,1,1,13,13.0,13.0,13.0,0,0.0,0,0.0,0,0.0,0,5,13.5%,2,1,1,1,0,0,0,0
101,Joshua Palmer,1,2,12,6.0,12.0,6.0,0,0.0,0,0.0,0,0.0,0,3,7.1%,2,0,0,0,0,0,0,0
102,Christian Blake,1,2,12,6.0,11.0,5.5,0,0.0,1,0.5,0,0.0,0,4,8.9%,2,0,0,0,0,0,0,0
103,Josh Gordon,1,1,11,11.0,11.0,11.0,0,0.0,0,0.0,0,0.0,0,1,2.0%,1,0,0,1,0,0,0,0
104,Mack Hollins,1,1,10,10.0,5.0,5.0,0,0.0,5,5.0,2,2.0,0,2,5.1%,1,0,0,1,0,0,0,0
105,N'Keal Harry,1,1,9,9.0,8.0,8.0,0,0.0,1,1.0,0,0.0,0,2,7.1%,1,0,0,0,0,0,0,0
106,Freddie Swain,1,1,9,9.0,9.0,9.0,0,0.0,0,0.0,0,0.0,0,3,9.4%,1,0,1,0,0,0,0,0
107,Marquise Goodwin,1,1,8,8.0,5.0,5.0,0,0.0,3,3.0,0,0.0,0,2,10.0%,1,0,0,0,0,0,0,0
108,Demarcus Robinson,1,1,8,8.0,5.0,5.0,0,0.0,3,3.0,2,2.0,0,2,4.0%,1,0,0,0,0,0,0,0
109,Josh Reynolds,1,1,8,8.0,2.0,2.0,0,0.0,6,6.0,0,0.0,0,1,4.8%,1,0,0,0,0,0,0,0
110,Curtis Samuel,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,1,2.4%,0,0,1,0,0,0,0,0
111,C.J. Board,1,2,7,3.5,-2.0,-1.0,0,0.0,9,4.5,0,0.0,0,3,8.1%,2,0,0,0,0,0,0,0
112,Allen Lazard,1,2,6,3.0,4.0,2.0,0,0.0,2,1.0,1,0.5,0,2,5.7%,2,0,0,0,0,0,0,0
113,Dax Milne,1,1,6,6.0,6.0,6.0,0,0.0,0,0.0,0,0.0,0,1,2.4%,1,0,0,0,0,0,0,0
114,Braxton Berrios,1,1,6,6.0,-4.0,-4.0,0,0.0,10,10.0,1,1.0,0,1,3.2%,1,0,1,0,0,0,0,0
115,JuJu Smith-Schuster,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,1,4.0%,0,0,0,0,0,0,0,0
116,Zay Jones,1,1,6,6.0,5.0,5.0,0,0.0,1,1.0,0,0.0,0,2,5.7%,1,0,0,0,0,0,0,0
117,Cole Beasley,1,1,5,5.0,-2.0,-2.0,0,0.0,7,7.0,1,1.0,0,2,8.3%,1,0,0,0,0,0,0,0
118,Willie Snead IV,1,1,3,3.0,3.0,3.0,0,0.0,0,0.0,0,0.0,0,1,2.9%,1,0,1,0,0,0,0,0
119,Isaiah Ford,1,1,3,3.0,3.0,3.0,0,0.0,0,0.0,0,0.0,0,1,2.6%,1,0,0,0,0,0,0,0
120,Ray-Ray McCloud III,1,1,1,1.0,0.0,0.0,0,0.0,1,1.0,0,0.0,0,2,8.0%,1,0,0,0,0,0,0,0
121,Tre'Quan Smith,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
122,Juwann Winfree,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
123,Rashod Bateman,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
124,Miles Boykin,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
125,Keith Kirkwood,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
126,David Sills V,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
127,Kristian Wilkerson,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
128,Mason Kinsey,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
129,Seth Williams,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
130,Jerry Jeudy,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
131,Trent Taylor,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
132,Quinton Bell,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
133,Michael Bandy,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
134,Alex Bachman,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
135,Brandon Powell,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
136,D.J. Montgomery,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
137,River Cracraft,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
138,Greg Dortch,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
139,Dez Fitzpatrick,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
140,Cody Thompson,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
141,Dee Eskridge,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
142,Brandon Zylstra,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0%,0,0,0,0,0,0,0,0
143,Kenny Golladay,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,3,8.1%,0,0,0,0,0,0,0,0
144,Tom Kennedy,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
145,Ihmir Smith-Marsette,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
146,Nico Collins,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
147,Anthony Schwartz,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,1,3.4%,0,0,0,0,0,0,0,0
