,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Danny Amendola,1,7,113,16.1,78.0,11.1,0,0.0,35.0,5.0,8,1.1,0,9,28.1%,8,1,1,3,3,1,0,0
2,Deebo Samuel Sr.,1,4,95,23.8,42.0,10.5,0,0.0,53.0,13.3,39,9.8,0,6,18.8%,4,0,1,2,2,2,1,1
3,Cedrick Wilson Jr.,1,5,119,23.8,84.0,16.8,0,0.0,35.0,7.0,6,1.2,0,6,21.4%,5,0,1,5,3,1,0,0
4,Tyler Lockett,1,5,98,19.6,77.0,15.4,0,0.0,21.0,4.2,1,0.2,0,5,19.2%,5,0,1,4,2,1,1,1
5,Jauan Jennings,1,6,94,15.7,56.0,9.3,0,0.0,38.0,6.3,32,5.3,1,7,21.9%,6,0,2,3,2,1,0,0
6,Mike Evans,1,6,89,14.8,51.0,8.5,0,0.0,38.0,6.3,7,1.2,0,7,18.4%,6,0,1,4,2,1,0,0
7,Cooper Kupp,1,7,118,16.9,78.0,11.1,0,0.0,40.0,5.7,21,3.0,1,7,21.9%,7,0,2,3,2,2,1,1
8,Allen Lazard,1,5,75,15.0,48.0,9.6,0,0.0,27.0,5.4,4,0.8,0,6,17.1%,6,1,2,2,2,0,0,0
9,Russell Gage,1,9,126,14.0,87.0,9.7,0,0.0,39.0,4.3,7,0.8,1,13,41.9%,9,0,3,6,2,0,0,0
10,Amon-Ra St. Brown,1,8,109,13.6,57.0,7.1,0,0.0,52.0,6.5,29,3.6,1,10,34.5%,8,0,2,5,2,0,0,0
11,Mike Williams,1,9,119,13.2,79.0,8.8,0,0.0,40.0,4.4,37,4.1,0,17,26.6%,9,0,2,4,1,1,1,1
12,Kalif Raymond,1,4,101,25.3,41.0,10.3,0,0.0,60.0,15.0,0,0.0,0,5,17.2%,4,0,0,2,1,1,1,1
13,Justin Jefferson,1,5,107,21.4,96.0,19.2,0,0.0,11.0,2.2,1,0.2,0,7,33.3%,6,1,0,3,3,1,1,1
14,Ihmir Smith-Marsette,1,3,103,34.3,88.0,29.3,0,0.0,15.0,5.0,0,0.0,0,3,14.3%,3,0,0,3,2,2,2,2
15,Marvin Jones Jr.,1,7,88,12.6,78.0,11.1,0,0.0,10.0,1.4,3,0.4,0,8,25.0%,7,0,3,4,1,0,0,0
16,Quez Watkins,1,5,84,16.8,28.0,5.6,0,0.0,56.0,11.2,38,7.6,3,7,20.6%,5,0,0,4,2,1,0,0
17,Michael Pittman Jr.,1,6,64,10.7,45.0,7.5,0,0.0,19.0,3.2,15,2.5,0,7,24.1%,7,1,1,3,1,0,0,0
18,Stefon Diggs,1,9,81,9.0,52.0,5.8,0,0.0,29.0,3.2,14,1.6,0,14,31.1%,10,1,2,5,0,0,0,0
19,Nick Westbrook-Ikhine,1,4,78,19.5,56.0,14.0,0,0.0,22.0,5.5,11,2.8,0,5,15.6%,4,0,1,2,2,1,0,0
20,Tre'Quan Smith,1,5,76,15.2,40.0,8.0,0,0.0,36.0,7.2,6,1.2,0,7,30.4%,5,0,3,3,1,1,0,0
21,Jarvis Landry,1,6,75,12.5,49.0,8.2,0,0.0,26.0,4.3,7,1.2,1,8,33.3%,6,0,1,3,2,0,0,0
22,Chase Claypool,1,5,37,7.4,28.0,5.6,0,0.0,9.0,1.8,2,0.4,0,7,15.9%,5,0,2,1,0,0,0,0
23,Hunter Renfrow,1,4,13,3.3,12.0,3.0,0,0.0,1.0,0.3,0,0.0,0,5,15.2%,4,0,2,1,0,0,0,0
24,A.J. Brown,1,4,68,17.0,43.0,10.8,0,0.0,25.0,6.3,8,2.0,0,6,18.8%,4,0,1,4,1,0,0,0
25,Darnell Mooney,1,12,126,10.5,34.0,2.8,0,0.0,92.0,7.7,11,0.9,0,16,34.8%,12,0,0,6,0,0,0,0
26,Julio Jones,1,5,58,11.6,45.0,9.0,0,0.0,13.0,2.6,3,0.6,0,9,28.1%,5,0,1,3,0,0,0,0
27,Keelan Cole Sr.,1,3,54,18.0,22.0,7.3,0,0.0,32.0,10.7,0,0.0,0,3,15.8%,3,0,0,1,1,1,1,1
28,Mecole Hardman Jr.,1,8,103,12.9,4.0,0.5,0,0.0,99.0,12.4,21,2.6,0,11,26.2%,8,0,2,4,2,1,1,1
29,Scotty Miller,1,1,9,9.0,10.0,10.0,0,0.0,-1.0,-1.0,0,0.0,0,1,2.6%,1,0,0,0,0,0,0,0
30,Robbie Chosen,1,7,50,7.1,36.0,5.1,0,0.0,14.0,2.0,1,0.1,0,9,21.4%,7,0,1,2,0,0,0,0
31,Brandon Aiyuk,1,6,107,17.5,67.0,11.2,0,0.0,38.0,6.3,21,3.5,0,7,21.9%,7,1,0,5,3,1,0,0
32,Joshua Palmer,1,4,45,11.3,40.0,10.0,0,0.0,5.0,1.3,2,0.5,0,9,14.1%,4,0,0,2,1,0,0,0
33,DJ Moore,1,7,87,12.4,41.0,5.9,0,0.0,46.0,6.6,5,0.7,0,10,23.8%,8,1,1,4,1,0,0,0
34,Chris Moore,1,3,38,12.7,32.0,10.7,0,0.0,6.0,2.0,2,0.7,1,3,9.4%,3,0,0,1,1,0,0,0
35,Tim Patrick,1,6,95,15.8,64.0,10.7,0,0.0,31.0,5.2,6,1.0,0,10,41.7%,7,1,1,4,2,1,0,0
36,Terry McLaurin,1,4,93,23.3,49.0,12.3,0,0.0,44.0,11.0,5,1.3,0,6,35.3%,4,0,0,4,2,2,1,1
37,Darius Slayton,1,2,29,14.5,27.0,13.5,0,0.0,2.0,1.0,0,0.0,0,3,10.0%,2,0,0,1,1,0,0,0
38,Jaylen Waddle,1,5,27,5.4,9.0,1.8,0,0.0,18.0,3.6,3,0.6,0,7,33.3%,6,1,1,0,0,0,0,0
39,Tom Kennedy,1,2,16,8.0,15.0,7.5,0,0.0,1.0,0.5,0,0.0,0,2,6.9%,2,0,0,1,0,0,0,0
40,Freddie Swain,1,1,25,25.0,19.0,19.0,0,0.0,6.0,6.0,0,0.0,0,1,3.8%,1,0,0,1,1,0,0,0
41,Laquon Treadwell,1,3,24,8.0,15.0,5.0,0,0.0,9.0,3.0,5,1.7,2,5,15.6%,4,1,3,1,0,0,0,0
42,K.J. Osborn,1,1,21,21.0,21.0,21.0,0,0.0,0.0,0.0,0,0.0,0,4,19.0%,1,0,0,1,1,0,0,0
43,Amari Cooper,1,5,79,15.8,62.0,12.4,0,0.0,17.0,3.4,0,0.0,0,7,25.0%,5,0,1,3,2,0,0,0
44,Nico Collins,1,3,67,22.3,53.0,17.7,0,0.0,14.0,4.7,7,2.3,0,7,21.9%,3,0,0,3,2,1,0,0
45,Bryan Edwards,1,4,63,15.8,45.0,11.3,0,0.0,18.0,4.5,5,1.3,0,5,15.2%,4,0,1,3,1,1,0,0
46,Laviska Shenault Jr.,1,5,62,12.4,30.0,6.0,0,0.0,32.0,6.4,16,3.2,1,7,21.9%,7,2,2,4,0,0,0,0
47,DK Metcalf,1,5,58,11.6,39.0,7.8,0,0.0,19.0,3.8,3,0.6,0,11,42.3%,5,0,1,1,1,1,0,0
48,Byron Pringle,1,5,56,11.2,38.0,7.6,0,0.0,18.0,3.6,2,0.4,0,8,19.0%,5,0,1,4,0,0,0,0
49,Davante Adams,1,6,55,9.2,22.0,3.7,0,0.0,33.0,5.5,9,1.5,1,7,20.0%,6,0,0,3,0,0,0,0
50,Keenan Allen,1,6,52,8.7,44.0,7.3,0,0.0,8.0,1.3,6,1.0,0,8,12.5%,7,1,0,3,0,0,0,0
51,Jalen Guyton,1,6,52,8.7,35.0,5.8,0,0.0,17.0,2.8,9,1.5,0,9,14.1%,7,1,1,2,0,0,0,0
