,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,A.J. Brown,1,10,155.0,15.5,89.0,8.9,0,0.0,66,6.6,48,4.8,0,11,34.4%,10,0,1,8,1,1,1,1
2,Michael Pittman Jr.,1,10,86.0,8.6,69.0,6.9,0,0.0,17,1.7,10,1.0,0,15,31.3%,10,0,3,2,1,1,0,0
3,Chris Godwin,1,8,140.0,17.5,38.0,4.8,0,0.0,102,12.8,56,7.0,1,12,29.3%,9,1,1,5,3,1,1,1
4,Amari Cooper,1,8,122.0,15.3,88.0,11.0,0,0.0,34,4.3,26,3.3,0,13,31.7%,8,0,1,5,2,1,0,0
5,Robert Woods,1,3,35.0,11.7,15.0,5.0,0,0.0,20,6.7,8,2.7,0,9,26.5%,4,1,5,1,1,0,0,0
6,Cooper Kupp,1,7,115.0,16.4,70.0,10.0,0,0.0,45,6.4,13,1.9,1,9,26.5%,7,0,5,4,1,1,1,1
7,Deebo Samuel Sr.,1,6,171.0,36.3,70.0,10.0,0,0.0,184,26.3,67,9.6,0,9,33.3%,9,2,1,6,3,3,3,3
8,DK Metcalf,1,6,43.0,7.2,34.0,5.7,0,0.0,9,1.5,3,0.5,0,6,27.3%,6,0,3,1,0,0,0,0
9,Cedrick Wilson Jr.,1,3,84.0,28.0,27.0,9.0,0,0.0,57,19.0,4,1.3,0,3,7.3%,3,0,0,1,1,1,1,1
10,Tyreek Hill,1,12,94.0,7.8,37.0,3.1,0,0.0,57,4.8,17,1.4,2,18,41.9%,12,0,3,4,0,0,0,0
11,Tyler Boyd,1,5,69.0,13.8,41.0,8.2,0,0.0,28,5.6,1,0.2,0,8,23.5%,5,0,2,4,1,0,0,0
12,Brandin Cooks,1,6,83.0,13.8,53.0,8.8,0,0.0,30,5.0,0,0.0,0,6,16.7%,6,0,1,2,1,1,1,1
13,Tyler Lockett,1,12,142.0,11.8,115.0,9.6,0,0.0,27,2.3,15,1.3,1,13,59.1%,12,0,0,3,3,0,0,0
14,Adam Thielen,1,6,78.0,13.0,46.0,7.7,0,0.0,32,5.3,3,0.5,0,9,27.3%,6,0,1,3,2,1,0,0
15,Keenan Allen,1,6,77.0,12.8,46.0,7.7,0,0.0,31,5.2,5,0.8,0,11,32.4%,6,0,2,2,1,1,1,1
16,Randall Cobb,1,3,15.0,5.0,12.0,4.0,0,0.0,3,1.0,3,1.0,0,5,14.3%,3,0,4,0,0,0,0,0
17,CeeDee Lamb,1,6,112.0,18.7,96.0,16.0,0,0.0,16,2.7,3,0.5,0,8,19.5%,7,1,0,5,2,1,0,0
18,DeAndre Carter,1,3,51.0,17.0,40.0,13.3,0,0.0,11,3.7,0,0.0,0,6,16.2%,4,1,0,3,1,0,0,0
19,Cyril Grayson Jr.,1,1,50.0,50.0,35.0,35.0,0,0.0,15,15.0,0,0.0,0,1,2.4%,1,0,0,1,1,1,1,1
20,Cole Beasley,1,10,110.0,11.0,69.0,6.9,0,0.0,41,4.1,7,0.7,0,13,31.7%,10,0,0,6,2,0,0,0
21,Mike Evans,1,2,48.0,24.0,39.0,19.5,0,0.0,9,4.5,4,2.0,0,4,9.8%,2,0,0,1,1,1,1,1
22,Ja'Marr Chase,1,3,32.0,10.7,10.0,3.3,0,0.0,22,7.3,6,2.0,0,9,26.5%,4,1,4,1,1,0,0,0
23,Stefon Diggs,1,5,40.0,8.0,8.0,1.6,0,0.0,32,6.4,7,1.4,0,7,17.1%,5,0,1,2,0,0,0,0
24,Jamal Agnew,1,6,38.0,6.3,11.0,1.8,0,0.0,27,4.5,9,1.5,0,12,23.1%,6,0,2,0,0,0,0,0
25,Diontae Johnson,1,6,98.0,16.3,42.0,7.0,0,0.0,56,9.3,4,0.7,0,13,37.1%,6,0,3,3,1,1,1,1
26,Tee Higgins,1,4,97.0,24.3,74.0,18.5,0,0.0,23,5.8,7,1.8,0,6,17.6%,4,0,1,2,2,1,1,1
27,Tre'Quan Smith,1,3,33.0,11.0,21.0,7.0,0,0.0,12,4.0,6,2.0,1,3,8.6%,3,0,2,2,0,0,0,0
28,Gabe Davis,1,4,29.0,7.3,12.0,3.0,0,0.0,17,4.3,5,1.3,0,5,12.2%,5,0,3,1,0,0,0,0
29,Van Jefferson,1,3,88.0,29.3,72.0,24.0,0,0.0,16,5.3,0,0.0,0,6,17.6%,3,0,1,2,1,1,1,1
30,DeVante Parker,1,8,85.0,10.6,58.0,7.3,0,0.0,27,3.4,8,1.0,1,11,30.6%,10,1,0,4,1,0,0,0
31,Jamison Crowder,1,8,84.0,10.5,44.0,5.5,0,0.0,40,5.0,8,1.0,0,9,18.4%,8,0,1,3,1,0,0,0
