,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Justin Jefferson,1,8,169.0,21.1,110.0,13.8,0,0.0,59,7.4,4,0.5,0,10,29.4%,8,0,1,4,4,2,2,2
2,Davante Adams,1,7,115.0,16.4,60.0,8.6,0,0.0,55,7.9,8,1.1,0,8,25.8%,7,0,2,6,1,1,0,0
3,Elijah Moore,1,8,141.0,17.6,76.0,9.5,0,0.0,65,8.1,10,1.3,1,11,31.4%,8,0,0,4,3,1,1,1
4,Marquez Valdes-Scantling,1,4,123.0,30.8,67.0,16.8,0,0.0,56,14.0,4,1.0,0,10,32.3%,4,0,2,2,2,2,1,1
5,Darnell Mooney,1,5,121.0,24.2,51.0,10.2,0,0.0,70,14.0,40,8.0,1,16,48.5%,6,1,0,3,3,1,1,1
6,Marquise Goodwin,1,4,104.0,26.0,88.0,22.0,0,0.0,16,4.0,0,0.0,0,8,24.2%,4,0,0,4,3,1,1,1
7,Terry McLaurin,1,5,103.0,20.6,89.0,17.8,0,0.0,14,2.8,1,0.2,0,7,35.0%,6,0,1,4,2,2,0,0
8,Diontae Johnson,1,7,101.0,14.4,66.0,9.4,0,0.0,35,5.0,0,0.0,0,13,29.5%,7,0,4,4,2,1,0,0
9,Mike Williams,1,5,97.0,19.4,34.0,6.8,0,0.0,63,12.6,3,0.6,1,6,14.6%,5,0,0,3,2,1,1,1
10,Deebo Samuel Sr.,1,1,15.0,15.0,9.0,9.0,0,0.0,6,6.0,4,4.0,0,2,10.0%,1,0,0,1,0,0,0,0
11,Brandon Aiyuk,1,7,85.0,12.1,50.0,7.1,0,0.0,35,5.0,22,3.1,1,7,35.0%,7,0,1,2,1,1,0,0
12,Mike Evans,1,6,73.0,12.2,53.0,8.8,0,0.0,20,3.3,14,2.3,2,11,23.4%,7,1,2,3,1,0,0,0
13,Stefon Diggs,1,4,23.0,5.8,22.0,5.5,0,0.0,1,0.3,0,0.0,0,6,15.4%,4,0,2,0,0,0,0,0
14,Adam Thielen,1,8,82.0,10.3,40.0,5.0,0,0.0,42,5.3,4,0.5,0,10,29.4%,8,0,1,3,1,0,0,0
15,Chris Godwin,1,6,65.0,10.8,31.0,5.2,0,0.0,34,5.7,8,1.3,0,6,12.8%,6,0,1,3,0,0,0,0
16,Mack Hollins,1,2,72.0,36.0,50.0,25.0,0,0.0,22,11.0,7,3.5,0,3,8.8%,2,0,2,1,1,1,1,1
17,Jaylen Waddle,1,8,65.0,8.1,35.0,4.4,0,0.0,30,3.8,11,1.4,0,9,26.5%,8,0,2,2,0,0,0,0
18,Tyler Lockett,1,4,115.0,28.8,87.0,21.8,0,0.0,28,7.0,0,0.0,0,5,20.0%,4,0,0,3,3,2,1,1
19,Keenan Allen,1,9,112.0,12.4,79.0,8.8,0,0.0,33,3.7,1,0.1,0,13,31.7%,9,0,0,5,1,1,0,0
20,DJ Moore,1,5,50.0,10.0,37.0,7.4,0,0.0,13,2.6,7,1.4,1,7,25.9%,5,0,1,4,0,0,0,0
21,Tyreek Hill,1,9,77.0,8.6,29.0,3.2,0,0.0,48,5.3,7,0.8,0,11,33.3%,10,1,0,3,1,0,0,0
