,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Cooper Kupp,1,9,163.0,18.1,62.0,6.9,0,0.0,101.0,11.2,12,1.3,2,11,37.9%,9,0,2,7,2,2,2,2
2,Tyler Lockett,1,8,178.0,22.3,114.0,14.3,0,0.0,64.0,8.0,31,3.9,0,11,35.5%,8,0,1,5,3,2,2,2
3,Mike Evans,1,5,75.0,15.0,68.0,13.6,0,0.0,7.0,1.4,2,0.4,0,9,25.0%,5,0,4,3,3,0,0,0
4,Henry Ruggs III,1,5,113.0,22.6,66.0,13.2,0,0.0,47.0,9.4,15,3.0,1,7,18.9%,5,0,0,3,2,2,1,1
5,Rondale Moore,1,7,114.0,14.6,22.0,2.8,0,0.0,95.0,11.9,12,1.5,1,8,23.5%,8,0,2,2,1,1,1,1
6,Marquise Brown,1,6,113.0,18.8,52.0,8.7,0,0.0,61.0,10.2,18,3.0,1,10,40.0%,7,0,2,5,3,1,1,1
7,Terry McLaurin,1,11,107.0,9.7,71.0,6.5,0,0.0,36.0,3.3,4,0.4,0,14,31.8%,11,0,1,6,0,0,0,0
8,Freddie Swain,1,5,95.0,19.0,35.0,7.0,0,0.0,60.0,12.0,5,1.0,0,5,16.1%,5,0,0,2,1,1,1,1
9,Courtland Sutton,1,9,159.0,17.7,136.0,15.1,0,0.0,23.0,2.6,7,0.8,0,12,35.3%,9,0,0,6,2,2,1,1
10,Mike Williams,1,7,91.0,13.0,45.0,6.4,0,0.0,46.0,6.6,22,3.1,1,10,25.0%,7,0,3,4,1,0,0,0
11,K.J. Osborn,1,5,91.0,18.2,49.0,9.8,0,0.0,42.0,8.4,6,1.2,0,6,18.8%,5,0,0,1,1,1,1,1
12,DJ Moore,1,8,79.0,9.9,48.0,6.0,0,0.0,31.0,3.9,10,1.3,0,11,29.7%,9,0,1,3,1,0,0,0
13,Brandin Cooks,1,9,78.0,8.7,54.0,6.0,0,0.0,24.0,2.7,3,0.3,0,14,50.0%,10,1,2,4,1,0,0,0
