,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Davante Adams,1,10,121,12.1,60.0,6.0,0,0.0,61,6.1,21,2.1,1,13,37.1%,10,0,2,5,1,1,0,0
2,Tyler Lockett,1,5,142,28.4,137.0,27.4,0,0.0,5,1.0,0,0.0,0,9,32.1%,5,0,0,4,4,1,1,1
3,Ja'Marr Chase,1,5,77,15.4,61.0,12.2,0,0.0,16,3.2,5,1.0,0,8,23.5%,7,2,1,4,1,1,0,0
4,Cooper Kupp,1,13,123,9.5,73.0,5.6,0,0.0,50,3.8,22,1.7,1,15,50.0%,13,0,5,4,1,1,1,1
5,Jakeem Grant Sr.,1,1,46,46.0,-3.0,-3.0,0,0.0,49,49.0,36,36.0,1,3,9.4%,2,1,0,1,1,1,1,1
6,Hunter Renfrow,1,13,117,9.0,47.0,3.6,0,0.0,70,5.4,0,0.0,0,14,32.6%,13,0,4,3,0,0,0,0
7,Mike Evans,1,6,91,15.2,61.0,10.2,0,0.0,30,5.0,4,0.7,0,6,13.0%,6,0,1,5,2,0,0,0
8,Allen Lazard,1,6,75,12.5,52.0,8.7,0,0.0,23,3.8,13,2.2,0,7,20.0%,6,0,1,3,1,1,0,0
9,Jalen Guyton,1,3,87,29.0,74.0,24.7,0,0.0,13,4.3,2,0.7,0,3,10.0%,3,0,0,3,1,1,1,1
10,Robbie Chosen,1,7,84,12.0,74.0,10.6,0,0.0,10,1.4,3,0.4,0,12,34.3%,9,0,1,4,1,0,0,0
11,K.J. Osborn,1,3,83,27.7,62.0,20.7,0,0.0,21,7.0,3,1.0,0,9,29.0%,3,0,0,2,1,1,1,1
12,Odell Beckham Jr.,1,6,77,12.8,35.0,5.8,0,0.0,42,7.0,5,0.8,0,7,23.3%,6,0,1,3,1,1,1,1
13,Damiere Byrd,1,2,76,38.0,27.0,13.5,0,0.0,49,24.5,0,0.0,0,2,6.3%,2,0,0,2,2,1,1,1
14,Justin Jefferson,1,7,79,11.3,54.0,7.7,0,0.0,25,3.6,5,0.7,0,15,48.4%,8,1,3,4,1,0,0,0
15,Cam Sims,1,3,69,23.0,66.0,22.0,0,0.0,3,1.0,2,0.7,1,4,12.1%,3,0,0,2,1,1,1,1
16,Van Jefferson,1,2,58,29.0,48.0,24.0,0,0.0,10,5.0,2,1.0,0,3,10.0%,2,0,1,1,1,1,1,1
17,Joshua Palmer,1,5,66,13.2,45.0,9.0,0,0.0,21,4.2,10,2.0,0,7,23.3%,5,0,3,2,1,1,0,0
18,Brandon Aiyuk,1,6,62,10.3,21.0,3.5,0,0.0,41,6.8,12,2.0,0,10,27.0%,6,0,2,3,1,0,0,0
19,James Washington,1,4,65,16.3,57.0,14.3,0,0.0,8,2.0,0,0.0,0,6,15.4%,4,0,1,2,2,1,0,0
20,Deebo Samuel Sr.,1,1,22,22.0,18.0,18.0,0,0.0,4,4.0,3,3.0,0,1,2.7%,1,0,0,1,1,0,0,0
21,Breshad Perriman,1,1,58,58.0,5.0,5.0,0,0.0,53,53.0,0,0.0,0,2,4.3%,1,0,0,1,1,1,1,1
