,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Ja'Marr Chase,1,11,266.0,24.2,113.0,10.3,0,0.0,153.0,13.9,34,3.1,2,12,31.6%,11,0,1,6,4,4,2,2
2,Amon-Ra St. Brown,1,8,111.0,13.9,56.0,7.0,0,0.0,55.0,6.9,14,1.8,0,11,29.7%,8,0,1,5,2,1,0,0
3,DK Metcalf,1,6,63.0,10.5,45.0,7.5,0,0.0,18.0,3.0,5,0.8,0,9,32.1%,7,1,4,4,0,0,0,0
4,Davante Adams,1,11,136.0,12.4,93.0,8.5,0,0.0,43.0,3.9,0,0.0,0,14,33.3%,11,0,4,7,1,1,0,0
5,Braxton Berrios,1,8,65.0,8.1,12.0,1.5,0,0.0,53.0,6.6,4,0.5,0,12,40.0%,8,0,3,3,0,0,0,0
6,Kristian Wilkerson,1,4,42.0,10.5,37.0,9.3,0,0.0,5.0,1.3,3,0.8,1,8,24.2%,5,1,1,1,1,0,0,0
7,Cooper Kupp,1,6,95.0,15.8,34.0,5.7,0,0.0,61.0,10.2,18,3.0,0,7,20.0%,6,0,1,4,3,0,0,0
8,Antoine Wesley,1,4,30.0,7.5,30.0,7.5,0,0.0,0.0,0.0,0,0.0,0,5,13.5%,4,0,2,1,0,0,0,0
9,Deebo Samuel Sr.,1,3,63.0,21.0,36.0,12.0,0,0.0,27.0,9.0,14,4.7,0,6,26.1%,3,0,1,2,1,1,1,1
10,Cyril Grayson Jr.,1,6,81.0,13.5,69.0,11.5,0,0.0,12.0,2.0,1,0.2,0,8,16.3%,6,0,0,3,2,1,0,0
11,Hunter Renfrow,1,7,76.0,10.9,50.0,7.1,0,0.0,26.0,3.7,7,1.0,0,9,28.1%,7,0,2,4,1,0,0,0
12,Jakobi Meyers,1,8,73.0,9.1,60.0,7.5,0,0.0,13.0,1.6,2,0.3,0,8,24.2%,8,0,1,2,0,0,0,0
13,Allen Lazard,1,6,72.0,12.0,57.0,9.5,0,0.0,15.0,2.5,0,0.0,0,6,14.3%,6,0,0,3,1,0,0,0
14,Darnell Mooney,1,7,69.0,9.9,35.0,5.0,0,0.0,34.0,4.9,7,1.0,0,13,39.4%,8,1,2,3,0,0,0,0
15,Cedrick Wilson Jr.,1,6,35.0,5.8,16.0,2.7,0,0.0,19.0,3.2,5,0.8,0,6,15.8%,6,0,2,1,0,0,0,0
16,Brandin Cooks,1,7,66.0,9.4,50.0,7.1,0,0.0,16.0,2.3,8,1.1,1,11,36.7%,8,1,1,2,1,0,0,0
17,Mike Williams,1,3,63.0,21.0,46.0,15.3,0,0.0,17.0,5.7,0,0.0,0,4,13.3%,3,0,0,2,1,1,1,1
18,Zay Jones,1,8,120.0,15.0,96.0,12.0,0,0.0,24.0,3.0,4,0.5,0,10,31.3%,8,0,0,5,2,1,1,1
19,K.J. Osborn,1,3,50.0,16.7,49.0,16.3,0,0.0,1.0,0.3,0,0.0,0,5,13.5%,3,0,1,2,1,1,0,0
20,Mike Evans,1,4,47.0,11.8,40.0,10.0,0,0.0,7.0,1.8,2,0.5,0,7,14.3%,4,0,1,1,1,1,0,0
21,T.Y. Hilton,1,1,45.0,45.0,45.0,45.0,0,0.0,0.0,0.0,0,0.0,0,3,12.5%,2,1,0,1,1,1,1,1
22,Keenan Allen,1,4,44.0,11.0,38.0,9.5,0,0.0,6.0,1.5,0,0.0,0,9,30.0%,5,1,3,3,0,0,0,0
23,Odell Beckham Jr.,1,5,39.0,7.8,35.0,7.0,0,0.0,4.0,0.8,0,0.0,0,7,20.0%,5,0,2,1,0,0,0,0
24,Marquez Callaway,1,6,97.0,16.2,77.0,12.8,0,0.0,20.0,3.3,2,0.3,1,10,43.5%,9,3,1,3,2,1,0,0
25,Tyler Boyd,1,4,36.0,9.0,26.0,6.5,0,0.0,10.0,2.5,7,1.8,0,6,15.8%,4,0,1,1,0,0,0,0
26,Michael Gallup,1,3,36.0,12.0,24.0,8.0,0,0.0,12.0,4.0,6,2.0,0,4,10.5%,3,0,0,1,1,0,0,0
27,Brandon Aiyuk,1,4,94.0,23.5,54.0,13.5,0,0.0,40.0,10.0,36,9.0,1,6,26.1%,4,0,0,4,2,1,1,1
28,Demarcus Robinson,1,2,33.0,16.5,32.0,16.0,0,0.0,1.0,0.5,0,0.0,0,2,5.9%,2,0,0,1,1,0,0,0
29,Kendrick Bourne,1,5,76.0,15.2,14.0,2.8,0,0.0,62.0,12.4,11,2.2,1,6,18.2%,5,0,2,1,1,1,1,1
30,Diontae Johnson,1,8,31.0,3.9,19.0,2.4,0,0.0,12.0,1.5,4,0.5,2,15,32.6%,9,1,2,1,0,0,0,0
31,Tyler Lockett,1,3,24.0,8.0,13.0,4.3,0,0.0,11.0,3.7,0,0.0,0,3,10.7%,3,0,1,1,1,0,0,0
32,Laquon Treadwell,1,6,87.0,14.5,76.0,12.7,0,0.0,11.0,1.8,4,0.7,0,6,23.1%,6,0,0,2,1,1,1,1
33,Christian Kirk,1,6,79.0,13.2,47.0,7.8,0,0.0,32.0,5.3,12,2.0,0,9,24.3%,6,0,1,2,1,1,1,1
34,Amari Cooper,1,3,18.0,6.0,17.0,5.7,0,0.0,1.0,0.3,1,0.3,0,7,18.4%,3,0,2,0,0,0,0,0
35,KhaDarel Hodge,1,5,76.0,15.2,61.0,12.2,0,0.0,15.0,3.0,4,0.8,0,10,27.0%,5,0,2,3,1,1,1,1
36,Donovan Peoples-Jones,1,3,76.0,25.3,54.0,18.0,0,0.0,22.0,7.3,3,1.0,0,5,13.9%,3,0,0,3,2,1,0,0
37,A.J. Green,1,3,74.0,24.7,62.0,20.7,0,0.0,12.0,4.0,1,0.3,0,6,16.2%,3,0,1,3,2,1,1,1
38,Freddie Swain,1,2,65.0,32.5,17.0,8.5,0,0.0,48.0,24.0,6,3.0,0,2,7.1%,2,0,0,1,1,1,1,1
