,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Marvin Harrison Jr.,1,4,130.0,32.5,101.0,25.3,150.0,37.5,29,7.3,11,2.8,0,8,38.1%,5,1,2,4,3,2,1,1
2,Calvin Ridley,1,4,77.0,19.3,63.0,15.8,159.0,39.8,14,3.5,4,1.0,0,6,22.2%,5,1,0,3,1,1,1,1
3,Nico Collins,1,8,135.0,16.9,92.0,11.5,116.0,14.5,43,5.4,19,2.4,1,10,29.4%,8,0,0,6,2,0,0,0
4,Justin Jefferson,1,4,133.0,33.3,73.0,18.3,115.0,28.8,60,15.0,4,1.0,0,7,29.2%,4,0,0,3,1,1,1,1
5,DK Metcalf,1,10,129.0,12.9,68.0,6.8,159.0,15.9,61,6.1,15,1.5,0,14,32.6%,12,2,1,5,1,1,1,1
6,Malik Nabers,1,10,127.0,12.7,41.0,4.1,140.0,14.0,86,8.6,31,3.1,2,18,66.7%,11,1,3,5,3,0,0,0
7,Chris Godwin,1,7,117.0,16.7,56.0,8.0,76.0,10.9,61,8.7,10,1.4,0,8,42.1%,7,0,0,6,1,1,1,1
8,Quentin Johnston,1,5,51.0,10.2,38.0,7.6,61.0,12.2,13,2.6,3,0.6,1,6,31.6%,5,0,1,1,1,0,0,0
9,Davante Adams,1,9,110.0,12.2,98.0,10.9,139.0,15.4,12,1.3,6,0.7,0,12,33.3%,10,1,2,3,3,1,0,0
10,Rashid Shaheed,1,4,96.0,24.0,61.0,15.3,61.0,15.3,35,8.8,4,1.0,0,4,26.7%,4,0,0,2,1,1,1,1
11,Zay Flowers,1,7,91.0,13.0,69.0,9.9,83.0,11.9,22,3.1,14,2.0,1,11,35.5%,7,0,1,4,1,0,0,0
12,CeeDee Lamb,1,4,90.0,22.5,33.0,8.3,95.0,23.8,57,14.3,49,12.3,1,7,17.1%,4,0,1,2,1,1,1,1
13,Darnell Mooney,1,3,88.0,29.3,54.0,18.0,113.0,37.7,34,11.3,22,7.3,2,7,24.1%,3,0,1,3,3,1,1,1
14,DeVonta Smith,1,7,76.0,10.9,73.0,10.4,106.0,15.1,3,0.4,4,0.6,0,10,34.5%,7,0,2,3,0,0,0,0
15,Rashee Rice,1,5,75.0,15.0,28.0,5.6,48.0,9.6,47,9.4,1,0.2,0,6,26.1%,5,0,0,3,1,1,1,1
16,Andrei Iosivas,1,2,7.0,3.5,7.0,3.5,29.0,14.5,0,0.0,0,0.0,0,4,11.8%,4,2,2,0,0,0,0,0
17,Amon-Ra St. Brown,1,11,119.0,10.8,90.0,8.2,198.0,18.0,29,2.6,8,0.7,0,18,34.0%,11,0,2,4,1,0,0,0
18,Jaxon Smith-Njigba,1,12,117.0,9.8,76.0,6.3,173.0,14.4,41,3.4,10,0.8,1,16,37.2%,13,1,0,4,1,0,0,0
19,Alec Pierce,1,5,56.0,11.2,52.0,10.4,106.0,21.2,4,0.8,1,0.2,0,7,22.6%,5,0,1,3,0,0,0,0
20,Jalen Nailor,1,3,54.0,18.0,47.0,15.7,51.0,17.0,7,2.3,2,0.7,0,4,16.7%,3,0,2,3,1,0,0,0
21,Drake London,1,6,54.0,9.0,48.0,8.0,52.0,8.7,6,1.0,6,1.0,0,7,24.1%,6,0,2,1,0,0,0,0
22,Deebo Samuel Sr.,1,8,110.0,13.8,91.0,11.4,86.0,10.8,19,2.4,2,0.3,0,10,27.8%,8,0,1,5,2,0,0,0
23,Brian Thomas Jr.,1,2,94.0,47.0,72.0,36.0,81.0,40.5,22,11.0,14,7.0,0,4,14.8%,3,1,0,2,2,1,1,1
24,Jameson Williams,1,5,79.0,15.8,56.0,11.2,129.0,25.8,23,4.6,12,2.4,1,11,20.8%,5,0,4,2,1,1,1,1
25,Josh Reynolds,1,4,93.0,23.3,75.0,18.8,82.0,20.5,18,4.5,10,2.5,0,5,15.2%,4,0,0,3,2,1,1,1
26,Chris Olave,1,4,81.0,20.3,53.0,13.3,79.0,19.8,28,7.0,2,0.5,0,6,40.0%,4,0,0,4,1,1,0,0
27,Dontayvion Wicks,1,3,26.0,8.7,18.0,6.0,35.0,11.7,8,2.7,0,0.0,0,4,30.8%,3,0,1,1,0,0,0,0
28,Jalen Tolbert,1,6,82.0,13.7,75.0,12.5,116.0,19.3,7,1.2,4,0.7,0,9,22.0%,6,0,1,3,1,1,0,0
29,Wan'Dale Robinson,1,2,18.0,9.0,9.0,4.5,24.0,12.0,9,4.5,1,0.5,0,4,14.8%,2,0,1,1,0,0,0,0
30,Jerry Jeudy,1,5,73.0,14.6,66.0,13.2,70.0,14.0,7,1.4,1,0.2,0,6,18.2%,6,1,0,2,2,1,0,0
31,Ja'Lynn Polk,1,2,12.0,6.0,12.0,6.0,27.0,13.5,0,0.0,0,0.0,0,3,12.5%,2,0,1,0,0,0,0,0
