,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Nico Collins,1,12,151.0,12.6,87.0,7.3,147.0,12.3,64.0,5.3,6,0.5,0,15,38.5%,12,0,3,8,2,0,0,0
2,Jayden Reed,1,7,139.0,19.9,99.0,14.1,91.0,13.0,40.0,5.7,14,2.0,0,8,14.8%,8,1,1,6,3,1,1,1
3,Jordan Addison,1,3,72.0,24.0,71.0,23.7,86.0,28.7,1.0,0.3,0,0.0,0,4,14.8%,3,0,0,3,2,0,0,0
4,Dontayvion Wicks,1,5,78.0,15.6,56.0,11.2,183.0,36.6,22.0,4.4,3,0.6,0,13,24.1%,7,2,3,3,1,1,0,0
5,CeeDee Lamb,1,7,98.0,14.0,50.0,7.1,54.0,7.7,48.0,6.9,7,1.0,0,8,30.8%,7,0,0,3,1,1,1,1
6,Brian Thomas Jr.,1,6,86.0,14.3,66.0,11.0,132.0,22.0,20.0,3.3,1,0.2,0,9,28.1%,6,0,1,4,1,1,0,0
7,Mike Evans,1,8,94.0,11.8,62.0,7.8,145.0,18.1,32.0,4.0,14,1.8,1,14,29.8%,8,0,2,5,1,0,0,0
8,Amon-Ra St. Brown,1,6,45.0,7.5,30.0,5.0,30.0,5.0,15.0,2.5,3,0.5,0,6,31.6%,6,0,2,1,0,0,0,0
9,Ja'Marr Chase,1,3,85.0,28.3,21.0,7.0,51.0,17.0,64.0,21.3,58,19.3,2,6,20.0%,3,0,2,3,1,1,1,1
10,Justin Jefferson,1,6,85.0,14.2,57.0,9.5,101.0,16.8,28.0,4.7,0,0.0,0,8,29.6%,6,0,1,4,1,0,0,0
11,Diontae Johnson,1,7,83.0,11.9,73.0,10.4,159.0,22.7,10.0,1.4,0,0.0,1,13,32.5%,7,0,2,2,2,1,0,0
12,Josh Downs,1,8,82.0,10.3,46.0,5.8,60.0,7.5,36.0,4.5,19,2.4,0,9,32.1%,8,0,2,4,1,0,0,0
13,Jameson Williams,1,2,80.0,40.0,24.0,12.0,24.0,12.0,56.0,28.0,0,0.0,0,2,10.5%,2,0,0,2,1,1,1,1
14,Xavier Legette,1,6,66.0,11.0,48.0,8.0,91.0,15.2,18.0,3.0,16,2.7,0,10,25.0%,8,2,1,4,0,0,0,0
15,Stefon Diggs,1,5,69.0,13.8,42.0,8.4,72.0,14.4,27.0,5.4,7,1.4,0,9,23.1%,6,1,0,3,2,0,0,0
16,Xavier Worthy,1,3,73.0,24.3,60.0,20.0,55.0,18.3,13.0,4.3,4,1.3,0,4,14.3%,3,0,0,2,1,1,1,1
17,Ladd McConkey,1,5,67.0,13.4,16.0,3.2,45.0,9.0,51.0,10.2,22,4.4,2,7,25.9%,5,0,1,2,1,1,0,0
18,Christian Kirk,1,7,61.0,8.7,51.0,7.3,178.0,25.4,10.0,1.4,5,0.7,0,12,37.5%,7,0,1,2,1,0,0,0
19,Courtland Sutton,1,3,60.0,20.0,47.0,15.7,149.0,49.7,13.0,4.3,1,0.3,0,9,36.0%,5,2,2,2,2,0,0,0
20,Michael Pittman Jr.,1,6,113.0,18.8,79.0,13.2,116.0,19.3,34.0,5.7,21,3.5,0,9,32.1%,6,0,2,5,3,1,0,0
21,Terry McLaurin,1,7,52.0,7.4,46.0,6.6,103.0,14.7,6.0,0.9,3,0.4,0,10,33.3%,7,0,1,3,0,0,0,0
22,Malik Nabers,1,12,115.0,9.6,86.0,7.2,156.0,13.0,29.0,2.4,6,0.5,0,15,39.5%,12,0,0,4,1,1,0,0
23,Marvin Harrison Jr.,1,5,45.0,9.0,39.0,7.8,42.0,8.4,6.0,1.2,3,0.6,0,6,27.3%,6,1,1,2,0,0,0,0
24,Tre Tucker,1,5,41.0,8.2,24.0,4.8,35.0,7.0,17.0,3.4,9,1.8,2,6,25.0%,5,0,0,2,0,0,0,0
25,George Pickens,1,7,113.0,16.1,91.0,13.0,144.0,20.6,22.0,3.1,13,1.9,0,11,34.4%,8,1,5,3,2,2,0,0
26,Jauan Jennings,1,3,88.0,29.3,68.0,22.7,84.0,28.0,20.0,6.7,15,5.0,1,6,23.1%,4,1,1,3,2,2,1,1
27,Chris Olave,1,8,87.0,10.9,48.0,6.0,76.0,9.5,39.0,4.9,10,1.3,1,10,27.8%,9,1,1,4,0,0,0,0
28,Trey Palmer,1,3,26.0,8.7,7.0,2.3,7.0,2.3,19.0,6.3,0,0.0,0,3,6.4%,3,0,1,1,0,0,0,0
29,Olamide Zaccheaus,1,6,85.0,14.2,15.0,2.5,15.0,2.5,70.0,11.7,8,1.3,1,6,20.0%,6,0,0,4,1,0,0,0
