,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Ja'Marr Chase,1,10,193.0,19.3,96.0,9.6,109.0,10.9,97.0,9.7,65,6.5,0,12,30.8%,10,0,0,6,2,2,2,2
2,Darnell Mooney,1,9,105.0,11.7,78.0,8.7,192.0,21.3,27.0,3.0,4,0.4,1,16,29.6%,13,4,1,5,2,0,0,0
3,DJ Moore,1,5,105.0,21.0,61.0,12.2,94.0,18.8,44.0,8.8,0,0.0,0,8,28.6%,5,0,1,4,3,2,0,0
4,Drake London,1,12,154.0,12.8,104.0,8.7,118.0,9.8,50.0,4.2,23,1.9,1,13,24.1%,12,0,1,7,1,1,0,0
5,Tee Higgins,1,9,83.0,9.2,62.0,6.9,138.0,15.3,21.0,2.3,13,1.4,0,14,35.9%,9,0,2,4,0,0,0,0
6,Alec Pierce,1,3,134.0,44.7,98.0,32.7,98.0,32.7,36.0,12.0,2,0.7,0,3,6.7%,3,0,0,3,3,2,2,2
7,Mike Evans,1,5,62.0,12.4,59.0,11.8,62.0,12.4,3.0,0.6,0,0.0,0,7,29.2%,5,0,1,3,1,0,0,0
8,Brian Thomas Jr.,1,5,122.0,24.4,54.0,10.8,109.0,21.8,68.0,13.6,29,5.8,0,8,23.5%,5,0,0,3,1,1,1,1
9,Darius Slayton,1,8,122.0,15.3,106.0,13.3,121.0,15.1,16.0,2.0,10,1.3,1,11,35.5%,9,1,1,3,2,2,1,1
10,Garrett Wilson,1,13,101.0,7.8,52.0,4.0,189.0,14.5,49.0,3.8,15,1.2,0,23,45.1%,13,0,4,5,0,0,0,0
11,Jalen Tolbert,1,7,87.0,12.4,57.0,8.1,119.0,17.0,30.0,4.3,2,0.3,0,10,24.4%,7,0,3,2,1,1,1,1
12,Brandon Aiyuk,1,8,147.0,18.4,93.0,11.6,143.0,17.9,54.0,6.8,48,6.0,1,12,37.5%,9,1,1,6,2,1,1,1
13,Rashid Shaheed,1,4,86.0,21.5,74.0,18.5,207.0,51.8,12.0,3.0,0,0.0,0,9,28.1%,4,0,0,3,2,1,1,1
14,Nico Collins,1,2,78.0,39.0,54.0,27.0,54.0,27.0,24.0,12.0,11,5.5,0,2,5.7%,2,0,0,2,1,1,1,1
