,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Jimmy Graham,1,4,69,17.3,49.0,12.3,0,0.0,20,5.0,0,0.0,0,5,13.9%,4,0,2,3,2,1,0,0
2,Rob Gronkowski,1,2,58,29.0,48.0,24.0,0,0.0,10,5.0,0,0.0,0,2,4.9%,2,0,0,2,2,1,0,0
3,Irv Smith Jr.,1,6,53,8.8,35.0,5.8,0,0.0,18,3.0,11,1.8,1,9,23.7%,6,0,4,3,0,0,0,0
4,Travis Kelce,1,7,98,14.0,58.0,8.3,0,0.0,40,5.7,32,4.6,1,13,31.0%,7,0,3,5,2,0,0,0
5,Darren Waller,1,5,112,22.4,93.0,18.6,0,0.0,19,3.8,12,2.4,0,6,20.0%,5,0,0,4,3,1,0,0
6,Hayden Hurst,1,5,47,9.4,37.0,7.4,0,0.0,10,2.0,4,0.8,0,6,17.6%,5,0,1,2,0,0,0,0
7,Eric Ebron,1,5,47,9.4,25.0,5.0,0,0.0,22,4.4,7,1.4,0,7,14.3%,5,0,3,4,0,0,0,0
8,Chris Herndon IV,1,4,34,8.5,31.0,7.8,0,0.0,3,0.8,2,0.5,0,4,14.3%,4,0,1,2,0,0,0,0
9,George Kittle,1,4,92,23.0,45.0,11.3,0,0.0,47,11.8,16,4.0,0,5,23.8%,5,1,0,4,3,0,0,0
10,Lee Smith,1,2,31,15.5,13.0,6.5,0,0.0,18,9.0,2,1.0,0,2,5.3%,2,0,1,1,1,0,0,0
11,Jonnu Smith,1,3,30,10.0,22.0,7.3,0,0.0,8,2.7,5,1.7,0,7,28.0%,3,0,2,2,0,0,0,0
12,Darren Fells,1,1,22,22.0,11.0,11.0,0,0.0,11,11.0,6,6.0,2,2,6.1%,1,0,1,1,1,0,0,0
13,Jared Cook,1,3,82,27.3,43.0,14.3,0,0.0,39,13.0,38,12.7,2,4,14.3%,3,0,0,3,1,1,1,1
14,Jacob Hollister,1,2,17,8.5,14.0,7.0,0,0.0,3,1.5,0,0.0,0,6,20.7%,2,0,1,1,0,0,0,0
15,Mark Andrews,1,6,76,12.7,56.0,9.3,0,0.0,20,3.3,12,2.0,1,10,43.5%,7,1,3,3,2,0,0,0
16,Austin Hooper,1,7,71,10.1,61.0,8.7,0,0.0,10,1.4,4,0.6,0,15,30.0%,7,0,2,1,1,0,0,0
17,Evan Engram,1,7,65,9.3,29.0,4.1,0,0.0,36,5.1,10,1.4,2,10,24.4%,7,0,0,4,0,0,0,0
18,Drew Sample,1,1,8,8.0,1.0,1.0,0,0.0,7,7.0,0,0.0,0,1,2.6%,1,0,1,0,0,0,0,0
19,Noah Fant,1,6,65,10.8,46.0,7.7,0,0.0,19,3.2,1,0.2,0,9,20.9%,8,2,1,4,0,0,0,0
20,Logan Thomas,1,7,63,9.0,30.0,4.3,0,0.0,33,4.7,17,2.4,0,12,25.5%,10,3,2,2,0,0,0,0
21,Mike Gesicki,1,4,54,13.5,37.0,9.3,0,0.0,17,4.3,7,1.8,0,7,20.6%,4,0,1,2,1,1,0,0
22,Dawson Knox,1,3,51,17.0,49.0,16.3,0,0.0,2,0.7,0,0.0,0,4,10.5%,4,1,1,3,1,0,0,0
23,Jack Doyle,1,4,50,12.5,44.0,11.0,0,0.0,6,1.5,0,0.0,0,6,17.6%,4,0,2,2,0,0,0,0
24,Stephen Anderson,1,4,48,12.0,10.0,2.5,0,0.0,38,9.5,22,5.5,1,6,18.2%,4,0,0,2,1,0,0,0
25,Donald Parham Jr.,1,2,47,23.5,31.0,15.5,0,0.0,16,8.0,4,2.0,0,3,9.1%,2,0,0,2,2,0,0,0
26,Adam Trautman,1,2,45,22.5,14.0,7.0,0,0.0,31,15.5,9,4.5,2,2,7.1%,2,0,1,1,1,1,1,1
27,Jordan Akins,1,4,39,9.8,19.0,4.8,0,0.0,20,5.0,7,1.8,1,4,12.1%,4,0,2,2,0,0,0,0
28,Dallas Goedert,1,3,38,12.7,22.0,7.3,0,0.0,16,5.3,2,0.7,0,3,8.8%,3,0,0,2,1,0,0,0
29,Harrison Bryant,1,3,37,12.3,22.0,7.3,0,0.0,15,5.0,9,3.0,0,7,14.0%,4,1,0,3,0,0,0,0
30,Tyler Higbee,1,3,34,11.3,16.0,5.3,0,0.0,18,6.0,14,4.7,1,6,14.6%,4,1,0,2,1,0,0,0
31,Zach Ertz,1,3,33,11.0,18.0,6.0,0,0.0,15,5.0,1,0.3,0,7,20.6%,5,2,1,1,0,0,0,0
32,Tyler Conklin,1,4,31,7.8,14.0,3.5,0,0.0,17,4.3,7,1.8,0,6,15.8%,5,1,0,0,0,0,0,0
33,Pharaoh Brown,1,1,29,29.0,8.0,8.0,0,0.0,21,21.0,20,20.0,2,1,3.0%,1,0,0,1,1,0,0,0
34,Cameron Brate,1,2,27,13.5,22.0,11.0,0,0.0,5,2.5,0,0.0,0,2,4.9%,2,0,0,2,0,0,0,0
35,David Njoku,1,4,26,6.5,16.0,4.0,0,0.0,10,2.5,4,1.0,0,4,8.0%,4,0,0,1,0,0,0,0
36,T.J. Hockenson,1,4,23,5.8,16.0,4.0,0,0.0,7,1.8,2,0.5,0,6,20.0%,4,0,0,0,0,0,0,0
37,Dalton Schultz,1,3,21,7.0,20.0,6.7,0,0.0,1,0.3,0,0.0,0,4,13.3%,3,0,0,1,0,0,0,0
38,Tanner Hudson,1,1,20,20.0,16.0,16.0,0,0.0,4,4.0,1,1.0,0,1,2.4%,1,0,0,1,1,0,0,0
39,Mo Alie-Cox,1,1,20,20.0,4.0,4.0,0,0.0,16,16.0,0,0.0,0,1,2.9%,1,0,0,1,1,0,0,0
40,Juwan Johnson,1,1,19,19.0,10.0,10.0,0,0.0,9,9.0,2,2.0,0,1,3.6%,1,0,0,1,0,0,0,0
41,James O'Shaughnessy,1,2,18,9.0,10.0,5.0,0,0.0,8,4.0,4,2.0,0,3,8.3%,2,0,0,1,0,0,0,0
42,Trey Burton,1,3,18,6.0,7.0,2.3,0,0.0,11,3.7,0,0.0,0,4,11.8%,4,1,0,1,0,0,0,0
43,Tyler Eifert,1,2,17,8.5,11.0,5.5,0,0.0,6,3.0,1,0.5,0,5,13.9%,2,0,1,0,0,0,0,0
44,Will Dissly,1,3,17,5.7,10.0,3.3,0,0.0,7,2.3,1,0.3,0,3,10.3%,3,0,0,0,0,0,0,0
45,Robert Tonyan,1,1,17,17.0,2.0,2.0,0,0.0,15,15.0,2,2.0,0,2,8.3%,1,0,1,1,0,0,0,0
46,Cole Kmet,1,2,18,9.0,11.0,5.5,0,0.0,7,3.5,1,0.5,0,6,16.7%,2,0,0,1,0,0,0,0
47,Greg Olsen,1,1,15,15.0,12.0,12.0,0,0.0,3,3.0,0,0.0,0,2,6.9%,1,0,0,1,0,0,0,0
48,Daniel Brown,1,1,13,13.0,0.0,0.0,0,0.0,13,13.0,12,12.0,0,1,3.6%,1,0,0,1,0,0,0,0
49,Gerald Everett,1,2,13,6.5,13.0,6.5,0,0.0,0,0.0,0,0.0,0,3,7.3%,2,0,0,0,0,0,0,0
50,Dominique Dafney,1,1,13,13.0,3.0,3.0,0,0.0,10,10.0,5,5.0,0,1,4.2%,1,0,0,1,0,0,0,0
51,Deon Yelder,1,1,12,12.0,4.0,4.0,0,0.0,8,8.0,8,8.0,0,1,2.4%,1,0,0,1,0,0,0,0
52,Jason Witten,1,2,12,6.0,3.0,1.5,0,0.0,9,4.5,3,1.5,0,5,16.7%,2,0,2,1,0,0,0,0
53,Anthony Firkser,1,1,11,11.0,3.0,3.0,0,0.0,8,8.0,4,4.0,0,2,8.0%,1,0,0,1,0,0,0,0
54,Luke Stocker,1,1,9,9.0,1.0,1.0,0,0.0,8,8.0,2,2.0,0,1,2.9%,1,0,0,0,0,0,0,0
55,Blake Bell,1,1,7,7.0,-3.0,-3.0,0,0.0,10,10.0,2,2.0,0,1,3.3%,1,0,0,0,0,0,0,0
56,Darrell Daniels,1,1,7,7.0,4.0,4.0,0,0.0,3,3.0,0,0.0,0,2,4.3%,1,0,0,0,0,0,0,0
57,Durham Smythe,1,2,6,3.0,4.0,2.0,0,0.0,2,1.0,0,0.0,0,2,5.9%,2,0,0,0,0,0,0,0
58,Vance McDonald,1,1,5,5.0,5.0,5.0,0,0.0,0,0.0,0,0.0,0,1,2.0%,1,0,0,0,0,0,0,0
59,Dan Arnold,1,3,25,8.3,11.0,3.7,0,0.0,14,4.7,3,1.0,0,5,10.9%,4,1,0,1,0,0,0,0
60,Adam Shaheen,1,1,3,3.0,0.0,0.0,0,0.0,3,3.0,1,1.0,0,1,2.9%,1,0,0,0,0,0,0,0
61,Kahale Warring,1,1,3,3.0,2.0,2.0,0,0.0,1,1.0,0,0.0,0,3,9.1%,1,0,1,0,0,0,0,0
62,Eric Saubert,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
63,Chris Myarick,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
64,Caleb Wilson,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
65,Colby Parkinson,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
66,C.J. Uzomah,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
67,Dalton Keene,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
68,Troy Fumagalli,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,1,2.3%,0,0,0,0,0,0,0,0
69,Ricky Seals-Jones,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
70,Daniel Helm,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
71,Albert Okwuegbunam Jr.,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
72,Geoff Swaim,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
73,Trevon Wesco,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
74,Johnny Mundt,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
75,Foster Moreau,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0%,0,0,0,0,0,0,0,0
76,Bruce Miller,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0%,0,0,0,0,0,0,0,0
77,Matt Sokol,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
78,Ian Thomas,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
79,Hunter Henry,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
80,Chris Manhertz,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
81,Jaeden Graham,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
82,Tyler Kroft,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
83,Jake Bargas,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
84,Seth DeValve,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,1,2.2%,0,0,0,0,0,0,0,0
85,Hunter Bryant,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
86,Marcus Baugh,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
87,Josiah Deguara,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
