,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Darren Waller,1,9,150,16.7,110.0,12.2,0,0.0,40,4.4,12,1.3,0,12,40.0%,10,0,1,7,3,1,0,0
2,Travis Kelce,1,8,68,8.5,31.0,3.9,0,0.0,37,4.6,11,1.4,0,12,27.3%,8,0,2,3,0,0,0,0
3,Noah Fant,1,8,68,8.5,42.0,5.3,0,0.0,26,3.3,10,1.3,0,11,34.4%,8,0,1,3,0,0,0,0
4,Tyler Higbee,1,4,67,16.8,24.0,6.0,0,0.0,43,10.8,35,8.8,1,5,16.7%,5,1,1,2,1,1,1,1
5,Mark Andrews,1,5,66,13.2,57.0,11.4,0,0.0,9,1.8,7,1.4,0,5,19.2%,5,0,1,3,1,0,0,0
6,Hunter Henry,1,5,65,13.0,46.0,9.2,0,0.0,19,3.8,10,2.0,0,7,21.9%,5,0,2,4,0,0,0,0
7,Tyler Conklin,1,3,57,19.0,5.0,1.7,0,0.0,52,17.3,12,4.0,1,4,13.3%,3,0,0,2,2,1,0,0
8,Logan Thomas,1,13,101,7.8,39.0,3.0,0,0.0,62,4.8,18,1.4,0,16,30.2%,13,0,1,5,1,0,0,0
9,Austin Hooper,1,5,41,8.2,22.0,4.4,0,0.0,19,3.8,4,0.8,1,6,20.0%,5,0,2,2,0,0,0,0
10,Dawson Knox,1,2,36,18.0,26.0,13.0,0,0.0,10,5.0,3,1.5,0,4,10.5%,2,0,1,1,1,0,0,0
11,Hayden Hurst,1,4,21,5.3,21.0,5.3,0,0.0,0,0.0,0,0.0,0,5,10.4%,4,0,1,1,0,0,0,0
12,Jordan Reed,1,2,18,9.0,7.0,3.5,0,0.0,11,5.5,4,2.0,0,5,12.2%,3,1,3,1,0,0,0,0
13,Robert Tonyan,1,3,18,6.0,13.0,4.3,0,0.0,5,1.7,0,0.0,0,3,11.5%,3,0,2,1,0,0,0,0
14,Jacob Hollister,1,2,17,8.5,16.0,8.0,0,0.0,1,0.5,0,0.0,0,2,7.7%,2,0,1,1,0,0,0,0
15,Dalton Schultz,1,2,14,7.0,4.0,2.0,0,0.0,10,5.0,6,3.0,1,2,6.3%,2,0,1,1,0,0,0,0
16,Zach Ertz,1,2,69,34.5,45.0,22.5,0,0.0,24,12.0,5,2.5,0,7,17.5%,2,0,0,2,2,1,1,1
17,Dan Arnold,1,3,54,18.0,44.0,14.7,0,0.0,10,3.3,2,0.7,0,5,13.5%,3,0,0,3,2,0,0,0
18,Cameron Brate,1,4,54,13.5,41.0,10.3,0,0.0,13,3.3,2,0.5,0,4,9.3%,4,0,0,3,0,0,0,0
19,Jonnu Smith,1,5,52,10.4,24.0,4.8,0,0.0,28,5.6,9,1.8,0,5,19.2%,5,0,0,2,0,0,0,0
20,Tyler Eifert,1,3,51,17.0,38.0,12.7,0,0.0,13,4.3,9,3.0,0,4,14.8%,3,0,0,3,1,0,0,0
21,Jordan Akins,1,5,50,10.0,40.0,8.0,0,0.0,10,2.0,1,0.2,0,6,15.8%,6,1,0,2,1,0,0,0
22,Chris Herndon IV,1,3,48,16.0,39.0,13.0,0,0.0,9,3.0,5,1.7,0,4,14.8%,3,0,1,3,1,0,0,0
23,Evan Engram,1,4,46,11.5,28.0,7.0,0,0.0,18,4.5,5,1.3,0,7,21.9%,5,1,2,2,1,0,0,0
