,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Travis Kelce,1,8,108,13.5,61.0,7.6,0,0.0,47,5.9,9,1.1,0,12,28.6%,9,0,3,4,2,1,0,0
2,Jonnu Smith,1,5,40,8.0,21.0,4.2,0,0.0,19,3.8,8,1.6,0,7,25.0%,6,1,2,1,0,0,0,0
3,Darren Fells,1,2,57,28.5,28.0,14.0,0,0.0,29,14.5,0,0.0,0,2,5.7%,2,0,0,2,1,1,1,1
4,Mark Andrews,1,6,56,9.3,47.0,7.8,0,0.0,9,1.5,6,1.0,0,9,25.0%,6,0,2,2,0,0,0,0
5,Jared Cook,1,2,52,26.0,42.0,21.0,0,0.0,10,5.0,0,0.0,0,3,6.4%,2,0,1,2,1,1,1,1
6,Darren Waller,1,5,48,9.6,10.0,2.0,0,0.0,38,7.6,13,2.6,1,7,22.6%,5,0,1,1,1,0,0,0
7,Jimmy Graham,1,3,33,11.0,31.0,10.3,0,0.0,2,0.7,1,0.3,0,5,11.9%,3,0,1,2,0,0,0,0
8,Mike Gesicki,1,5,91,18.2,44.0,8.8,0,0.0,47,9.4,14,2.8,0,6,22.2%,5,0,1,2,1,1,1,1
9,Gerald Everett,1,4,90,22.5,19.0,4.8,0,0.0,71,17.8,17,4.3,3,4,13.8%,4,0,0,4,2,1,1,1
10,Evan Engram,1,1,16,16.0,6.0,6.0,0,0.0,10,10.0,2,2.0,0,2,6.9%,1,0,0,1,0,0,0,0
11,Hunter Henry,1,4,23,5.8,19.0,4.8,0,0.0,4,1.0,2,0.5,0,8,25.0%,5,1,1,0,0,0,0,0
12,Will Dissly,1,1,19,19.0,19.0,19.0,0,0.0,0,0.0,0,0.0,0,1,3.3%,1,0,1,1,0,0,0,0
13,Irv Smith Jr.,1,4,64,16.0,53.0,13.3,0,0.0,11,2.8,7,1.8,0,5,13.2%,4,0,0,3,2,0,0,0
14,Adam Shaheen,1,1,3,3.0,0.0,0.0,0,0.0,3,3.0,1,1.0,0,1,3.7%,1,0,1,0,0,0,0,0
