,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Travis Kelce,1,8,109,13.6,60.0,7.5,0,0.0,49,6.1,25,3.1,1,12,25.5%,8,0,1,6,2,0,0,0
2,Jared Cook,1,5,51,10.2,39.0,7.8,0,0.0,12,2.4,8,1.6,0,7,17.1%,5,0,2,3,0,0,0,0
3,Eric Ebron,1,4,48,12.0,26.0,6.5,0,0.0,22,5.5,4,1.0,0,5,15.6%,5,1,1,2,0,0,0,0
4,Rob Gronkowski,1,4,41,10.3,27.0,6.8,0,0.0,14,3.5,5,1.3,0,4,10.0%,4,0,1,2,0,0,0,0
5,Robert Tonyan,1,5,79,15.8,40.0,8.0,0,0.0,39,7.8,1,0.2,0,7,18.4%,5,0,0,2,1,1,1,1
6,Jack Doyle,1,2,18,9.0,4.0,2.0,0,0.0,14,7.0,0,0.0,0,3,9.1%,2,0,1,1,0,0,0,0
7,Ross Dwelley,1,1,16,16.0,11.0,11.0,0,0.0,5,5.0,2,2.0,0,4,10.0%,1,0,2,1,0,0,0,0
8,Trey Burton,1,3,9,3.0,6.0,2.0,0,0.0,3,1.0,0,0.0,0,4,12.1%,3,0,1,0,0,0,0,0
9,Evan Engram,1,5,61,12.2,41.0,8.2,0,0.0,20,4.0,9,1.8,0,10,24.4%,5,0,3,2,1,1,0,0
10,Albert Okwuegbunam Jr.,1,1,9,9.0,9.0,9.0,0,0.0,0,0.0,0,0.0,0,1,2.6%,1,0,1,0,0,0,0,0
11,T.J. Hockenson,1,7,65,9.3,29.0,4.1,0,0.0,36,5.1,5,0.7,0,10,25.0%,7,0,0,5,0,0,0,0
12,Hayden Hurst,1,5,54,10.8,33.0,6.6,0,0.0,21,4.2,4,0.8,0,7,23.3%,6,1,1,3,0,0,0,0
13,Dalton Schultz,1,6,53,8.8,35.0,5.8,0,0.0,18,3.0,11,1.8,1,8,21.1%,6,0,0,1,0,0,0,0
14,Noah Fant,1,7,47,6.7,19.0,2.7,0,0.0,28,4.0,5,0.7,0,9,23.7%,7,0,0,1,0,0,0,0
15,Jace Sternberger,1,3,46,15.3,23.0,7.7,0,0.0,23,7.7,3,1.0,0,4,10.5%,3,0,0,2,1,0,0,0
16,George Kittle,1,2,39,19.5,22.0,11.0,0,0.0,17,8.5,6,3.0,0,4,10.0%,3,1,0,2,1,0,0,0
17,Mo Alie-Cox,1,3,37,12.3,32.0,10.7,0,0.0,5,1.7,2,0.7,0,4,12.1%,4,1,0,2,0,0,0,0
18,Anthony Firkser,1,2,36,18.0,20.0,10.0,0,0.0,16,8.0,2,1.0,0,3,10.3%,3,0,0,2,1,0,0,0
19,Cameron Brate,1,2,35,17.5,21.0,10.5,0,0.0,14,7.0,5,2.5,0,2,5.0%,2,0,0,2,1,0,0,0
20,Hunter Henry,1,4,33,8.3,6.0,1.5,0,0.0,27,6.8,9,2.3,1,4,9.5%,4,0,0,1,0,0,0,0
21,Mark Andrews,1,3,32,10.7,19.0,6.3,0,0.0,13,4.3,2,0.7,0,6,23.1%,4,0,1,2,0,0,0,0
22,Gerald Everett,1,5,32,6.4,17.0,3.4,0,0.0,15,3.0,6,1.2,0,9,15.8%,6,1,0,1,0,0,0,0
23,Jonnu Smith,1,2,29,14.5,16.0,8.0,0,0.0,13,6.5,2,1.0,0,2,6.9%,2,0,0,2,0,0,0,0
24,Ian Thomas,1,3,28,9.3,9.0,3.0,0,0.0,19,6.3,6,2.0,0,3,11.5%,3,0,0,1,1,0,0,0
25,Darren Waller,1,5,27,5.4,8.0,1.6,0,0.0,19,3.8,0,0.0,0,6,27.3%,6,1,1,0,0,0,0,0
26,Ryan Izzo,1,2,24,12.0,11.0,5.5,0,0.0,13,6.5,3,1.5,0,3,13.0%,3,1,0,1,0,0,0,0
27,Jesse James,1,1,23,23.0,-1.0,-1.0,0,0.0,24,24.0,21,21.0,1,1,2.5%,1,0,0,1,1,0,0,0
28,Jason Witten,1,2,21,10.5,21.0,10.5,0,0.0,0,0.0,0,0.0,0,2,9.1%,2,0,0,1,0,0,0,0
29,David Njoku,1,1,19,19.0,-3.0,-3.0,0,0.0,22,22.0,16,16.0,1,3,12.0%,2,1,0,1,0,0,0,0
30,Will Dissly,1,1,17,17.0,-3.0,-3.0,0,0.0,20,20.0,0,0.0,0,1,2.8%,1,0,0,1,0,0,0,0
31,Irv Smith Jr.,1,1,16,16.0,7.0,7.0,0,0.0,9,9.0,9,9.0,1,1,7.1%,1,0,0,1,0,0,0,0
32,Durham Smythe,1,2,16,8.0,5.0,2.5,0,0.0,11,5.5,3,1.5,0,2,9.1%,2,0,0,0,0,0,0,0
33,Dallas Goedert,1,1,15,15.0,13.0,13.0,0,0.0,2,2.0,1,1.0,0,1,3.8%,1,0,0,1,0,0,0,0
34,Tyler Higbee,1,2,14,7.0,2.0,1.0,0,0.0,12,6.0,5,2.5,0,4,7.0%,2,0,0,1,0,0,0,0
35,Jimmy Graham,1,2,13,6.5,13.0,6.5,0,0.0,0,0.0,0,0.0,0,7,17.1%,3,1,0,1,0,0,0,0
36,Kyle Rudolph,1,1,12,12.0,1.0,1.0,0,0.0,11,11.0,1,1.0,0,1,7.1%,1,0,0,1,0,0,0,0
37,Tyler Kroft,1,1,11,11.0,10.0,10.0,0,0.0,1,1.0,0,0.0,0,1,5.6%,1,0,0,1,0,0,0,0
38,Levine Toilolo,1,1,9,9.0,5.0,5.0,0,0.0,4,4.0,3,3.0,0,2,4.9%,1,0,0,0,0,0,0,0
39,Mike Gesicki,1,1,8,8.0,8.0,8.0,0,0.0,0,0.0,0,0.0,0,2,9.1%,1,0,0,0,0,0,0,0
40,Josh Hill,1,1,7,7.0,-3.0,-3.0,0,0.0,10,10.0,0,0.0,0,1,2.4%,1,0,0,0,0,0,0,0
41,Jacob Hollister,1,1,6,6.0,-2.0,-2.0,0,0.0,8,8.0,1,1.0,0,2,5.6%,2,1,1,0,0,0,0,0
