,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Darren Waller,1,9,117.0,13.0,68.0,7.6,0,0.0,49,5.4,15,1.7,0,10,28.6%,9,0,1,5,2,0,0,0
2,Chris Herndon IV,1,7,63.0,9.0,19.0,2.7,0,0.0,44,6.3,18,2.6,0,9,27.3%,7,0,0,2,1,0,0,0
3,Pharaoh Brown,1,5,48.0,9.6,35.0,7.0,0,0.0,13,2.6,9,1.8,1,5,12.5%,5,0,2,2,0,0,0,0
4,Jared Cook,1,4,43.0,10.8,35.0,8.8,0,0.0,8,2.0,1,0.3,0,5,17.2%,4,0,2,2,0,0,0,0
5,Devin Asiasi,1,2,39.0,19.5,33.0,16.5,0,0.0,6,3.0,3,1.5,0,3,10.0%,2,0,0,2,1,0,0,0
6,Logan Thomas,1,3,37.0,12.3,5.0,1.7,0,0.0,32,10.7,4,1.3,0,6,20.7%,3,0,1,2,0,0,0,0
7,Donald Parham Jr.,1,3,37.0,12.3,15.0,5.0,0,0.0,22,7.3,10,3.3,0,4,13.3%,3,0,2,1,1,0,0,0
8,Austin Hooper,1,4,37.0,9.3,32.0,8.0,0,0.0,5,1.3,2,0.5,0,5,19.2%,5,1,1,3,0,0,0,0
9,Hayden Hurst,1,4,28.0,7.0,11.0,2.8,0,0.0,17,4.3,6,1.5,0,6,14.6%,4,0,3,1,0,0,0,0
10,Robert Tonyan,1,2,18.0,9.0,6.0,3.0,0,0.0,12,6.0,0,0.0,0,2,8.3%,2,0,1,1,0,0,0,0
11,Troy Fumagalli,1,2,15.0,7.5,12.0,6.0,0,0.0,3,1.5,0,0.0,0,3,7.5%,2,0,2,1,0,0,0,0
12,Dominique Dafney,1,1,13.0,13.0,13.0,13.0,0,0.0,0,0.0,0,0.0,0,1,4.2%,1,0,1,1,0,0,0,0
13,Dalton Schultz,1,7,70.0,10.0,33.0,4.7,0,0.0,37,5.3,27,3.9,2,10,22.7%,8,1,2,3,0,0,0,0
14,George Kittle,1,7,68.0,9.7,41.0,5.9,0,0.0,27,3.9,10,1.4,0,9,25.7%,7,0,0,2,1,1,1,1
15,Stephen Anderson,1,3,52.0,17.3,10.0,3.3,0,0.0,42,14.0,13,4.3,1,3,10.0%,3,0,0,3,0,0,0,0
16,Noah Fant,1,4,48.0,12.0,16.0,4.0,0,0.0,32,8.0,3,0.8,0,6,15.0%,4,0,1,2,1,0,0,0
17,Mike Gesicki,1,5,47.0,9.4,40.0,8.0,0,0.0,7,1.4,2,0.4,0,10,16.9%,5,0,1,2,1,0,0,0
18,Dan Arnold,1,3,46.0,15.3,29.0,9.7,0,0.0,17,5.7,7,2.3,0,3,11.1%,3,0,1,2,1,0,0,0
19,Tyler Higbee,1,3,41.0,13.7,33.0,11.0,0,0.0,8,2.7,2,0.7,0,4,10.8%,3,0,1,2,1,0,0,0
20,Tyler Conklin,1,3,40.0,13.3,21.0,7.0,0,0.0,19,6.3,8,2.7,0,6,15.8%,3,0,0,3,0,0,0,0
21,Vance McDonald,1,5,33.0,6.6,5.0,1.0,0,0.0,28,5.6,7,1.4,1,6,14.3%,6,1,1,1,0,0,0,0
22,Irv Smith Jr.,1,2,30.0,15.0,23.0,11.5,0,0.0,7,3.5,3,1.5,0,3,7.9%,2,0,0,1,1,0,0,0
23,Rob Gronkowski,1,2,29.0,14.5,8.0,4.0,0,0.0,21,10.5,10,5.0,0,4,10.5%,2,0,1,2,0,0,0,0
24,Dawson Knox,1,2,29.0,14.5,20.0,10.0,0,0.0,9,4.5,2,1.0,0,8,21.6%,2,0,0,2,0,0,0,0
25,Mark Andrews,1,4,27.0,6.8,8.0,2.0,0,0.0,19,4.8,2,0.5,0,7,36.8%,4,0,2,0,0,0,0,0
26,T.J. Hockenson,1,3,25.0,8.3,17.0,5.7,0,0.0,8,2.7,2,0.7,0,3,9.7%,3,0,0,1,0,0,0,0
27,Gerald Everett,1,2,25.0,12.5,17.0,8.5,0,0.0,8,4.0,4,2.0,0,7,18.9%,3,1,2,2,0,0,0,0
28,Durham Smythe,1,3,23.0,7.7,9.0,3.0,0,0.0,14,4.7,3,1.0,0,3,5.1%,3,0,0,1,0,0,0,0
29,Adam Shaheen,1,1,22.0,22.0,1.0,1.0,0,0.0,21,21.0,2,2.0,0,3,5.1%,1,0,0,1,1,0,0,0
30,Cole Kmet,1,7,41.0,5.9,10.0,1.4,0,0.0,31,4.4,7,1.0,0,8,19.5%,7,0,1,1,0,0,0,0
31,Ross Dwelley,1,2,21.0,10.5,17.0,8.5,0,0.0,4,2.0,0,0.0,0,2,5.7%,2,0,0,1,0,0,0,0
32,Cethan Carter,1,1,21.0,21.0,17.0,17.0,0,0.0,4,4.0,0,0.0,0,2,10.0%,1,0,0,1,1,0,0,0
33,Will Dissly,1,1,20.0,20.0,3.0,3.0,0,0.0,17,17.0,10,10.0,0,2,6.3%,2,1,0,1,1,0,0,0
34,Daniel Brown,1,1,18.0,18.0,10.0,10.0,0,0.0,8,8.0,4,4.0,0,1,3.0%,1,0,0,1,0,0,0,0
35,Anthony Firkser,1,2,18.0,9.0,12.0,6.0,0,0.0,6,3.0,5,2.5,2,2,7.4%,2,0,0,1,0,0,0,0
36,Jack Doyle,1,3,17.0,5.7,5.0,1.7,0,0.0,12,4.0,6,2.0,0,3,11.5%,3,0,0,0,0,0,0,0
37,Evan Engram,1,2,17.0,8.5,9.0,4.5,0,0.0,8,4.0,5,2.5,0,4,16.0%,4,2,0,1,0,0,0,0
38,Kaden Smith,1,1,16.0,16.0,1.0,1.0,0,0.0,15,15.0,10,10.0,0,1,4.0%,1,0,0,1,0,0,0,0
39,Zach Ertz,1,3,16.0,5.3,10.0,3.3,0,0.0,6,2.0,3,1.0,0,6,20.7%,3,0,1,0,0,0,0,0
40,Drew Sample,1,2,15.0,7.5,1.0,0.5,0,0.0,14,7.0,6,3.0,0,3,15.0%,2,0,0,0,0,0,0,0
41,Luke Stocker,1,1,13.0,13.0,4.0,4.0,0,0.0,9,9.0,7,7.0,0,1,2.4%,1,0,0,1,0,0,0,0
42,David Njoku,1,2,13.0,6.5,7.0,3.5,0,0.0,6,3.0,5,2.5,0,5,19.2%,2,0,3,1,0,0,0,0
43,Cameron Brate,1,1,11.0,11.0,7.0,7.0,0,0.0,4,4.0,2,2.0,0,2,5.3%,1,0,1,1,0,0,0,0
44,James O'Shaughnessy,1,1,10.0,10.0,7.0,7.0,0,0.0,3,3.0,0,0.0,0,1,2.5%,1,0,0,1,0,0,0,0
45,Levine Toilolo,1,1,10.0,10.0,7.0,7.0,0,0.0,3,3.0,0,0.0,0,1,4.0%,1,0,0,1,0,0,0,0
46,Tyler Eifert,1,1,10.0,10.0,10.0,10.0,0,0.0,0,0.0,0,0.0,0,2,5.0%,1,0,0,1,0,0,0,0
47,Eric Saubert,1,1,9.0,9.0,4.0,4.0,0,0.0,5,5.0,3,3.0,0,1,2.5%,1,0,0,0,0,0,0,0
48,Marcedes Lewis,1,1,9.0,9.0,2.0,2.0,0,0.0,7,7.0,0,0.0,0,1,4.2%,1,0,0,0,0,0,0,0
49,Jordan Akins,1,1,9.0,9.0,8.0,8.0,0,0.0,1,1.0,1,1.0,0,2,5.0%,1,0,1,0,0,0,0,0
50,Jonnu Smith,1,1,8.0,8.0,5.0,5.0,0,0.0,3,3.0,3,3.0,1,2,7.4%,1,0,2,0,0,0,0,0
51,Foster Moreau,1,1,7.0,7.0,0.0,0.0,0,0.0,7,7.0,2,2.0,0,1,2.9%,1,0,0,0,0,0,0,0
52,Jacob Hollister,1,1,6.0,6.0,5.0,5.0,0,0.0,1,1.0,0,0.0,0,3,9.4%,1,0,1,0,0,0,0,0
53,Dalton Keene,1,1,6.0,6.0,6.0,6.0,0,0.0,0,0.0,1,1.0,0,2,6.7%,1,0,0,0,0,0,0,0
54,Deon Yelder,1,2,6.0,3.0,2.0,1.0,0,0.0,4,2.0,4,2.0,0,6,19.4%,2,0,1,0,0,0,0,0
55,Jimmy Graham,1,2,5.0,2.5,1.0,0.5,0,0.0,4,2.0,2,1.0,0,2,4.9%,2,0,1,0,0,0,0,0
56,Adam Trautman,1,1,5.0,5.0,-4.0,-4.0,0,0.0,9,9.0,1,1.0,0,1,3.4%,1,0,0,0,0,0,0,0
57,Juwan Johnson,1,1,4.0,4.0,-2.0,-2.0,0,0.0,6,6.0,0,0.0,0,1,3.4%,1,0,0,0,0,0,0,0
58,Charlie Woerner,1,1,3.0,3.0,3.0,3.0,0,0.0,0,0.0,0,0.0,0,1,2.9%,1,0,0,0,0,0,0,0
59,Jesse James,1,1,2.0,2.0,-2.0,-2.0,0,0.0,4,4.0,1,1.0,0,1,3.2%,1,0,0,0,0,0,0,0
60,Albert Okwuegbunam Jr.,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
61,Garrett Griffin,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
62,Rashod Berry,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0%,0,0,0,0,0,0,0,0
63,Trey Burton,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0%,0,0,0,0,0,0,0,0
