,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Darren Waller,1,13,200,15.4,92.0,7.1,0,0.0,108,8.3,47,3.6,2,17,37.0%,13,0,2,7,3,1,0,0
2,Travis Kelce,1,8,136,17.0,81.0,10.1,0,0.0,55,6.9,30,3.8,2,12,30.0%,9,0,0,6,3,0,0,0
3,Dan Arnold,1,2,61,30.5,32.0,16.0,0,0.0,29,14.5,0,0.0,0,3,8.3%,2,0,1,1,1,1,1,1
4,Logan Thomas,1,9,98,10.9,70.0,7.8,0,0.0,28,3.1,5,0.6,0,9,20.5%,9,0,1,4,1,1,0,0
5,Mike Gesicki,1,9,88,9.8,63.0,7.0,0,0.0,25,2.8,19,2.1,0,11,28.9%,9,0,1,3,1,0,0,0
6,Robert Tonyan,1,4,39,9.8,25.0,6.3,0,0.0,14,3.5,2,0.5,0,5,15.6%,4,0,1,1,1,0,0,0
7,Cole Kmet,1,5,37,7.4,4.0,0.8,0,0.0,33,6.6,8,1.6,1,7,21.2%,6,1,1,2,0,0,0,0
8,Jordan Reed,1,3,32,10.7,22.0,7.3,0,0.0,10,3.3,4,1.3,0,4,10.3%,3,0,1,2,0,0,0,0
9,Jared Cook,1,3,28,9.3,27.0,9.0,0,0.0,1,0.3,0,0.0,0,5,13.5%,3,0,1,2,0,0,0,0
10,Dawson Knox,1,4,27,6.8,8.0,2.0,0,0.0,19,4.8,10,2.5,0,4,10.8%,4,0,2,1,0,0,0,0
11,Tyler Higbee,1,4,24,6.0,15.0,3.8,0,0.0,9,2.3,5,1.3,0,6,13.6%,4,0,1,1,0,0,0,0
12,T.J. Hockenson,1,7,84,12.0,75.0,10.7,0,0.0,9,1.3,7,1.0,1,9,22.0%,7,0,1,4,1,0,0,0
13,MyCole Pruitt,1,1,22,22.0,16.0,16.0,0,0.0,6,6.0,0,0.0,0,2,4.8%,2,1,0,1,1,0,0,0
14,Jesse James,1,1,9,9.0,9.0,9.0,0,0.0,0,0.0,0,0.0,0,3,7.3%,1,0,1,0,0,0,0,0
15,Eric Ebron,1,7,68,9.7,40.0,5.7,0,0.0,28,4.0,10,1.4,0,11,20.8%,9,2,1,3,1,0,0,0
16,Dallas Goedert,1,5,66,13.2,52.0,10.4,0,0.0,14,2.8,6,1.2,0,7,28.0%,5,0,0,2,1,1,1,1
17,Noah Fant,1,4,57,14.3,28.0,7.0,0,0.0,29,7.3,1,0.3,0,7,25.9%,4,0,1,2,1,1,0,0
18,Anthony Firkser,1,5,51,10.2,21.0,4.2,0,0.0,30,6.0,6,1.2,0,7,16.7%,5,0,2,3,0,0,0,0
19,Drew Sample,1,7,49,7.0,13.0,1.9,0,0.0,36,5.1,20,2.9,1,7,25.9%,7,0,0,1,0,0,0,0
20,Tyler Eifert,1,6,45,7.5,30.0,5.0,0,0.0,15,2.5,3,0.5,0,6,14.6%,6,0,0,2,0,0,0,0
21,Dalton Schultz,1,4,44,11.0,28.0,7.0,0,0.0,16,4.0,15,3.8,2,4,8.9%,4,0,0,2,0,0,0,0
22,Gerald Everett,1,6,44,7.3,4.0,0.7,0,0.0,40,6.7,9,1.5,0,7,15.9%,6,0,0,2,1,0,0,0
23,James O'Shaughnessy,1,4,41,10.3,26.0,6.5,0,0.0,15,3.8,5,1.3,1,6,14.6%,4,0,0,1,1,0,0,0
24,Marcedes Lewis,1,1,36,36.0,14.0,14.0,0,0.0,22,22.0,4,4.0,0,1,3.1%,1,0,0,1,1,1,0,0
25,Charlie Woerner,1,2,33,16.5,8.0,4.0,0,0.0,25,12.5,9,4.5,1,2,5.1%,2,0,1,2,0,0,0,0
26,Evan Engram,1,4,32,8.0,25.0,6.3,0,0.0,7,1.8,4,1.0,0,8,36.4%,6,1,1,1,0,0,0,0
27,Zach Ertz,1,2,31,15.5,23.0,11.5,0,0.0,8,4.0,1,0.5,0,4,16.0%,2,0,0,2,1,0,0,0
28,Ryan Griffin,1,2,31,15.5,6.0,3.0,0,0.0,25,12.5,3,1.5,0,2,10.0%,2,0,0,2,0,0,0,0
29,Ross Dwelley,1,2,29,14.5,25.0,12.5,0,0.0,4,2.0,2,1.0,0,2,5.1%,2,0,0,2,0,0,0,0
30,Will Dissly,1,4,28,7.0,10.0,2.5,0,0.0,18,4.5,6,1.5,0,5,12.2%,4,0,0,1,0,0,0,0
31,Austin Hooper,1,2,24,12.0,15.0,7.5,0,0.0,9,4.5,3,1.5,0,2,6.3%,2,0,0,1,0,0,0,0
32,Mo Alie-Cox,1,3,23,7.7,6.0,2.0,0,0.0,17,5.7,8,2.7,0,5,14.3%,3,0,0,1,0,0,0,0
33,Donald Parham Jr.,1,2,21,10.5,11.0,5.5,0,0.0,10,5.0,6,3.0,0,4,7.7%,2,0,0,1,0,0,0,0
34,Jacob Hollister,1,3,20,6.7,17.0,5.7,0,0.0,3,1.0,0,0.0,0,4,9.8%,3,0,1,1,0,0,0,0
35,Durham Smythe,1,2,16,8.0,5.0,2.5,0,0.0,11,5.5,2,1.0,0,2,5.3%,2,0,0,1,0,0,0,0
36,Nick Keizer,1,1,15,15.0,10.0,10.0,0,0.0,5,5.0,0,0.0,0,1,2.5%,1,0,0,1,0,0,0,0
37,Luke Willson,1,1,12,12.0,10.0,10.0,0,0.0,2,2.0,1,1.0,0,1,5.9%,1,0,0,1,0,0,0,0
38,Jack Doyle,1,1,12,12.0,4.0,4.0,0,0.0,8,8.0,5,5.0,0,1,2.9%,1,0,0,1,0,0,0,0
39,Trey Burton,1,1,11,11.0,4.0,4.0,0,0.0,7,7.0,4,4.0,0,3,8.6%,2,1,1,1,0,0,0,0
40,Tyler Conklin,1,1,10,10.0,7.0,7.0,0,0.0,3,3.0,2,2.0,0,1,2.5%,1,0,0,1,0,0,0,0
41,Jordan Akins,1,2,10,5.0,4.0,2.0,0,0.0,6,3.0,4,2.0,0,3,8.1%,2,0,0,0,0,0,0,0
42,Hayden Hurst,1,1,9,9.0,9.0,9.0,0,0.0,0,0.0,0,0.0,0,4,10.8%,1,0,2,0,0,0,0,0
43,Adam Trautman,1,3,9,3.0,3.0,1.0,0,0.0,6,2.0,0,0.0,0,3,8.1%,3,0,0,0,0,0,0,0
