,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Harrison Bryant,1,4,56,14.0,30.0,7.5,0,0.0,26,6.5,15,3.8,1,5,17.9%,4,0,2,2,1,1,0,0
2,Rob Gronkowski,1,5,62,12.4,50.0,10.0,0,0.0,12,2.4,1,0.2,0,8,19.5%,5,0,2,2,2,0,0,0
3,Logan Thomas,1,4,60,15.0,37.0,9.3,0,0.0,23,5.8,11,2.8,1,4,19.0%,4,0,1,3,1,0,0,0
4,T.J. Hockenson,1,5,59,11.8,40.0,8.0,0,0.0,19,3.8,3,0.6,0,6,18.8%,5,0,2,4,0,0,0,0
5,Darren Waller,1,6,50,8.3,29.0,4.8,0,0.0,21,3.5,8,1.3,0,9,25.0%,6,0,1,4,0,0,0,0
6,Jared Cook,1,3,32,10.7,25.0,8.3,0,0.0,7,2.3,3,1.0,0,4,11.4%,3,0,1,1,1,0,0,0
7,Gerald Everett,1,4,28,7.0,15.0,3.8,0,0.0,13,3.3,8,2.0,1,5,16.1%,4,0,1,2,0,0,0,0
8,Virgil Green,1,1,26,26.0,26.0,26.0,0,0.0,0,0.0,0,0.0,0,2,4.8%,1,0,0,1,1,0,0,0
9,Richard Rodgers,1,6,85,14.2,61.0,10.2,0,0.0,24,4.0,14,2.3,0,8,19.5%,6,0,1,4,1,1,0,0
10,Donald Parham Jr.,1,1,22,22.0,22.0,22.0,0,0.0,0,0.0,0,0.0,0,1,2.4%,1,0,0,1,1,0,0,0
