,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Dallas Goedert,1,7,75,10.7,46.0,6.6,0,0.0,29,4.1,21,3.0,1,10,23.8%,7,0,3,3,1,0,0,0
2,Robert Tonyan,1,5,67,13.4,41.0,8.2,0,0.0,26,5.2,8,1.6,0,5,17.2%,5,0,0,2,1,1,0,0
3,Richard Rodgers,1,3,53,17.7,46.0,15.3,0,0.0,7,2.3,1,0.3,0,6,14.3%,3,0,1,2,1,1,0,0
4,Evan Engram,1,6,129,21.5,92.0,15.3,0,0.0,37,6.2,8,1.3,0,9,24.3%,6,0,0,4,2,2,2,2
5,Rob Gronkowski,1,6,106,17.7,66.0,11.0,0,0.0,40,6.7,15,2.5,0,7,17.1%,6,0,1,2,2,1,1,1
6,Trey Burton,1,3,42,14.0,38.0,12.7,0,0.0,4,1.3,0,0.0,0,6,14.3%,3,0,1,3,0,0,0,0
7,Mike Gesicki,1,2,35,17.5,24.0,12.0,0,0.0,11,5.5,0,0.0,0,5,12.8%,2,0,1,2,1,0,0,0
8,Logan Thomas,1,4,20,5.0,16.0,4.0,0,0.0,4,1.0,0,0.0,0,4,16.7%,4,0,4,0,0,0,0,0
9,T.J. Hockenson,1,5,89,17.8,27.0,5.4,0,0.0,62,12.4,10,2.0,0,8,19.0%,6,1,0,3,1,1,1,1
10,Travis Kelce,1,8,82,10.3,54.0,6.8,0,0.0,28,3.5,8,1.0,1,8,17.4%,8,0,0,4,1,0,0,0
11,Tyler Eifert,1,3,16,5.3,10.0,3.3,0,0.0,6,2.0,1,0.3,0,4,12.1%,3,0,1,0,0,0,0,0
12,Marcedes Lewis,1,2,16,8.0,3.0,1.5,0,0.0,13,6.5,8,4.0,0,4,13.8%,4,2,1,1,0,0,0,0
13,Austin Hooper,1,2,13,6.5,4.0,2.0,0,0.0,9,4.5,1,0.5,0,2,7.4%,2,0,1,0,0,0,0,0
14,Kyle Rudolph,1,7,68,9.7,51.0,7.3,0,0.0,17,2.4,4,0.6,0,8,18.6%,7,0,1,2,1,0,0,0
15,Hunter Henry,1,7,67,9.6,43.0,6.1,0,0.0,24,3.4,18,2.6,1,10,19.6%,9,0,1,4,0,0,0,0
16,Adam Shaheen,1,1,7,7.0,6.0,6.0,0,0.0,1,1.0,1,1.0,0,2,5.1%,1,0,1,0,0,0,0,0
17,Dawson Knox,1,1,2,2.0,2.0,2.0,0,0.0,0,0.0,0,0.0,0,1,4.2%,1,0,1,0,0,0,0,0
18,Eric Ebron,1,7,54,7.7,44.0,6.3,0,0.0,10,1.4,1,0.1,0,11,21.6%,9,2,3,1,1,0,0,0
19,Hayden Hurst,1,4,48,12.0,17.0,4.3,0,0.0,31,7.8,11,2.8,1,8,21.6%,4,0,1,4,0,0,0,0
20,Cameron Brate,1,4,34,8.5,21.0,5.3,0,0.0,13,3.3,5,1.3,0,6,14.6%,4,0,0,1,0,0,0,0
21,Jimmy Graham,1,3,32,10.7,25.0,8.3,0,0.0,7,2.3,3,1.0,0,4,9.1%,3,0,2,2,0,0,0,0
22,Geoff Swaim,1,3,30,10.0,20.0,6.7,0,0.0,10,3.3,0,0.0,0,3,15.0%,3,0,0,2,0,0,0,0
23,Dalton Schultz,1,5,24,4.8,11.0,2.2,0,0.0,13,2.6,3,0.6,0,5,14.7%,5,0,1,0,0,0,0,0
24,Darren Waller,1,4,23,5.8,0.0,0.0,0,0.0,23,5.8,6,1.5,0,7,18.9%,4,0,1,1,0,0,0,0
25,Drew Sample,1,4,40,10.0,29.0,7.3,0,0.0,11,2.8,0,0.0,1,5,18.5%,4,0,0,2,0,0,0,0
26,Durham Smythe,1,3,19,6.3,15.0,5.0,0,0.0,4,1.3,0,0.0,0,3,7.7%,3,0,0,1,0,0,0,0
27,Mo Alie-Cox,1,2,19,9.5,12.0,6.0,0,0.0,7,3.5,0,0.0,0,2,4.8%,2,0,0,1,0,0,0,0
28,Jordan Reed,1,2,18,9.0,14.0,7.0,0,0.0,4,2.0,4,2.0,0,6,17.6%,3,1,0,1,0,0,0,0
29,James O'Shaughnessy,1,2,17,8.5,10.0,5.0,0,0.0,7,3.5,0,0.0,0,4,12.1%,2,0,1,1,0,0,0,0
30,Dan Arnold,1,1,17,17.0,14.0,14.0,0,0.0,3,3.0,0,0.0,0,3,8.8%,1,0,1,1,0,0,0,0
31,Gerald Everett,1,2,16,8.0,-1.0,-0.5,0,0.0,17,8.5,5,2.5,1,2,6.7%,2,0,0,1,0,0,0,0
32,Noah Fant,1,1,13,13.0,-3.0,-3.0,0,0.0,16,16.0,4,4.0,0,2,25.0%,1,0,0,1,0,0,0,0
33,Chris Manhertz,1,1,11,11.0,2.0,2.0,0,0.0,9,9.0,1,1.0,0,1,3.1%,1,0,0,1,0,0,0,0
34,Jacob Hollister,1,2,11,5.5,6.0,3.0,0,0.0,5,2.5,3,1.5,0,5,16.7%,2,0,1,0,0,0,0,0
35,Jaeden Graham,1,1,11,11.0,3.0,3.0,0,0.0,8,8.0,1,1.0,0,2,5.4%,2,1,0,1,0,0,0,0
36,Stephen Carlson,1,1,11,11.0,0.0,0.0,0,0.0,11,11.0,0,0.0,0,1,3.7%,1,0,0,1,0,0,0,0
37,Jesse James,1,1,10,10.0,3.0,3.0,0,0.0,7,7.0,0,0.0,0,1,2.4%,1,0,0,1,0,0,0,0
38,Maxx Williams,1,2,10,5.0,4.0,2.0,0,0.0,6,3.0,3,1.5,0,2,5.9%,2,0,1,0,0,0,0,0
39,Adam Trautman,1,1,8,8.0,-4.0,-4.0,0,0.0,12,12.0,6,6.0,0,1,7.1%,1,0,1,0,0,0,0,0
40,Cole Kmet,1,1,8,8.0,-1.0,-1.0,0,0.0,9,9.0,2,2.0,0,3,6.8%,1,0,1,0,0,0,0,0
41,Tyler Higbee,1,1,6,6.0,3.0,3.0,0,0.0,3,3.0,0,0.0,0,2,6.7%,1,0,0,0,0,0,0,0
42,Brandon Dillon,1,1,6,6.0,5.0,5.0,0,0.0,1,1.0,0,0.0,0,1,2.3%,1,0,0,0,0,0,0,0
43,Tyler Conklin,1,1,5,5.0,3.0,3.0,0,0.0,2,2.0,1,1.0,0,2,4.7%,2,1,0,0,0,0,0,0
44,Cethan Carter,1,1,5,5.0,5.0,5.0,0,0.0,0,0.0,0,0.0,0,1,3.7%,1,0,0,0,0,0,0,0
45,Jace Sternberger,1,1,5,5.0,1.0,1.0,0,0.0,4,4.0,0,0.0,0,1,3.4%,1,0,0,0,0,0,0,0
46,Jordan Akins,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,2,8.7%,0,0,1,0,0,0,0,0
47,Ian Thomas,1,1,4,4.0,-1.0,-1.0,0,0.0,5,5.0,0,0.0,0,2,6.3%,1,0,0,0,0,0,0,0
48,Lee Smith,1,1,3,3.0,1.0,1.0,0,0.0,2,2.0,1,1.0,0,1,4.2%,1,0,0,0,0,0,0,0
49,Ross Dwelley,1,1,3,3.0,1.0,1.0,0,0.0,2,2.0,1,1.0,0,2,5.9%,1,0,0,0,0,0,0,0
50,Deon Yelder,1,1,2,2.0,0.0,0.0,0,0.0,2,2.0,1,1.0,0,1,2.2%,1,0,0,0,0,0,0,0
51,Albert Okwuegbunam Jr.,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
52,Tyler Davis,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
53,Isaac Nauta,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
54,Pharaoh Brown,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
55,Harrison Bryant,1,1,13,13.0,8.0,8.0,0,0.0,5,5.0,0,0.0,0,2,7.4%,1,0,1,1,0,0,0,0
56,Jordan Thomas,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
57,Evan Baylis,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
58,Mason Schreck,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
59,Temarrick Hemingway,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
60,Chris Myarick,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
61,Juwan Johnson,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
62,Foster Moreau,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
63,Jason Witten,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
64,Donald Parham Jr.,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,1,2.0%,0,0,0,0,0,0,0,0
65,Stephen Anderson,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0%,0,0,0,0,0,0,0,0
66,Brycen Hopkins,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
67,Johnny Mundt,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
68,Dalton Keene,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
69,Sean Culkin,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
70,Troy Fumagalli,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,1,12.5%,0,0,0,0,0,0,0,0
71,Sean McKeon,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
72,Caleb Wilson,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
73,Colby Parkinson,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
74,Eric Saubert,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0%,0,0,0,0,0,0,0,0
75,Colin Thompson,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
76,David Njoku,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
77,Mark Andrews,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
78,Ryan Izzo,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
79,Zach Ertz,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
80,Jeremy Sprinkle,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0%,0,0,0,0,0,0,0,0
81,Luke Willson,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,2,11.1%,0,0,1,0,0,0,0,0
82,Will Dissly,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
83,Luke Stocker,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
84,Josiah Deguara,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
85,Daniel Brown,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0%,0,0,0,0,0,0,0,0
86,Ryan Griffin,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
87,Chris Herndon IV,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
88,Jack Doyle,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,1,2.4%,0,0,0,0,0,0,0,0
89,Ben Ellefson,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,1,3.0%,0,1,0,0,0,0,0,0
