,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Travis Kelce,1,8,127,15.9,106.0,13.3,0,0.0,21.0,2.6,26,3.3,0,10,22.7%,9,1,1,7,2,0,0,0
2,Mark Andrews,1,5,96,19.2,85.0,17.0,0,0.0,11.0,2.2,3,0.6,0,7,25.0%,5,0,1,4,2,2,0,0
3,Darren Waller,1,7,88,12.6,37.0,5.3,0,0.0,51.0,7.3,30,4.3,0,7,24.1%,7,0,2,4,1,0,0,0
4,Dallas Goedert,1,5,77,15.4,36.0,7.2,0,0.0,41.0,8.2,13,2.6,1,6,17.6%,5,0,1,3,2,1,0,0
5,Hunter Henry,1,4,48,12.0,37.0,9.3,0,0.0,11.0,2.8,5,1.3,0,7,14.6%,4,0,3,2,1,0,0,0
6,Richard Rodgers,1,2,48,24.0,44.0,22.0,0,0.0,4.0,2.0,0,0.0,0,2,5.9%,2,0,1,2,1,0,0,0
7,Robert Tonyan,1,5,44,8.8,35.0,7.0,0,0.0,9.0,1.8,2,0.4,0,5,14.3%,5,0,1,1,1,0,0,0
8,Eric Ebron,1,4,36,9.0,22.0,5.5,0,0.0,14.0,3.5,5,1.3,0,7,15.2%,4,0,0,1,1,0,0,0
9,Chris Herndon IV,1,2,32,16.0,32.0,16.0,0,0.0,0.0,0.0,0,0.0,0,3,10.7%,3,1,1,1,1,0,0,0
10,Trey Burton,1,2,25,12.5,22.0,11.0,0,0.0,3.0,1.5,0,0.0,0,5,14.3%,2,0,1,1,0,0,0,0
11,Dalton Schultz,1,4,25,6.3,18.0,4.5,0,0.0,7.0,1.8,4,1.0,0,6,19.4%,4,0,3,1,0,0,0,0
12,Jordan Akins,1,5,83,16.6,50.0,10.0,0,0.0,33.0,6.6,7,1.4,0,6,16.2%,5,0,0,3,3,0,0,0
13,Jonnu Smith,1,4,20,5.0,-1.0,-0.3,0,0.0,21.0,5.3,4,1.0,0,6,18.8%,5,1,2,0,0,0,0,0
14,T.J. Hockenson,1,4,68,17.0,20.0,5.0,0,0.0,48.0,12.0,18,4.5,1,7,21.9%,5,1,0,3,1,1,0,0
15,Jack Doyle,1,1,6,6.0,6.0,6.0,0,0.0,0.0,0.0,0,0.0,0,2,5.7%,1,0,1,0,0,0,0,0
16,Dan Arnold,1,1,4,4.0,4.0,4.0,0,0.0,0.0,0.0,0,0.0,0,2,5.1%,2,0,1,0,0,0,0,0
17,Jason Witten,1,1,1,1.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0,1,3.4%,1,0,1,0,0,0,0,0
18,Ryan Izzo,1,2,59,29.5,51.0,25.5,0,0.0,8.0,4.0,0,0.0,0,3,7.9%,2,0,0,1,1,1,1,1
19,Noah Fant,1,4,55,13.8,22.0,5.5,0,0.0,33.0,8.3,8,2.0,0,5,16.7%,4,0,2,2,1,0,0,0
20,Mike Gesicki,1,4,43,10.8,34.0,8.5,0,0.0,9.0,2.3,3,0.8,0,5,13.5%,4,0,1,1,1,0,0,0
21,Austin Hooper,1,3,33,11.0,22.0,7.3,0,0.0,11.0,3.7,1,0.3,0,5,27.8%,4,1,1,1,1,0,0,0
22,Anthony Firkser,1,4,33,8.3,27.0,6.8,0,0.0,6.0,1.5,2,0.5,0,5,15.6%,4,0,2,1,0,0,0,0
23,Tyler Eifert,1,2,32,16.0,31.0,15.5,0,0.0,1.0,0.5,3,1.5,0,5,15.2%,2,0,1,2,0,0,0,0
24,Maxx Williams,1,2,29,14.5,23.0,11.5,0,0.0,6.0,3.0,4,2.0,0,2,5.1%,2,0,0,1,1,0,0,0
25,Darren Fells,1,2,29,14.5,19.0,9.5,0,0.0,10.0,5.0,7,3.5,2,2,5.4%,2,0,0,2,0,0,0,0
26,Drew Sample,1,2,29,14.5,27.0,13.5,0,0.0,2.0,1.0,1,0.5,0,4,9.1%,3,1,0,2,0,0,0,0
27,Kyle Rudolph,1,3,28,9.3,5.0,1.7,0,0.0,23.0,7.7,2,0.7,0,3,10.7%,3,0,1,2,0,0,0,0
28,Gerald Everett,1,4,27,6.8,10.0,2.5,0,0.0,17.0,4.3,4,1.0,1,5,10.2%,5,1,1,1,0,0,0,0
29,Rob Gronkowski,1,2,25,12.5,19.0,9.5,0,0.0,6.0,3.0,4,2.0,0,6,12.8%,2,0,0,1,0,0,0,0
30,Nick Vannett,1,2,24,12.0,2.0,1.0,0,0.0,22.0,11.0,4,2.0,0,2,6.7%,2,0,1,1,0,0,0,0
31,Jace Sternberger,1,3,23,7.7,6.0,2.0,0,0.0,17.0,5.7,3,1.0,0,3,8.6%,3,0,1,1,0,0,0,0
32,Cameron Brate,1,3,23,7.7,22.0,7.3,0,0.0,1.0,0.3,1,0.3,0,4,8.5%,3,0,0,0,0,0,0,0
33,Irv Smith Jr.,1,2,23,11.5,11.0,5.5,0,0.0,12.0,6.0,4,2.0,0,2,7.1%,2,0,0,2,0,0,0,0
34,Pharaoh Brown,1,2,22,11.0,5.0,2.5,0,0.0,17.0,8.5,14,7.0,1,3,8.1%,2,0,0,1,0,0,0,0
35,Tyler Higbee,1,4,19,4.8,14.0,3.5,0,0.0,5.0,1.3,2,0.5,1,4,8.2%,4,0,0,0,0,0,0,0
36,Greg Olsen,1,2,20,10.0,11.0,5.5,0,0.0,9.0,4.5,7,3.5,0,2,7.4%,2,0,0,2,0,0,0,0
37,Adam Trautman,1,1,19,19.0,6.0,6.0,0,0.0,13.0,13.0,7,7.0,0,1,4.3%,1,0,0,1,0,0,0,0
38,Derek Carrier,1,1,14,14.0,-4.0,-4.0,0,0.0,18.0,18.0,11,11.0,1,1,3.4%,1,0,0,1,0,0,0,0
39,Jacob Hollister,1,2,14,7.0,0.0,0.0,0,0.0,14.0,7.0,4,2.0,0,3,11.1%,3,1,0,0,0,0,0,0
40,Blake Bell,1,1,13,13.0,13.0,13.0,0,0.0,0.0,0.0,0,0.0,0,1,3.2%,1,0,0,1,0,0,0,0
41,Will Dissly,1,1,10,10.0,8.0,8.0,0,0.0,2.0,2.0,1,1.0,0,1,3.7%,1,0,0,1,0,0,0,0
42,Ben Ellefson,1,1,10,10.0,7.0,7.0,0,0.0,3.0,3.0,2,2.0,0,3,9.1%,1,0,0,1,0,0,0,0
