,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Travis Kelce,1,10,159.0,15.9,93.0,9.3,0,0.0,66,6.6,33,3.3,1,12,27.3%,10,0,1,7,3,1,1,1
2,Irv Smith Jr.,1,2,10.0,5.0,8.0,4.0,0,0.0,2,1.0,0,0.0,0,4,20.0%,2,0,2,0,0,0,0,0
3,Jimmy Graham,1,6,55.0,9.2,14.0,2.3,0,0.0,41,6.8,4,0.7,0,6,12.8%,6,0,1,2,1,0,0,0
4,Evan Engram,1,5,48.0,9.6,35.0,7.0,0,0.0,13,2.6,7,1.4,0,10,30.3%,7,2,1,2,0,0,0,0
5,Adam Trautman,1,3,39.0,13.0,14.0,4.7,0,0.0,25,8.3,1,0.3,0,3,8.8%,3,0,1,1,1,0,0,0
6,T.J. Hockenson,1,5,39.0,7.8,27.0,5.4,0,0.0,12,2.4,3,0.6,0,8,18.2%,5,0,2,1,0,0,0,0
7,Jonnu Smith,1,2,32.0,16.0,13.0,6.5,0,0.0,19,9.5,5,2.5,0,2,9.5%,2,0,1,1,1,1,0,0
8,Darren Waller,1,5,22.0,4.4,1.0,0.2,0,0.0,21,4.2,4,0.8,0,10,43.5%,6,1,3,0,0,0,0,0
9,Eric Ebron,1,3,22.0,7.3,10.0,3.3,0,0.0,12,4.0,0,0.0,0,6,13.3%,3,0,1,0,0,0,0,0
10,Darrell Daniels,1,1,21.0,21.0,21.0,21.0,0,0.0,0,0.0,0,0.0,0,1,3.8%,1,0,0,1,1,0,0,0
11,Josh Hill,1,2,14.0,7.0,14.0,7.0,0,0.0,0,0.0,0,0.0,0,2,5.9%,2,0,1,1,0,0,0,0
12,Maxx Williams,1,1,4.0,4.0,0.0,0.0,0,0.0,4,4.0,0,0.0,0,1,3.8%,1,0,1,0,0,0,0,0
13,Hayden Hurst,1,7,62.0,8.9,22.0,3.1,0,0.0,40,5.7,4,0.6,0,8,22.9%,7,0,1,3,1,0,0,0
14,Marcedes Lewis,1,1,1.0,1.0,1.0,1.0,0,0.0,0,0.0,0,0.0,0,1,3.3%,1,0,1,0,0,0,0,0
15,Tyler Kroft,1,1,1.0,1.0,1.0,1.0,0,0.0,0,0.0,0,0.0,0,1,2.6%,1,0,1,0,0,0,0,0
16,Jacob Hollister,1,5,60.0,12.0,37.0,7.4,0,0.0,23,4.6,8,1.6,0,7,17.5%,5,0,3,4,0,0,0,0
17,Ross Dwelley,1,3,52.0,17.3,28.0,9.3,0,0.0,24,8.0,5,1.7,0,3,8.8%,3,0,0,2,1,1,0,0
18,Dalton Schultz,1,4,48.0,12.0,39.0,9.8,0,0.0,9,2.3,2,0.5,0,7,18.9%,4,0,0,3,0,0,0,0
19,Tyler Eifert,1,4,48.0,12.0,24.0,6.0,0,0.0,24,6.0,4,1.0,0,5,13.2%,4,0,0,3,0,0,0,0
20,Nick Boyle,1,4,46.0,11.5,17.0,4.3,0,0.0,29,7.3,6,1.5,0,4,17.4%,4,0,0,2,1,0,0,0
21,Noah Fant,1,3,45.0,15.0,5.0,1.7,0,0.0,40,13.3,30,10.0,1,3,6.7%,3,0,0,2,1,1,0,0
22,Mo Alie-Cox,1,3,43.0,14.3,33.0,11.0,0,0.0,10,3.3,5,1.7,0,3,7.5%,3,0,0,2,1,0,0,0
23,Mike Gesicki,1,3,42.0,14.0,37.0,12.3,0,0.0,5,1.7,0,0.0,0,4,15.4%,3,0,0,2,0,0,0,0
24,Kyle Rudolph,1,3,40.0,13.3,23.0,7.7,0,0.0,17,5.7,3,1.0,0,4,20.0%,3,0,0,2,1,0,0,0
25,Hunter Henry,1,4,33.0,8.3,29.0,7.3,0,0.0,4,1.0,1,0.3,0,7,17.1%,4,0,1,2,0,0,0,0
26,Logan Thomas,1,3,28.0,9.3,13.0,4.3,0,0.0,15,5.0,10,3.3,0,6,15.4%,3,0,0,1,0,0,0,0
27,Ryan Griffin,1,2,28.0,14.0,13.0,6.5,0,0.0,15,7.5,7,3.5,0,2,8.3%,2,0,0,1,1,0,0,0
28,Will Dissly,1,1,26.0,26.0,10.0,10.0,0,0.0,16,16.0,0,0.0,0,1,2.5%,1,0,0,1,1,0,0,0
