,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Travis Kelce,1,10,191.0,19.1,87.0,8.7,0,0.0,104,10.4,44,4.4,0,13,28.9%,10,0,3,6,3,2,1,1
2,Mark Andrews,1,10,136.0,13.6,78.0,7.8,0,0.0,58,5.8,49,4.9,1,13,33.3%,10,0,4,5,2,1,1,1
3,Hunter Henry,1,6,77.0,12.8,62.0,10.3,0,0.0,15,2.5,9,1.5,0,8,18.2%,6,0,4,4,1,0,0,0
4,Dallas Goedert,1,7,135.0,19.3,99.0,14.1,0,0.0,36,5.1,16,2.3,1,9,34.6%,9,2,0,5,3,1,1,1
5,Dalton Schultz,1,8,67.0,8.4,52.0,6.5,0,0.0,15,1.9,6,0.8,0,8,21.6%,8,0,2,2,0,0,0,0
6,George Kittle,1,6,93.0,15.5,50.0,8.3,0,0.0,43,7.2,5,0.8,1,6,25.0%,6,0,1,4,2,0,0,0
7,Jesper Horsted,1,1,19.0,19.0,19.0,19.0,0,0.0,0,0.0,0,0.0,0,1,2.8%,1,0,1,1,0,0,0,0
8,Kyle Pitts,1,4,77.0,19.3,48.0,12.0,0,0.0,29,7.3,14,3.5,1,7,23.3%,6,2,3,2,1,1,1,1
9,Zach Ertz,1,6,74.0,12.3,48.0,8.0,0,0.0,26,4.3,6,1.0,0,11,22.9%,8,1,2,5,1,0,0,0
10,Cole Kmet,1,6,71.0,11.8,39.0,6.5,0,0.0,32,5.3,6,1.0,0,9,25.0%,8,2,1,4,1,0,0,0
11,Harrison Bryant,1,2,11.0,5.5,11.0,5.5,0,0.0,0,0.0,0,0.0,0,2,6.9%,2,0,1,0,0,0,0,0
12,Foster Moreau,1,7,65.0,9.3,14.0,2.0,0,0.0,51,7.3,23,3.3,1,9,25.0%,8,1,0,4,0,0,0,0
13,Gerald Everett,1,4,60.0,15.0,50.0,12.5,0,0.0,10,2.5,8,2.0,0,4,14.3%,4,0,0,2,1,1,0,0
14,James O'Shaughnessy,1,4,60.0,15.0,29.0,7.3,0,0.0,31,7.8,8,2.0,1,4,11.1%,4,0,0,3,1,1,0,0
15,Albert Okwuegbunam Jr.,1,3,58.0,19.3,17.0,5.7,0,0.0,41,13.7,12,4.0,1,4,12.5%,4,1,0,3,2,0,0,0
16,Noah Fant,1,5,57.0,11.4,11.0,2.2,0,0.0,46,9.2,5,1.0,1,6,18.8%,5,0,0,3,1,0,0,0
17,Mike Gesicki,1,5,43.0,8.6,21.0,4.2,0,0.0,22,4.4,7,1.4,0,8,30.8%,5,0,1,2,1,0,0,0
18,Marcedes Lewis,1,3,40.0,13.3,7.0,2.3,0,0.0,33,11.0,22,7.3,3,3,9.7%,3,0,1,2,1,0,0,0
