,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,C.J. Uzomah,1,3,91,30.3,50.0,16.7,0,0.0,41,13.7,33,11.0,0,3,8.3%,3,0,0,2,2,2,1,1
2,Kyle Pitts,1,7,163,23.3,136.0,19.4,0,0.0,27,3.9,5,0.7,1,8,20.5%,7,0,0,7,5,1,0,0
3,Mike Gesicki,1,7,85,12.1,71.0,10.1,0,0.0,14,2.0,10,1.4,0,8,20.0%,8,0,1,4,1,0,0,0
4,Zach Ertz,1,3,66,22.0,30.0,10.0,0,0.0,36,12.0,0,0.0,0,5,17.9%,3,0,1,2,1,1,1,1
5,Robert Tonyan,1,4,63,15.8,43.0,10.8,0,0.0,20,5.0,7,1.8,0,5,14.7%,4,0,0,3,2,0,0,0
6,Foster Moreau,1,6,60,10.0,37.0,6.2,0,0.0,23,3.8,11,1.8,0,6,17.6%,6,0,2,4,1,0,0,0
7,Dallas Goedert,1,3,70,23.3,59.0,19.7,0,0.0,11,3.7,4,1.3,0,5,16.1%,3,0,0,3,3,0,0,0
8,MyCole Pruitt,1,2,27,13.5,25.0,12.5,0,0.0,2,1.0,0,0.0,0,3,11.1%,2,0,2,1,1,0,0,0
9,Mo Alie-Cox,1,3,25,8.3,9.0,3.0,0,0.0,16,5.3,4,1.3,0,3,11.5%,3,0,1,1,0,0,0,0
10,Hunter Henry,1,2,23,11.5,15.0,7.5,0,0.0,8,4.0,2,1.0,0,4,10.0%,2,0,1,1,1,0,0,0
11,Travis Kelce,1,7,65,9.3,30.0,4.3,0,0.0,35,5.0,16,2.3,0,12,25.0%,7,0,0,3,1,0,0,0
12,Jonnu Smith,1,2,52,26.0,5.0,2.5,0,0.0,47,23.5,29,14.5,0,5,12.5%,2,0,0,2,2,0,0,0
13,Ricky Seals-Jones,1,6,51,8.5,26.0,4.3,0,0.0,25,4.2,7,1.2,0,7,19.4%,6,0,4,3,0,0,0,0
14,Mark Andrews,1,3,48,16.0,36.0,12.0,0,0.0,12,4.0,3,1.0,0,7,17.1%,3,0,0,2,2,0,0,0
15,T.J. Hockenson,1,6,48,8.0,32.0,5.3,0,0.0,16,2.7,10,1.7,0,9,28.1%,6,0,1,1,1,0,0,0
16,Tyler Higbee,1,5,46,9.2,24.0,4.8,0,0.0,22,4.4,8,1.6,0,8,19.5%,5,0,2,2,0,0,0,0
17,Evan Engram,1,6,44,7.3,0.0,0.0,0,0.0,44,7.3,3,0.5,0,8,24.2%,6,0,1,1,0,0,0,0
18,Cole Kmet,1,5,43,8.6,21.0,4.2,0,0.0,22,4.4,16,3.2,0,6,19.4%,6,1,0,1,1,0,0,0
19,Austin Hooper,1,2,42,21.0,3.0,1.5,0,0.0,39,19.5,7,3.5,1,3,9.4%,2,0,0,1,1,1,0,0
20,Noah Fant,1,5,39,7.8,14.0,2.8,0,0.0,25,5.0,5,1.0,0,7,21.9%,5,0,2,0,0,0,0,0
21,Durham Smythe,1,3,37,12.3,34.0,11.3,0,0.0,3,1.0,2,0.7,0,4,10.0%,3,0,1,2,0,0,0,0
22,Hayden Hurst,1,3,35,11.7,20.0,6.7,0,0.0,15,5.0,0,0.0,0,4,10.3%,4,0,0,2,0,0,0,0
23,Marcedes Lewis,1,3,31,10.3,12.0,4.0,0,0.0,19,6.3,13,4.3,1,3,8.8%,3,0,0,2,0,0,0,0
