,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Mark Andrews,1,8,125.0,15.6,79.0,9.9,0,0.0,46,5.8,17,2.1,1,10,27.0%,9,0,1,7,2,0,0,0
2,Dalton Schultz,1,8,82.0,10.3,48.0,6.0,0,0.0,34,4.3,2,0.3,0,9,22.0%,8,0,2,4,0,0,0,0
3,Gerald Everett,1,4,68.0,17.0,39.0,9.8,0,0.0,29,7.3,1,0.3,0,5,18.5%,4,0,0,2,2,0,0,0
4,John Bates,1,2,45.0,22.5,13.0,6.5,0,0.0,32,16.0,19,9.5,2,3,10.0%,2,0,1,2,1,1,0,0
5,Kyle Pitts,1,6,102.0,17.0,77.0,12.8,0,0.0,25,4.2,11,1.8,0,6,27.3%,6,0,1,4,1,1,0,0
6,Jimmy Graham,1,2,30.0,15.0,21.0,10.5,0,0.0,9,4.5,4,2.0,0,2,5.7%,2,0,1,2,0,0,0,0
7,Hayden Hurst,1,2,21.0,10.5,17.0,8.5,0,0.0,4,2.0,2,1.0,0,2,9.1%,2,0,1,1,0,0,0,0
8,Evan Engram,1,4,17.0,4.3,15.0,3.8,0,0.0,2,0.5,0,0.0,0,5,12.2%,4,0,1,0,0,0,0,0
9,Cameron Brate,1,2,11.0,5.5,8.0,4.0,0,0.0,3,1.5,0,0.0,0,4,13.8%,2,0,1,0,0,0,0,0
10,Dawson Knox,1,2,11.0,5.5,5.0,2.5,0,0.0,6,3.0,2,1.0,0,3,7.0%,2,0,3,0,0,0,0,0
11,Foster Moreau,1,4,67.0,16.8,36.0,9.0,0,0.0,31,7.8,17,4.3,0,4,16.0%,4,0,0,3,2,0,0,0
12,Jared Cook,1,3,44.0,14.7,18.0,6.0,0,0.0,26,8.7,17,5.7,0,5,14.7%,3,0,0,2,0,0,0,0
13,Harrison Bryant,1,1,1.0,1.0,1.0,1.0,0,0.0,0,0.0,0,0.0,0,1,2.8%,1,0,1,0,0,0,0,0
14,Brevin Jordan,1,4,56.0,14.0,18.0,4.5,0,0.0,38,9.5,6,1.5,0,4,14.8%,4,0,0,3,1,0,0,0
15,Zach Ertz,1,8,54.0,6.8,20.0,2.5,0,0.0,34,4.3,2,0.3,0,13,33.3%,8,0,1,3,0,0,0,0
16,Cole Kmet,1,4,49.0,12.3,20.0,5.0,0,0.0,29,7.3,18,4.5,1,5,14.3%,4,0,1,3,0,0,0,0
17,James O'Shaughnessy,1,4,49.0,12.3,36.0,9.0,0,0.0,13,3.3,2,0.5,0,4,11.4%,4,0,0,2,1,0,0,0
18,Tyler Conklin,1,4,44.0,11.0,12.0,3.0,0,0.0,32,8.0,4,1.0,0,5,14.3%,4,0,1,2,0,0,0,0
19,Mo Alie-Cox,1,2,42.0,21.0,10.0,5.0,0,0.0,32,16.0,27,13.5,1,4,14.3%,2,0,0,1,1,1,0,0
20,Tyler Higbee,1,5,41.0,8.2,16.0,3.2,0,0.0,25,5.0,6,1.2,0,6,16.2%,5,0,1,3,0,0,0,0
21,C.J. Uzomah,1,5,36.0,7.2,11.0,2.2,0,0.0,25,5.0,4,0.8,0,7,15.2%,6,1,4,2,0,0,0,0
22,Stephen Anderson,1,2,34.0,17.0,22.0,11.0,0,0.0,12,6.0,1,0.5,0,2,5.9%,2,0,0,1,1,0,0,0
23,Zach Gentry,1,4,31.0,7.8,15.0,3.8,0,0.0,16,4.0,7,1.8,0,4,9.5%,4,0,1,2,0,0,0,0
