,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Dalton Schultz,1,6,80.0,13.3,38.0,6.3,0,0.0,42.0,7.0,14,2.3,0,7,28.0%,6,0,1,4,1,0,0,0
2,Tyler Conklin,1,7,70.0,10.0,38.0,5.4,0,0.0,32.0,4.6,7,1.0,0,8,21.1%,7,0,3,3,0,0,0,0
3,Zach Ertz,1,4,53.0,13.3,21.0,5.3,0,0.0,32.0,8.0,5,1.3,0,7,18.4%,5,1,1,2,1,0,0,0
4,Dawson Knox,1,4,49.0,12.3,40.0,10.0,0,0.0,9.0,2.3,5,1.3,1,5,11.6%,5,1,1,3,0,0,0,0
5,Mark Andrews,1,5,109.0,21.8,75.0,15.0,0,0.0,34.0,6.8,0,0.0,0,7,25.9%,5,0,0,4,3,1,1,1
6,Travis Kelce,1,7,104.0,14.9,71.0,10.1,0,0.0,33.0,4.7,19,2.7,0,11,27.5%,8,1,0,4,2,0,0,0
7,George Kittle,1,7,92.0,13.1,33.0,4.7,0,0.0,59.0,8.4,40,5.7,1,9,23.7%,7,0,0,4,1,1,0,0
8,Tyler Higbee,1,5,40.0,8.0,3.0,0.6,0,0.0,37.0,7.4,6,1.2,0,5,13.2%,5,0,2,2,0,0,0,0
9,Tommy Tremble,1,1,30.0,30.0,25.0,25.0,0,0.0,5.0,5.0,1,1.0,0,1,3.0%,1,0,0,1,1,1,0,0
10,Mike Gesicki,1,10,86.0,8.6,67.0,6.7,0,0.0,19.0,1.9,2,0.2,0,12,25.5%,10,0,0,2,1,0,0,0
11,Pat Freiermuth,1,3,22.0,7.3,13.0,4.3,0,0.0,9.0,3.0,3,1.0,0,5,8.6%,4,1,2,1,0,0,0,0
12,Logan Thomas,1,4,42.0,10.5,19.0,4.8,0,0.0,23.0,5.8,11,2.8,1,4,16.7%,4,0,2,3,0,0,0,0
13,Austin Hooper,1,2,19.0,9.5,19.0,9.5,0,0.0,0.0,0.0,0,0.0,0,3,10.3%,2,0,1,1,0,0,0,0
14,Lee Smith,1,3,7.0,2.3,2.0,0.7,0,0.0,5.0,1.7,2,0.7,0,3,8.3%,3,0,1,0,0,0,0,0
15,Dallas Goedert,1,2,66.0,33.0,18.0,9.0,0,0.0,48.0,24.0,3,1.5,0,4,10.5%,2,0,0,2,2,1,0,0
16,Rob Gronkowski,1,4,55.0,13.8,28.0,7.0,0,0.0,27.0,6.8,4,1.0,0,7,13.2%,6,2,1,2,1,0,0,0
17,Darren Waller,1,5,54.0,10.8,38.0,7.6,0,0.0,16.0,3.2,2,0.4,0,7,17.5%,5,0,0,2,1,0,0,0
18,Gerald Everett,1,5,54.0,10.8,17.0,3.4,0,0.0,37.0,7.4,15,3.0,3,5,17.9%,5,0,0,3,0,0,0,0
