,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Noah Fant,1,9,97.0,10.8,70.0,7.8,0,0.0,27,3.0,7,0.8,0,11,22.9%,10,1,2,4,2,0,0,0
2,Mark Andrews,1,5,68.0,13.6,52.0,10.4,0,0.0,16,3.2,7,1.4,0,6,22.2%,5,0,1,3,1,0,0,0
3,Ricky Seals-Jones,1,4,58.0,14.5,15.0,3.8,0,0.0,43,10.8,2,0.5,0,6,15.4%,4,0,0,2,1,1,0,0
4,Mike Gesicki,1,8,115.0,14.4,80.0,10.0,0,0.0,35,4.4,8,1.0,0,9,19.1%,8,0,0,4,4,1,0,0
5,O.J. Howard,1,6,49.0,8.2,6.0,1.0,0,0.0,43,7.2,14,2.3,0,7,16.7%,6,0,1,2,0,0,0,0
6,Travis Kelce,1,8,99.0,12.4,49.0,6.1,0,0.0,50,6.3,15,1.9,0,11,23.9%,9,1,1,5,1,0,0,0
7,Zach Ertz,1,4,29.0,7.3,10.0,2.5,0,0.0,19,4.8,2,0.5,0,6,25.0%,4,0,1,1,0,0,0,0
8,Mo Alie-Cox,1,1,28.0,28.0,23.0,23.0,0,0.0,5,5.0,0,0.0,0,3,16.7%,2,1,0,1,1,0,0,0
9,Hunter Henry,1,2,25.0,12.5,23.0,11.5,0,0.0,2,1.0,0,0.0,0,2,9.5%,2,0,0,1,1,0,0,0
10,Jared Cook,1,4,25.0,6.3,18.0,4.5,0,0.0,7,1.8,4,1.0,0,7,17.9%,5,1,1,1,0,0,0,0
11,Dalton Schultz,1,5,79.0,15.8,44.0,8.8,0,0.0,35,7.0,10,2.0,1,6,12.2%,5,0,0,4,2,0,0,0
12,C.J. Uzomah,1,3,15.0,5.0,11.0,3.7,0,0.0,4,1.3,0,0.0,0,3,10.3%,3,0,1,0,0,0,0,0
13,T.J. Hockenson,1,8,74.0,9.3,52.0,6.5,0,0.0,22,2.8,4,0.5,1,11,28.2%,8,0,0,3,1,1,0,0
14,Eric Ebron,1,2,10.0,5.0,9.0,4.5,0,0.0,1,0.5,2,1.0,0,2,5.1%,2,0,0,0,0,0,0,0
15,Tyler Conklin,1,3,71.0,23.7,29.0,9.7,0,0.0,42,14.0,7,2.3,0,5,11.1%,3,0,1,2,2,1,1,1
16,Will Dissly,1,2,8.0,4.0,3.0,1.5,0,0.0,5,2.5,1,0.5,0,2,6.5%,2,0,1,0,0,0,0,0
17,Chris Herndon IV,1,1,2.0,2.0,-1.0,-1.0,0,0.0,3,3.0,0,0.0,0,1,2.2%,1,0,1,0,0,0,0,0
