,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Pat Freiermuth,1,5,43.0,8.6,23.0,4.6,0,0.0,20.0,4.0,7,1.4,0,6,22.2%,5,0,2,2,0,0,0,0
2,George Kittle,1,6,101.0,16.8,83.0,13.8,0,0.0,18.0,3.0,3,0.5,0,8,20.5%,7,0,1,5,1,0,0,0
3,Travis Kelce,1,5,68.0,13.6,48.0,9.6,0,0.0,20.0,4.0,6,1.2,0,8,22.2%,7,2,1,3,2,0,0,0
4,Stephen Anderson,1,4,39.0,9.8,-3.0,-0.8,0,0.0,42.0,10.5,9,2.3,0,4,10.8%,4,0,1,2,1,0,0,0
5,Donald Parham Jr.,1,3,39.0,13.0,20.0,6.7,0,0.0,19.0,6.3,9,3.0,1,3,8.1%,3,0,1,2,0,0,0,0
6,Evan Engram,1,3,38.0,12.7,34.0,11.3,0,0.0,4.0,1.3,3,1.0,0,3,16.7%,3,0,0,1,1,1,0,0
7,Darren Waller,1,7,92.0,13.1,68.0,9.7,0,0.0,24.0,3.4,6,0.9,0,11,23.9%,7,0,3,4,2,0,0,0
8,Geoff Swaim,1,4,29.0,7.3,4.0,1.0,0,0.0,25.0,6.3,8,2.0,0,4,15.4%,4,0,1,1,0,0,0,0
9,Ryan Griffin,1,4,28.0,7.0,15.0,3.8,0,0.0,13.0,3.3,0,0.0,0,7,13.5%,5,1,2,2,0,0,0,0
10,Cole Kmet,1,6,87.0,14.5,83.0,13.8,0,0.0,4.0,0.7,0,0.0,0,8,27.6%,6,0,1,5,2,0,0,0
11,Hunter Henry,1,2,19.0,9.5,15.0,7.5,0,0.0,4.0,2.0,2,1.0,0,3,16.7%,2,0,2,1,0,0,0,0
12,David Njoku,1,1,18.0,18.0,18.0,18.0,0,0.0,0.0,0.0,0,0.0,0,3,15.8%,1,0,3,1,0,0,0,0
13,Jared Cook,1,4,48.0,12.0,13.0,3.3,0,0.0,35.0,8.8,5,1.3,0,4,10.8%,4,0,0,2,1,0,0,0
14,Kyle Pitts,1,3,62.0,20.7,38.0,12.7,0,0.0,24.0,8.0,3,1.0,0,7,23.3%,4,1,1,2,1,1,0,0
15,Jack Doyle,1,1,1.0,1.0,-1.0,-1.0,0,0.0,2.0,2.0,0,0.0,0,2,6.9%,1,0,1,0,0,0,0,0
16,Dan Arnold,1,4,60.0,15.0,38.0,9.5,0,0.0,22.0,5.5,6,1.5,0,7,25.9%,4,0,1,3,1,0,0,0
17,Dalton Schultz,1,4,54.0,13.5,33.0,8.3,0,0.0,21.0,5.3,2,0.5,0,5,12.8%,4,0,0,3,1,0,0,0
18,Mike Gesicki,1,4,54.0,13.5,51.0,12.8,0,0.0,3.0,0.8,0,0.0,0,8,20.5%,4,0,0,2,0,0,0,0
19,Tyler Higbee,1,5,51.0,10.2,19.0,3.8,0,0.0,32.0,6.4,6,1.2,0,10,21.3%,5,0,2,2,1,0,0,0
20,Adam Trautman,1,4,47.0,11.8,45.0,11.3,0,0.0,2.0,0.5,0,0.0,0,7,16.7%,5,1,1,1,1,0,0,0
21,Tyler Conklin,1,5,45.0,9.0,14.0,2.8,0,0.0,31.0,6.2,8,1.6,0,7,25.0%,5,0,1,1,0,0,0,0
22,Mark Andrews,1,5,44.0,8.8,34.0,6.8,0,0.0,10.0,2.0,7,1.4,0,10,24.4%,5,0,1,1,0,0,0,0
23,Dallas Goedert,1,3,43.0,14.3,10.0,3.3,0,0.0,33.0,11.0,16,5.3,1,6,37.5%,3,0,0,2,1,0,0,0
24,Tyler Kroft,1,2,38.0,19.0,29.0,14.5,0,0.0,9.0,4.5,2,1.0,0,3,5.8%,3,1,0,2,1,0,0,0
25,Drew Sample,1,3,36.0,12.0,5.0,1.7,0,0.0,31.0,10.3,5,1.7,1,3,7.3%,3,0,0,2,0,0,0,0
26,Mo Alie-Cox,1,1,28.0,28.0,3.0,3.0,0,0.0,25.0,25.0,0,0.0,0,1,3.4%,1,0,0,1,1,0,0,0
27,Jimmy Graham,1,1,28.0,28.0,24.0,24.0,0,0.0,4.0,4.0,0,0.0,0,3,10.3%,1,0,2,1,1,0,0,0
28,Zach Ertz,1,3,27.0,9.0,-2.0,-0.7,0,0.0,29.0,9.7,3,1.0,0,5,19.2%,4,1,0,1,0,0,0,0
29,Kylen Granson,1,1,27.0,27.0,2.0,2.0,0,0.0,25.0,25.0,0,0.0,0,1,3.4%,1,0,0,1,1,0,0,0
30,Durham Smythe,1,2,27.0,13.5,18.0,9.0,0,0.0,9.0,4.5,3,1.5,0,2,5.1%,2,0,0,1,1,0,0,0
31,Harrison Bryant,1,2,26.0,13.0,24.0,12.0,0,0.0,2.0,1.0,0,0.0,0,2,10.5%,2,0,0,1,1,0,0,0
32,Albert Okwuegbunam Jr.,1,4,25.0,6.3,-1.0,-0.3,0,0.0,26.0,6.5,10,2.5,0,5,20.8%,4,0,0,1,0,0,0,0
33,C.J. Uzomah,1,4,24.0,6.0,14.0,3.5,0,0.0,10.0,2.5,1,0.3,0,5,12.2%,5,0,1,1,0,0,0,0
34,Antony Auclair,1,2,23.0,11.5,11.0,5.5,0,0.0,12.0,6.0,6,3.0,0,2,5.0%,2,0,0,1,0,0,0,0
35,Kyle Rudolph,1,4,20.0,5.0,8.0,2.0,0,0.0,12.0,3.0,0,0.0,0,5,27.8%,4,0,0,0,0,0,0,0
36,Hayden Hurst,1,2,16.0,8.0,1.0,0.5,0,0.0,15.0,7.5,3,1.5,1,3,10.0%,2,0,2,1,0,0,0,0
37,Josiah Deguara,1,2,16.0,8.0,5.0,2.5,0,0.0,11.0,5.5,3,1.5,0,2,6.3%,2,0,0,1,0,0,0,0
38,Trevon Wesco,1,2,16.0,8.0,3.0,1.5,0,0.0,13.0,6.5,0,0.0,0,2,3.8%,2,0,0,1,0,0,0,0
39,Austin Hooper,1,2,14.0,7.0,9.0,4.5,0,0.0,5.0,2.5,2,1.0,0,2,10.5%,2,0,1,1,0,0,0,0
40,Adam Shaheen,1,1,11.0,11.0,3.0,3.0,0,0.0,8.0,8.0,2,2.0,0,2,5.1%,2,1,1,1,0,0,0,0
41,Tommy Sweeney,1,2,10.0,5.0,7.0,3.5,0,0.0,3.0,1.5,0,0.0,0,2,4.4%,2,0,0,0,0,0,0,0
42,Chris Manhertz,1,1,9.0,9.0,3.0,3.0,0,0.0,6.0,6.0,1,1.0,0,1,3.7%,1,0,0,0,0,0,0,0
43,Ian Thomas,1,1,9.0,9.0,1.0,1.0,0,0.0,8.0,8.0,4,4.0,0,2,6.9%,1,0,0,0,0,0,0,0
44,Brevin Jordan,1,2,9.0,4.5,4.0,2.0,0,0.0,5.0,2.5,3,1.5,0,2,5.0%,2,0,1,0,0,0,0,0
45,Jonnu Smith,1,1,4.0,4.0,-4.0,-4.0,0,0.0,8.0,8.0,1,1.0,0,2,11.1%,2,1,1,0,0,0,0,0
