,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Hunter Henry,1,4,37,9.3,35.0,8.8,0,0.0,2,0.5,0,0.0,0,4,16.0%,4,0,2,2,0,0,0,0
2,Tyler Conklin,1,3,11,3.7,8.0,2.7,0,0.0,3,1.0,2,0.7,0,5,14.3%,3,0,3,0,0,0,0,0
3,Mark Andrews,1,6,63,10.5,39.0,6.5,0,0.0,24,4.0,11,1.8,0,8,19.5%,6,0,2,4,0,0,0,0
4,Travis Kelce,1,8,119,14.9,47.0,5.9,0,0.0,72,9.0,45,5.6,2,10,20.8%,9,1,0,7,1,1,0,0
5,George Kittle,1,5,50,10.0,27.0,5.4,0,0.0,23,4.6,9,1.8,1,7,36.8%,5,0,1,2,0,0,0,0
6,Dan Arnold,1,5,67,13.4,39.0,7.8,0,0.0,28,5.6,9,1.8,0,8,22.9%,6,1,1,3,1,0,0,0
7,Austin Hooper,1,4,25,6.3,18.0,4.5,0,0.0,7,1.8,2,0.5,0,5,16.1%,4,0,1,1,0,0,0,0
8,Tyler Higbee,1,3,20,6.7,13.0,4.3,0,0.0,7,2.3,3,1.0,0,5,11.9%,5,2,1,2,0,0,0,0
9,Albert Okwuegbunam Jr.,1,3,77,25.7,16.0,5.3,0,0.0,61,20.3,3,1.0,0,3,8.8%,3,0,0,1,1,1,1,1
10,Cameron Brate,1,1,6,6.0,6.0,6.0,0,0.0,0,0.0,0,0.0,0,3,9.1%,1,0,1,0,0,0,0,0
11,Gerald Everett,1,8,63,7.9,23.0,2.9,0,0.0,40,5.0,19,2.4,1,8,21.1%,8,0,0,2,0,0,0,0
12,MyCole Pruitt,1,1,2,2.0,2.0,2.0,0,0.0,0,0.0,0,0.0,0,1,3.7%,1,0,1,0,0,0,0,0
13,Noah Gray,1,1,1,1.0,1.0,1.0,0,0.0,0,0.0,0,0.0,0,3,6.3%,2,1,3,0,0,0,0,0
14,Kyle Pitts,1,4,60,15.0,46.0,11.5,0,0.0,14,3.5,0,0.0,0,7,25.9%,4,0,0,3,0,0,0,0
15,Noah Fant,1,5,59,11.8,31.0,6.2,0,0.0,28,5.6,7,1.4,0,6,17.6%,6,0,1,4,0,0,0,0
16,Zach Ertz,1,4,46,11.5,28.0,7.0,0,0.0,18,4.5,10,2.5,1,6,20.7%,4,0,0,2,0,0,0,0
17,Juwan Johnson,1,2,36,18.0,27.0,13.5,0,0.0,9,4.5,4,2.0,0,3,8.6%,3,1,0,2,1,0,0,0
