,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Zach Ertz,1,8,88,11.0,48.0,6.0,0,0.0,40,5.0,11,1.4,0,9,20.5%,9,1,3,4,2,0,0,0
2,Travis Kelce,1,5,74,14.8,43.0,8.6,0,0.0,31,6.2,13,2.6,0,8,24.2%,8,3,0,3,2,0,0,0
3,Adam Trautman,1,5,58,11.6,34.0,6.8,0,0.0,24,4.8,0,0.0,0,8,22.2%,7,0,1,4,0,0,0,0
4,Darren Waller,1,7,116,16.6,68.0,9.7,0,0.0,48,6.9,11,1.6,1,8,32.0%,7,0,1,4,4,1,0,0
5,Josiah Deguara,1,2,37,18.5,29.0,14.5,0,0.0,8,4.0,2,1.0,0,2,6.5%,2,0,0,2,1,0,0,0
6,George Kittle,1,4,34,8.5,23.0,5.8,0,0.0,11,2.8,5,1.3,0,4,20.0%,4,0,1,2,0,0,0,0
7,Eric Ebron,1,3,24,8.0,16.0,5.3,0,0.0,8,2.7,0,0.0,0,3,6.8%,3,0,1,1,0,0,0,0
8,Dawson Knox,1,6,80,13.3,40.0,6.7,0,0.0,40,6.7,5,0.8,0,10,25.6%,8,2,2,4,1,1,0,0
9,Foster Moreau,1,1,19,19.0,19.0,19.0,0,0.0,0,0.0,0,0.0,0,2,8.0%,1,0,1,1,0,0,0,0
10,Mark Andrews,1,8,73,9.1,46.0,5.8,0,0.0,27,3.4,10,1.3,0,10,27.8%,8,0,1,4,0,0,0,0
11,Rob Gronkowski,1,6,71,11.8,59.0,9.8,0,0.0,12,2.0,11,1.8,1,8,17.0%,7,0,1,2,1,1,0,0
12,Pat Freiermuth,1,4,11,2.8,-2.0,-0.5,0,0.0,13,3.3,1,0.3,0,7,15.9%,4,0,4,0,0,0,0,0
13,Dallas Goedert,1,5,62,12.4,24.0,4.8,0,0.0,38,7.6,17,3.4,2,8,34.8%,7,2,1,4,0,0,0,0
14,Dalton Schultz,1,6,53,8.8,26.0,4.3,0,0.0,27,4.5,15,2.5,0,8,19.0%,6,0,0,3,0,0,0,0
