,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Tyler Higbee,1,6,55,9.2,42.0,7.0,0,0.0,13,2.2,6,1.0,0,8,25.0%,6,0,2,2,0,0,0,0
2,Dalton Schultz,1,3,21,7.0,20.0,6.7,0,0.0,1,0.3,0,0.0,0,3,10.7%,3,0,2,1,0,0,0,0
3,Rob Gronkowski,1,7,137,19.6,75.0,10.7,0,0.0,62,8.9,29,4.1,3,10,26.3%,7,0,0,5,3,1,1,1
4,Josiah Deguara,1,3,66,22.0,-1.0,-0.3,0,0.0,67,22.3,55,18.3,1,4,11.4%,3,0,0,1,1,1,1,1
5,Anthony Firkser,1,4,56,14.0,42.0,10.5,0,0.0,14,3.5,5,1.3,0,4,12.5%,4,0,1,3,1,0,0,0
6,Brock Wright,1,2,51,25.5,23.0,11.5,0,0.0,28,14.0,0,0.0,0,2,6.9%,2,0,0,2,1,1,0,0
7,Travis Kelce,1,4,34,8.5,24.0,6.0,0,0.0,10,2.5,3,0.8,0,5,11.9%,4,0,2,2,0,0,0,0
8,Hunter Henry,1,5,86,17.2,76.0,15.2,0,0.0,10,2.0,0,0.0,0,6,20.0%,5,0,0,2,2,2,0,0
9,Mark Andrews,1,8,85,10.6,51.0,6.4,0,0.0,34,4.3,11,1.4,0,15,46.9%,8,0,1,4,1,0,0,0
10,Zach Ertz,1,7,84,12.0,64.0,9.1,0,0.0,20,2.9,0,0.0,0,10,25.6%,7,0,3,5,0,0,0,0
11,Tyree Jackson,1,3,22,7.3,15.0,5.0,0,0.0,7,2.3,0,0.0,0,5,14.7%,3,0,1,1,0,0,0,0
12,Jared Cook,1,4,80,20.0,56.0,14.0,0,0.0,24,6.0,4,1.0,0,7,10.9%,4,0,1,3,1,1,1,1
13,Adam Trautman,1,1,18,18.0,14.0,14.0,0,0.0,4,4.0,2,2.0,0,1,4.3%,1,0,1,1,0,0,0,0
14,Juwan Johnson,1,1,5,5.0,5.0,5.0,0,0.0,0,0.0,0,0.0,0,2,8.7%,1,0,2,0,0,0,0,0
15,Pat Freiermuth,1,6,53,8.8,27.0,4.5,0,0.0,26,4.3,17,2.8,2,9,20.5%,6,0,2,3,0,0,0,0
16,Dawson Knox,1,3,49,16.3,19.0,6.3,0,0.0,30,10.0,6,2.0,0,5,11.1%,3,0,1,2,1,0,0,0
17,Foster Moreau,1,2,50,25.0,8.0,4.0,0,0.0,42,21.0,0,0.0,0,2,6.1%,2,0,0,1,1,1,1,1
18,Cole Kmet,1,4,48,12.0,29.0,7.3,0,0.0,19,4.8,9,2.3,0,5,10.9%,4,0,0,2,1,0,0,0
19,Zach Gentry,1,4,39,9.8,13.0,3.3,0,0.0,26,6.5,3,0.8,0,5,11.4%,4,0,0,2,1,0,0,0
20,Hayden Hurst,1,1,33,33.0,33.0,33.0,0,0.0,0,0.0,0,0.0,0,1,3.2%,1,0,0,1,1,1,0,0
21,Durham Smythe,1,2,32,16.0,12.0,6.0,0,0.0,20,10.0,2,1.0,0,2,9.5%,2,0,0,2,0,0,0,0
22,Mo Alie-Cox,1,2,27,13.5,19.0,9.5,0,0.0,8,4.0,5,2.5,0,3,10.3%,2,0,0,1,0,0,0,0
