,,GAMES,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,PRESSURE,PRESSURE,PRESSURE,PRESSURE,PRESSURE,MISC,MISC,MISC,MISC
RANK,PLAYER,G,COMP,ATT,PCT,YDS,Y/A,AIR,AIR/A,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,PKT TIME,SACK,KNCK,HRRY,BLITZ,POOR,DROP,RZ ATT,RTG
1,Jalen Hurts,1,29,39,74%,380,9.7,231,5.9,14,6,3,1,0,2.5,2,2,3,6,5,1,1,130
2,Joe Burrow,1,25,31,81%,286,9.2,160,5.2,11,2,1,1,0,2.5,1,0,0,8,2,3,6,127
3,Geno Smith,1,28,39,72%,367,9.4,238,6.1,15,4,2,1,0,2.7,4,4,5,10,3,1,9,116
4,Jared Goff,1,31,41,76%,340,8.3,201,4.9,15,3,1,1,0,2.6,2,2,2,8,4,1,5,116
5,Justin Fields,1,20,25,80%,254,10.2,217,8.7,10,4,2,2,1,3.0,0,2,1,6,3,2,0,76
6,Patrick Mahomes II,1,16,27,59%,223,8.3,91,3.4,10,2,1,1,0,2.8,2,6,3,6,3,1,6,98
7,Mike White,1,31,57,54%,369,6.5,199,3.5,11,5,3,1,1,2.5,1,7,0,11,12,1,17,60
8,Tom Brady,1,36,54,67%,281,5.2,151,2.8,12,1,0,0,0,2.2,1,4,1,4,7,4,7,84
9,Justin Herbert,1,28,47,60%,335,6.9,179,3.8,17,1,1,0,0,2.7,5,7,4,17,11,2,2,89
10,Dak Prescott,1,20,30,67%,170,5.7,63,2.1,8,3,0,0,0,2.2,1,0,4,4,5,2,4,101
11,Taylor Heinicke,1,27,41,66%,275,6.7,147,3.6,14,4,0,0,0,2.1,5,7,5,13,9,0,4,101
12,Daniel Jones,1,25,31,81%,200,6.5,113,3.6,7,1,1,1,1,2.1,4,0,3,6,0,1,4,104
13,Derek Carr,1,16,30,53%,250,8.3,179,6.0,9,4,4,1,0,2.9,0,2,2,13,6,1,1,90
14,Josh Allen,1,22,33,67%,223,6.8,124,3.8,9,1,0,0,0,2.5,2,4,1,6,3,5,5,106
15,Tyler Huntley,1,27,32,84%,187,5.8,131,4.1,9,1,0,0,0,1.5,2,0,3,6,1,1,3,78
16,Trevor Lawrence,1,17,31,55%,179,5.8,111,3.6,7,3,1,0,0,2.2,2,1,2,14,6,3,5,83
17,Tua Tagovailoa,1,18,33,55%,295,8.9,180,5.5,9,2,2,2,1,2.0,3,5,0,4,6,4,1,80
18,Brock Purdy,1,25,37,68%,210,5.7,113,3.1,8,0,0,0,0,2.1,3,5,2,12,5,2,3,89
19,Aaron Rodgers,1,18,31,58%,182,5.9,106,3.4,9,2,0,0,0,3.3,0,0,0,4,7,2,5,86
20,Kenny Pickett,1,16,28,57%,197,7.0,96,3.4,7,2,1,1,1,2.6,0,4,6,10,7,3,2,91
21,Andy Dalton,1,20,28,71%,229,8.4,139,5.0,8,4,2,1,0,2.4,2,1,1,7,1,3,6,108
22,Ryan Tannehill,1,14,22,64%,141,6.4,83,3.8,4,2,1,1,0,2.7,6,2,0,2,3,1,2,97
23,Mac Jones,1,22,36,61%,195,5.4,83,2.3,5,1,1,1,0,2.3,1,3,4,2,3,3,1,85
24,Matt Ryan,1,21,37,57%,233,6.3,153,4.1,11,2,1,1,0,2.1,3,3,2,13,7,2,4,60
25,Kirk Cousins,1,21,35,60%,173,4.9,144,4.1,7,2,1,0,0,2.6,2,7,0,6,5,3,3,82
26,Marcus Mariota,1,13,24,54%,167,7.0,124,5.2,10,1,1,0,0,2.3,1,3,4,14,9,1,2,73
27,Russell Wilson,1,17,22,77%,189,8.6,148,6.7,6,3,2,1,0,1.7,2,0,5,10,3,0,0,102
28,Kyle Allen,1,20,39,51%,201,5.2,93,2.4,8,2,1,0,0,2.2,0,2,0,10,9,3,5,54
29,John Wolford,1,14,26,54%,178,6.8,103,4.0,7,3,1,0,0,2.7,4,5,0,3,4,0,3,43
