,,GAMES,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,PRESSURE,PRESSURE,PRESSURE,PRESSURE,PRESSURE,MISC,MISC,MISC,MISC
RANK,PLAYER,G,COMP,ATT,PCT,YDS,Y/A,AIR,AIR/A,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,PKT TIME,SACK,KNCK,HRRY,BLITZ,POOR,DROP,RZ ATT,RTG
1,Lamar Jackson,1,18,29,62%,218,7.5,114,3.9,9,4,1,0,0,2.9,4,2,2,15,7,1,8,110
2,Jalen Hurts,1,22,35,63%,340,9.7,203,5.8,13,6,5,3,0,2.2,3,4,2,8,5,0,8,124
3,Josh Allen,1,42,63,67%,400,6.3,215,3.4,13,3,0,0,0,2.5,4,4,5,10,5,2,13,95
4,Trevor Lawrence,1,28,39,72%,262,6.7,131,3.4,9,1,1,0,0,2.1,0,2,1,14,5,1,10,116
5,Joe Burrow,1,23,36,64%,275,7.6,160,4.4,9,3,2,2,1,2.4,2,7,2,9,5,5,6,115
6,Derek Carr,1,26,44,60%,303,7.0,224,5.2,9,4,2,2,1,2.7,1,3,5,2,9,3,14,86
7,Geno Smith,1,32,44,73%,325,7.4,240,5.5,13,3,1,0,0,2.5,2,4,0,12,2,0,7,99
8,Ryan Tannehill,1,19,27,70%,264,9.8,139,5.1,12,4,2,1,0,2.5,1,3,2,10,2,1,3,98
9,Mac Jones,1,22,32,69%,321,10.0,225,7.0,11,8,3,1,0,2.7,3,1,0,9,5,0,5,62
10,Kirk Cousins,1,24,41,59%,260,6.3,150,3.7,15,2,0,0,0,2.9,1,6,6,16,10,1,5,94
11,Patrick Mahomes II,1,20,35,57%,262,7.5,109,3.1,8,5,1,1,1,2.7,1,4,4,2,5,2,7,79
12,Jacoby Brissett,1,21,31,68%,220,7.1,119,3.8,10,2,1,0,0,2.4,2,1,1,13,3,3,6,110
13,Aaron Rodgers,1,27,35,77%,255,7.3,93,2.7,6,4,1,1,0,2.2,1,5,3,14,3,1,4,104
14,Jameis Winston,1,25,41,61%,353,8.6,279,6.8,12,5,3,2,0,2.4,1,5,5,15,9,1,5,77
15,Marcus Mariota,1,13,20,65%,229,11.5,152,7.6,11,6,1,0,0,2.8,3,2,0,7,4,0,1,100
16,Matt Ryan,1,27,37,73%,222,6.0,138,3.7,6,3,1,0,0,2.3,5,5,1,17,6,2,3,106
17,Mitchell Trubisky,1,20,32,63%,207,6.8,200,6.3,10,3,1,0,0,2.6,1,1,5,5,7,0,0,81
18,Jared Goff,1,25,41,61%,277,6.8,154,3.8,10,4,1,0,0,2.1,0,2,5,8,6,0,2,79
19,Tom Brady,1,31,42,74%,271,6.5,160,3.8,13,2,0,0,0,2.1,3,1,3,17,4,1,4,98
20,Daniel Jones,1,20,37,54%,196,5.3,95,2.6,9,2,0,0,0,2.5,5,7,10,16,4,4,0,58
21,Justin Herbert,1,25,45,56%,297,6.6,161,3.6,12,2,2,2,1,2.6,1,5,4,10,8,1,7,74
22,Kyler Murray,1,37,58,64%,314,5.4,174,3.0,17,2,1,0,0,1.9,2,2,2,19,10,6,7,78
23,Cooper Rush,1,21,31,68%,215,6.9,128,4.1,10,2,0,0,0,2.1,0,2,5,15,4,3,6,98
24,Davis Mills,1,20,32,63%,245,7.7,123,3.8,8,4,2,1,1,2.6,1,2,6,6,4,0,3,70
25,Tua Tagovailoa,1,13,18,72%,186,10.3,142,7.9,7,3,2,1,0,2.2,1,0,5,0,3,1,2,124
26,Baker Mayfield,1,12,25,48%,170,6.8,43,1.7,5,3,1,1,1,2.9,3,2,2,10,5,2,1,84
27,Matthew Stafford,1,18,25,72%,249,10.0,93,3.7,12,4,1,0,0,2.1,1,4,0,10,6,1,5,104
28,Jimmy Garoppolo,1,18,29,62%,211,7.3,133,4.6,9,3,1,0,0,2.3,4,3,1,11,5,2,3,81
29,Russell Wilson,1,20,33,61%,184,5.6,122,3.7,7,3,1,0,0,2.6,4,5,5,8,5,3,0,76
30,Carson Wentz,1,25,43,58%,211,4.9,156,3.6,7,1,1,1,0,2.2,9,7,6,13,10,3,5,71
31,Justin Fields,1,8,17,47%,106,6.2,66,3.9,5,2,0,0,0,2.8,5,3,2,4,4,2,0,28
32,Joe Flacco,1,28,52,54%,285,5.5,165,3.2,14,3,0,0,0,2.5,4,8,1,9,12,3,3,54
33,C.J. Beathard,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
