,,GAMES,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,PRESSURE,PRESSURE,PRESSURE,PRESSURE,PRESSURE,MISC,MISC,MISC,MISC
RANK,PLAYER,G,COMP,ATT,PCT,YDS,Y/A,AIR,AIR/A,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,PKT TIME,SACK,KNCK,HRRY,BLITZ,POOR,DROP,RZ ATT,RTG
1,Justin Fields,1,17,28,61%,123.0,4.4,70,2.5,6,0,0,0,0,2.3,2,1,2,16,7,2,3,107
2,Patrick Mahomes II,1,43,68,63%,446.0,6.6,266,3.9,20,4,2,0,0,2.7,4,3,6,5,9,7,12,81
3,Josh Allen,1,18,34,53%,205.0,6.0,126,3.7,9,1,1,1,0,2.9,5,2,0,4,6,3,2,47
4,Tua Tagovailoa,1,21,30,70%,302.0,10.1,205,6.8,14,5,1,0,0,2.6,0,2,2,4,4,2,6,136
5,Geno Smith,1,26,34,76%,275.0,8.1,98,2.9,11,3,2,1,1,2.6,2,5,0,13,2,1,4,107
6,Jalen Hurts,1,21,27,78%,243.0,9.0,151,5.6,11,4,1,0,0,2.5,4,2,2,10,3,0,4,129
7,Joe Burrow,1,22,28,79%,206.0,7.4,132,4.7,7,1,1,0,0,2.4,1,1,1,7,1,1,5,109
8,Kyler Murray,1,25,35,71%,175.0,5.0,106,3.0,8,1,0,0,0,2.4,5,1,1,3,2,3,3,102
9,Derek Carr,1,21,36,59%,259.0,7.1,154,4.2,12,4,2,0,0,2.6,2,1,10,9,6,3,0,99
10,Lamar Jackson,1,12,22,55%,133.0,6.0,76,3.5,7,1,0,0,0,2.9,3,0,2,10,4,3,3,88
11,Kirk Cousins,1,22,40,55%,265.0,6.6,216,5.4,11,3,2,1,0,2.2,2,9,2,12,8,2,9,82
12,Trevor Lawrence,1,25,31,81%,235.0,7.6,141,4.5,8,2,0,0,0,1.9,0,4,4,15,0,2,3,109
