,,GAMES,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,PRESSURE,PRESSURE,PRESSURE,PRESSURE,PRESSURE,MISC,MISC,MISC,MISC
RANK,PLAYER,G,COMP,ATT,PCT,YDS,Y/A,AIR,AIR/A,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,PKT TIME,SACK,KNCK,HRRY,BLITZ,POOR,DROP,RZ ATT,RTG
1,Joe Burrow,1,24,39,62%,355,9.1,191,4.9,16,7,2,0,0,2.3,2,4,3,19,6,1,3,104
2,Patrick Mahomes II,1,20,34,59%,329,9.8,197,5.8,14,6,3,1,0,2.7,1,5,0,12,6,1,4,121
3,Daniel Jones,1,27,44,61%,341,7.8,214,4.9,16,4,0,0,0,3.1,2,3,10,15,8,4,1,74
4,Jacoby Brissett,1,28,41,68%,324,7.9,176,4.3,14,6,0,0,0,2.4,1,4,10,9,3,3,7,116
5,Jimmy Garoppolo,1,20,29,69%,228,7.9,87,3.0,9,2,2,0,0,2.2,0,4,1,8,4,1,4,132
6,Jalen Hurts,1,18,25,72%,190,7.6,124,5.0,7,3,0,0,0,2.0,3,0,3,6,1,0,1,107
7,Justin Fields,1,14,21,67%,153,7.3,97,4.6,6,2,1,0,0,3.2,4,1,2,0,3,0,2,84
8,Andy Dalton,1,21,25,84%,260,10.4,152,6.1,10,2,1,1,1,2.0,3,1,1,8,2,1,5,150
9,Dak Prescott,1,22,25,88%,276,11.0,141,5.6,8,4,3,1,1,2.2,0,1,0,5,3,0,5,139
10,Derek Carr,1,23,37,62%,307,8.3,212,5.7,10,7,4,1,0,2.3,1,3,2,17,8,2,3,107
11,Ryan Tannehill,1,22,27,81%,333,12.3,203,7.5,8,5,5,3,1,2.7,3,1,3,18,2,0,10,127
12,Justin Herbert,1,23,30,77%,280,9.3,183,6.1,11,3,2,2,1,2.6,5,5,0,10,1,0,3,113
13,Aaron Rodgers,1,24,39,62%,227,5.8,160,4.1,10,3,0,0,0,3.0,1,2,0,5,8,3,4,95
14,Marcus Mariota,1,13,20,65%,131,6.6,67,3.4,6,0,0,0,0,2.5,0,1,0,7,4,0,1,100
15,Lamar Jackson,1,24,33,73%,209,6.3,143,4.3,8,3,1,0,0,2.6,3,0,1,10,1,5,3,77
16,Kenny Pickett,1,25,42,60%,265,6.3,207,4.9,8,5,2,0,0,2.5,2,5,5,9,9,1,4,86
17,Matthew Stafford,1,11,18,61%,159,8.8,117,6.5,4,2,1,1,1,2.5,1,1,1,5,3,1,1,127
18,Josh Allen,1,18,27,67%,197,7.3,147,5.4,7,3,0,0,0,2.6,2,2,4,6,5,1,5,100
19,Davis Mills,1,19,33,58%,169,5.1,44,1.3,5,2,1,1,0,2.6,5,4,1,5,9,2,7,46
20,Russell Wilson,1,24,31,77%,247,8.0,108,3.5,9,4,1,0,0,2.0,3,7,2,13,3,1,1,100
21,Mac Jones,1,23,27,85%,246,9.1,107,4.0,11,3,0,0,0,2.7,6,0,1,6,1,2,1,105
22,Matt Ryan,1,23,32,72%,213,6.7,136,4.3,10,2,1,0,0,1.6,4,0,6,5,3,0,2,90
23,Colt McCoy,1,24,34,71%,218,6.4,103,3.0,7,1,1,1,0,2.0,3,5,1,5,4,3,2,75
24,Taylor Heinicke,1,15,27,56%,191,7.1,120,4.4,10,0,0,0,0,2.5,0,6,2,5,6,2,5,78
25,Baker Mayfield,1,21,33,64%,196,5.9,129,3.9,9,2,1,0,0,2.8,4,3,0,8,4,2,1,55
26,Jared Goff,1,17,26,65%,165,6.3,71,2.7,8,2,1,0,0,2.6,0,2,3,14,4,2,5,83
27,Bryce Perkins,1,5,10,50%,64,6.4,43,4.3,3,1,0,0,0,2.5,3,0,0,0,1,1,2,70
28,Zach Wilson,1,9,22,41%,77,3.5,63,2.9,2,1,1,0,0,3.0,4,1,4,10,7,1,0,51
29,Kirk Cousins,1,12,23,52%,105,4.6,86,3.7,6,0,0,0,0,2.8,7,5,0,4,4,1,2,65
30,Nick Mullens,1,5,7,71%,54,7.7,27,3.9,3,0,0,0,0,2.2,0,1,0,0,2,0,0,94
31,Trace McSorley,1,6,10,60%,59,5.9,50,5.0,3,0,0,0,0,2.0,0,0,2,3,2,0,2,37
32,Cooper Rush,1,4,5,80%,31,6.2,7,1.4,2,0,0,0,0,2.4,0,0,0,4,0,0,0,93
33,Brock Purdy,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
34,Mitchell Trubisky,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
35,Kyle Allen,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
36,Trey Lance,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
37,Sam Darnold,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
38,Mike White,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
39,Tyler Huntley,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
40,Deshaun Watson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
41,Josh Johnson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
42,Brandon Allen,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
43,Desmond Ridder,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
44,Nathan Peterman,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
45,Joshua Dobbs,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
46,Kyle Trask,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
47,Tim Boyle,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
48,Trevor Lawrence,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
49,Sam Ehlinger,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
50,Carson Wentz,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
51,Geno Smith,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
52,Tua Tagovailoa,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
53,Tyrod Taylor,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
54,Joe Flacco,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
55,Case Keenum,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
56,Malik Willis,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
57,Kyler Murray,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
58,Jameis Winston,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
59,Bailey Zappe,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
60,Logan Woodside,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
61,Feleipe Franks,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
62,Skylar Thompson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
63,Jeff Driskel,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
64,Jordan Love,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
65,Brett Rypien,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
66,Trevor Siemian,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
67,Jarrett Stidham,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
68,Gardner Minshew II,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
69,Sam Howell,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
