,,GAMES,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,PRESSURE,PRESSURE,PRESSURE,PRESSURE,PRESSURE,MISC,MISC,MISC,MISC
23,Jared Goff,1,23,34,68%,224,5.9,129,3.8,8,1,1,1,0,2.1,1,2,3,13,3,5,3,86
24,Jalen Hurts,1,20,35,57%,229,6.5,109,3.1,11,2,2,0,0,1.6,3,0,6,21,7,1,6,65
25,Nathan Peterman,1,11,19,58%,114,6.0,81,4.3,5,2,0,0,0,2.4,1,1,1,5,5,1,1,93
26,Anthony Brown Jr.,1,19,44,43%,286,6.5,155,3.5,14,4,2,1,0,2.4,4,3,2,15,10,3,5,46
27,Chase Daniel,1,5,7,71%,25,3.6,16,2.3,1,0,0,0,0,1.9,0,0,0,4,2,0,3,116
28,Tom Brady,1,13,17,76%,84,4.9,49,2.9,1,0,0,0,0,1.9,0,3,0,6,3,0,2,106
29,David Blough,1,14,18,78%,180,10.0,61,3.4,6,2,1,1,1,1.5,3,1,1,6,1,1,0,87
30,Baker Mayfield,1,13,26,50%,147,5.7,73,2.8,6,2,1,0,0,2.8,5,4,1,6,6,1,3,51
31,Skylar Thompson,1,20,31,65%,152,4.9,124,4.0,5,2,1,0,0,2.3,1,8,9,5,4,0,4,76
32,Joe Flacco,1,18,33,56%,149,4.8,111,3.3,8,1,1,0,0,2.1,0,8,7,19,8,0,1,66
33,Blaine Gabbert,1,6,8,75%,29,3.6,6,0.8,1,0,0,0,0,1.6,0,0,0,2,1,0,2,119
34,Nick Mullens,1,11,13,85%,116,8.9,64,4.9,7,1,0,0,0,2.5,0,2,0,3,0,0,0,72
35,Sam Darnold,1,5,15,33%,43,2.9,23,1.5,2,1,0,0,0,3.7,2,0,3,7,4,0,0,3
36,Trace McSorley,1,6,9,67%,29,3.2,29,3.2,1,0,0,0,0,1.5,0,0,1,2,1,0,0,32
37,Jeff Driskel,1,2,2,100%,13,6.5,10,5.0,1,0,0,0,0,2.5,0,0,1,0,0,0,0,94
38,Kyle Trask,1,3,9,33%,23,2.6,4,0.4,0,0,0,0,0,2.3,0,2,0,2,2,0,0,42
39,Chad Henne,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
40,Tim Boyle,1,2,8,25%,33,4.1,3,0.4,2,0,0,0,0,2.4,0,1,0,1,3,0,0,5
41,Kyle Allen,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
42,Brandon Allen,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
43,Josh Johnson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
44,Mike White,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
45,Tyler Huntley,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
46,Lamar Jackson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
47,Logan Woodside,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
48,Jameis Winston,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
49,Marcus Mariota,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
50,Mitchell Trubisky,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
51,Taylor Heinicke,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
52,Gardner Minshew II,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
53,Case Keenum,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
54,Derek Carr,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
55,Jacoby Brissett,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
56,Jordan Love,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
57,Daniel Jones,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
58,Kyler Murray,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
59,Cooper Rush,1,0,1,0%,0,0.0,0,0.0,0,0,0,0,0,2.4,0,1,0,0,1,0,0,40
60,Trey Lance,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
61,Tyrod Taylor,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
62,Jimmy Garoppolo,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
63,Malik Willis,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
64,Tua Tagovailoa,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
65,Justin Fields,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
66,Zach Wilson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
67,Bailey Zappe,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
68,Feleipe Franks,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
69,Carson Wentz,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
70,Brett Rypien,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
71,Trevor Siemian,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
72,Matthew Stafford,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
