,,GAMES,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,PRESSURE,PRESSURE,PRESSURE,PRESSURE,PRESSURE,MISC,MISC,MISC,MISC
RANK,PLAYER,G,COMP,ATT,PCT,YDS,Y/A,AIR,AIR/A,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,PKT TIME,SACK,KNCK,HRRY,BLITZ,POOR,DROP,RZ ATT,RTG
1,Tom Brady,1,34,45,76%,432,9.6,257,5.7,16,6,3,2,2,2.2,3,5,1,11,5,2,7,127
2,Daniel Jones,1,19,24,79%,177,7.4,118,4.9,7,2,0,0,0,2.0,0,2,1,5,1,1,5,125
3,Jarrett Stidham,1,23,34,68%,365,10.7,229,6.7,14,9,2,2,1,2.8,0,9,2,7,5,1,6,108
4,Patrick Mahomes II,1,29,42,69%,328,7.8,172,4.1,13,5,1,0,0,2.6,0,3,1,9,7,1,11,106
5,Russell Wilson,1,26,38,68%,222,5.8,120,3.2,9,3,0,0,0,2.7,4,5,3,7,1,2,0,81
6,Sam Darnold,1,23,37,62%,341,8.5,187,5.1,12,5,3,1,0,2.5,2,4,5,6,2,1,3,108
7,Jared Goff,1,21,29,72%,255,8.8,138,4.8,11,4,0,0,0,2.5,1,1,1,7,6,1,4,134
8,Deshaun Watson,1,9,18,50%,169,9.4,72,4.0,7,4,2,1,0,3.0,5,2,0,6,2,2,3,123
9,Brock Purdy,1,22,35,63%,284,8.1,132,3.8,11,4,2,1,0,2.7,0,3,2,12,3,3,5,95
10,Justin Fields,1,7,21,33%,75,3.6,35,1.7,4,0,0,0,0,3.3,7,2,2,6,4,0,1,41
11,Geno Smith,1,18,29,62%,183,6.3,95,3.3,5,2,1,1,0,2.1,4,5,1,6,6,0,8,103
12,Justin Herbert,1,21,28,75%,212,7.6,126,4.5,8,2,0,0,0,2.3,0,2,5,11,6,0,5,120
13,Aaron Rodgers,1,15,24,63%,159,6.6,98,4.1,8,2,0,0,0,2.3,1,2,2,5,4,2,2,96
14,Dak Prescott,1,29,41,71%,282,6.9,168,4.1,14,2,1,0,0,2.2,1,2,5,9,5,2,4,86
15,Mac Jones,1,20,33,61%,204,6.2,143,4.3,7,4,0,0,0,2.2,3,2,2,13,7,3,4,99
16,Gardner Minshew II,1,18,32,56%,274,8.6,146,4.6,10,3,1,1,1,2.5,6,2,3,6,8,1,0,82
17,David Blough,1,24,40,60%,222,5.6,155,3.9,10,1,0,0,0,2.6,2,5,0,9,9,1,4,84
18,Joshua Dobbs,1,20,39,51%,232,5.9,136,3.5,9,4,3,0,0,2.5,2,6,10,11,11,3,4,68
19,Kenny Pickett,1,15,27,56%,168,6.2,89,3.3,9,3,0,0,0,1.7,2,3,3,5,2,0,5,87
20,Kirk Cousins,1,18,31,58%,205,6.6,129,4.2,8,1,1,1,0,2.5,2,6,0,3,3,2,2,49
21,Tyler Huntley,1,14,21,67%,130,6.2,92,4.4,5,0,0,0,0,1.6,1,1,0,11,4,0,3,80
22,Teddy Bridgewater,1,12,19,63%,161,8.5,84,4.4,7,2,0,0,0,3.0,1,1,2,4,6,0,2,86
23,Carson Wentz,1,16,28,57%,143,5.1,101,3.6,6,2,0,0,0,2.4,3,2,0,7,4,4,1,31
24,Davis Mills,1,22,40,55%,202,5.1,111,2.8,7,3,0,0,0,1.9,1,11,2,7,11,1,3,69
25,Sam Ehlinger,1,9,14,64%,60,4.3,41,2.9,2,0,0,0,0,1.9,1,1,0,2,2,0,3,97
26,Skylar Thompson,1,12,21,57%,104,5.0,60,2.9,4,1,0,0,0,3.4,1,2,4,2,5,2,1,66
27,Andy Dalton,1,18,22,82%,205,9.3,118,5.4,8,2,1,1,1,2.4,6,1,3,6,0,1,0,87
28,Joe Burrow,1,4,4,100%,52,13.0,34,8.5,3,1,0,0,0,0.0,0,0,0,0,0,0,1,158
29,Nick Mullens,1,4,4,100%,57,14.3,39,9.8,1,1,1,0,0,2.2,0,1,0,0,0,0,2,158
30,Desmond Ridder,1,19,26,73%,169,6.5,91,3.5,9,1,0,0,0,2.5,1,2,0,16,3,0,4,90
31,Mike White,1,23,46,50%,240,5.2,151,3.3,12,2,1,0,0,2.3,4,5,4,7,15,1,2,47
32,Trevor Lawrence,1,17,21,81%,152,7.2,75,3.6,7,1,1,0,0,1.5,1,1,0,2,1,0,4,77
33,Baker Mayfield,1,11,19,58%,132,6.9,107,5.6,5,3,1,0,0,2.7,3,2,7,13,5,0,1,79
34,Nick Foles,1,8,13,62%,81,6.2,62,4.8,3,1,1,1,0,1.8,1,1,1,3,3,1,1,47
35,Josh Allen,1,3,6,50%,33,5.5,13,2.2,1,0,0,0,0,0.0,0,0,0,0,0,0,3,67
36,Chase Daniel,1,3,3,100%,27,9.0,0,0.0,1,0,0,0,0,1.6,0,0,0,0,0,0,0,104
37,Jeff Driskel,1,3,4,75%,9,2.3,0,0.0,0,0,0,0,0,1.4,1,1,0,0,0,1,1,77
38,Jordan Love,1,2,3,67%,9,3.0,5,1.7,0,0,0,0,0,1.4,0,0,0,0,0,0,0,70
39,Jacoby Brissett,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
40,C.J. Beathard,1,5,8,63%,29,3.6,11,1.4,2,0,0,0,0,1.7,1,2,0,1,1,1,0,30
41,Nate Sudfeld,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,3.5,1,0,0,0,0,0,0,0
42,Tim Boyle,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
43,Logan Woodside,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
44,Nathan Peterman,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
45,Brandon Allen,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
46,Kyle Allen,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
47,Josh Johnson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
48,Kyle Trask,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
49,Matthew Stafford,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
50,Trevor Siemian,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
51,Kyler Murray,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
52,Marcus Mariota,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
53,Jameis Winston,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
54,Joe Flacco,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
55,Lamar Jackson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
56,Mitchell Trubisky,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
57,Tua Tagovailoa,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
58,Trey Lance,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
59,Jalen Hurts,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
60,Derek Carr,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
61,Brett Rypien,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
62,Cooper Rush,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
63,Tyrod Taylor,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
64,Jimmy Garoppolo,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
65,Case Keenum,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
66,Malik Willis,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
67,Zach Wilson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
68,Bailey Zappe,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
69,Feleipe Franks,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
70,Taylor Heinicke,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
71,Sam Howell,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
