,,GAMES,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,PRESSURE,PRESSURE,PRESSURE,PRESSURE,PRESSURE,MISC,MISC,MISC,MISC
RANK,PLAYER,G,COMP,ATT,PCT,YDS,Y/A,AIR,AIR/A,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,PKT TIME,SACK,KNCK,HRRY,BLITZ,POOR,DROP,RZ ATT,RTG
1,Sam Darnold,1,26,39,67%,301,7.7,119,3.1,8,3,2,1,1,2.4,5,5,4,10,10,0,5,86
2,Patrick Mahomes II,1,24,30,80%,267,8.9,172,5.7,9,3,3,1,0,1.7,1,3,1,4,5,1,8,129
3,Matt Ryan,1,25,42,60%,283,6.7,204,4.9,12,2,1,1,0,2.4,1,5,0,14,7,1,9,112
4,Jalen Hurts,1,32,48,67%,387,7.9,193,3.9,18,4,1,0,0,2.3,3,4,10,17,7,2,12,105
5,Taylor Heinicke,1,23,33,70%,290,8.8,172,5.2,14,6,2,0,0,2.8,1,3,0,9,4,1,3,127
6,Daniel Jones,1,28,40,70%,402,8.8,228,5.7,13,6,1,1,1,2.7,0,6,3,16,5,2,2,109
7,Dak Prescott,1,14,22,64%,188,8.5,104,4.7,8,3,1,0,0,2.1,0,1,0,14,4,0,3,130
8,Aaron Rodgers,1,20,36,56%,248,6.9,121,3.4,11,5,0,0,0,2.2,3,5,6,8,10,2,5,96
9,Kyler Murray,1,24,32,75%,268,8.4,154,4.8,10,3,1,1,0,2.4,3,0,8,7,2,1,6,120
10,Russell Wilson,1,16,23,70%,149,6.5,83,3.6,6,2,0,0,0,2.0,3,3,6,10,3,1,3,116
11,Joe Burrow,1,25,32,78%,348,10.9,142,4.4,15,7,3,1,0,2.2,1,2,2,10,4,1,1,133
12,Justin Herbert,1,25,38,66%,222,5.8,132,3.5,8,2,1,0,0,2.2,2,5,2,9,8,1,5,108
13,Josh Allen,1,20,30,67%,248,8.3,188,6.3,8,5,2,0,0,2.4,1,3,2,6,5,0,10,100
14,Trey Lance,1,9,18,50%,157,8.7,59,3.3,6,1,1,1,1,2.7,1,2,6,1,3,0,1,117
15,Matthew Stafford,1,26,41,63%,280,6.8,189,4.6,10,3,1,0,0,2.3,0,5,2,8,11,1,7,90
16,Lamar Jackson,1,22,37,59%,316,8.5,222,6.0,12,5,3,1,0,2.5,3,4,7,27,7,1,4,96
17,Ryan Tannehill,1,30,49,61%,298,6.1,151,3.1,15,3,0,0,0,2.1,7,6,1,14,9,3,6,85
18,Zach Wilson,1,21,34,62%,297,8.7,225,6.6,8,5,3,2,2,2.1,1,0,3,14,11,2,7,97
19,Carson Wentz,1,24,32,75%,228,7.1,171,5.3,9,4,1,1,0,2.4,2,5,2,7,3,0,7,115
20,Mac Jones,1,31,40,78%,275,6.9,157,3.9,13,2,0,0,0,2.5,4,7,2,20,1,1,7,102
21,Trevor Lawrence,1,17,24,71%,204,8.5,140,5.8,7,3,1,1,1,2.6,1,0,4,4,2,0,4,97
22,Jared Goff,1,24,38,63%,299,7.9,174,4.6,11,6,1,0,0,2.8,4,3,3,4,8,1,9,105
23,Taysom Hill,1,2,3,0%,9,3.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,31
24,Derek Carr,1,21,34,62%,196,5.8,143,4.2,6,2,1,1,1,2.5,4,3,5,7,3,3,4,85
25,Jacoby Brissett,1,20,30,67%,199,6.6,145,4.8,7,4,1,1,0,2.3,3,2,7,4,4,2,4,108
26,Jameis Winston,1,17,23,74%,226,9.8,131,5.7,9,2,1,1,1,2.7,0,0,3,9,4,0,2,119
27,Kirk Cousins,1,20,38,53%,203,5.3,158,4.2,9,4,1,0,0,2.4,2,7,6,9,12,1,2,66
28,Tom Brady,1,22,43,51%,269,6.3,173,4.0,11,5,0,0,0,2.4,1,2,3,6,13,5,7,71
29,Ben Roethlisberger,1,26,40,65%,232,5.8,140,3.5,9,2,2,1,0,2.0,2,3,2,10,8,1,2,78
30,Jimmy Garoppolo,1,14,23,61%,165,7.2,117,5.1,6,2,0,0,0,2.2,1,2,3,6,3,1,0,79
31,Baker Mayfield,1,15,33,45%,155,4.7,91,2.8,6,2,0,0,0,2.5,3,0,4,10,13,0,4,60
32,Justin Fields,1,11,17,65%,209,12.3,161,9.5,5,5,2,1,1,2.9,1,1,3,8,5,0,1,83
33,Mitchell Trubisky,1,1,1,100%,8,8.0,2,2.0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,100
34,Teddy Bridgewater,1,7,16,44%,65,4.1,30,1.9,4,0,0,0,0,2.1,2,3,5,9,7,0,1,76
35,Drew Lock,1,12,21,57%,113,5.4,69,3.3,4,1,1,0,0,2.4,3,4,5,8,6,1,3,52
36,Feleipe Franks,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
37,Colt McCoy,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
38,Davis Mills,1,11,21,52%,87,4.1,60,2.9,3,0,0,0,0,2.4,3,1,4,1,2,0,1,23
39,Tim Boyle,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
40,Cooper Rush,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
41,Sam Ehlinger,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
42,Mason Rudolph,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
