,,GAMES,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,PRESSURE,PRESSURE,PRESSURE,PRESSURE,PRESSURE,MISC,MISC,MISC,MISC
RANK,PLAYER,G,COMP,ATT,PCT,YDS,Y/A,AIR,AIR/A,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,PKT TIME,SACK,KNCK,HRRY,BLITZ,POOR,DROP,RZ ATT,RTG
1,Kyler Murray,1,21,32,66%,289,9.0,160,5.0,12,6,2,0,0,2.5,2,2,5,7,4,1,7,121
2,Patrick Mahomes II,1,27,36,75%,337,9.4,213,5.9,12,4,1,1,1,2.3,2,5,3,10,6,0,6,131
3,Jared Goff,1,38,57,67%,338,5.9,175,3.1,13,6,1,1,0,2.5,3,6,1,7,12,3,5,93
4,Jameis Winston,1,14,20,70%,148,7.4,109,5.5,5,1,1,1,1,2.5,0,3,0,5,2,3,6,131
5,Tom Brady,1,32,50,64%,379,7.6,232,4.6,15,6,1,1,0,2.3,0,2,1,12,7,3,10,97
6,Jalen Hurts,1,27,35,77%,264,7.5,134,3.8,11,3,0,0,0,2.4,1,1,5,15,2,0,4,126
7,Dak Prescott,1,42,58,72%,403,6.9,235,4.1,16,5,1,0,0,2.1,1,6,2,33,9,2,8,101
8,Russell Wilson,1,18,23,78%,254,11.0,154,6.7,8,4,2,1,1,2.5,3,2,1,4,2,0,2,152
9,Derek Carr,1,34,56,61%,435,7.8,270,4.8,18,7,3,0,0,2.5,3,4,8,21,9,5,6,90
10,Matthew Stafford,1,20,26,77%,321,12.3,195,7.5,10,3,3,2,2,2.3,1,2,0,9,4,1,6,156
11,Tyrod Taylor,1,21,33,64%,291,8.8,199,6.0,9,5,2,2,1,2.2,1,4,7,11,7,2,7,112
12,Trevor Lawrence,1,28,51,55%,332,6.5,221,4.3,12,5,2,1,0,2.3,1,3,4,6,12,5,3,70
13,Kirk Cousins,1,36,49,73%,351,7.2,199,4.1,13,5,1,0,0,2.3,3,5,9,19,6,2,1,107
14,Daniel Jones,1,22,37,59%,267,7.2,214,5.8,10,3,2,1,0,2.5,2,0,0,7,7,3,9,91
15,Teddy Bridgewater,1,28,36,78%,264,7.3,193,5.4,12,3,0,0,0,2.7,2,3,4,18,2,2,7,116
16,Zach Wilson,1,20,37,54%,258,7.0,164,4.4,11,5,2,1,0,2.4,6,4,10,12,5,3,1,83
17,Sam Darnold,1,24,35,69%,279,8.0,150,4.3,12,4,1,1,1,2.3,1,6,5,14,7,1,5,102
18,Joe Burrow,1,20,27,74%,261,9.7,144,5.3,10,3,2,1,1,2.3,5,3,3,10,5,0,3,129
19,Carson Wentz,1,25,38,66%,251,6.6,128,3.4,12,1,0,0,0,2.7,3,4,7,11,6,2,3,102
20,Lamar Jackson,1,19,30,63%,235,7.8,144,4.8,9,4,1,1,0,2.6,3,4,2,3,6,2,2,99
21,Josh Allen,1,30,51,59%,270,5.3,178,3.5,13,1,1,0,0,2.5,3,4,13,1,9,3,6,80
22,Tua Tagovailoa,1,16,27,59%,202,7.5,99,3.7,9,3,2,0,0,2.4,2,2,1,6,4,3,1,80
23,Mac Jones,1,29,39,74%,281,7.2,171,4.4,9,4,0,0,0,2.3,1,8,2,21,2,2,4,103
24,Ryan Tannehill,1,21,35,60%,212,6.1,136,3.9,9,1,1,0,0,2.5,6,6,1,12,7,0,4,75
25,Jimmy Garoppolo,1,17,25,68%,314,12.6,139,5.6,11,5,2,1,1,2.2,1,2,2,14,2,2,2,124
26,Justin Herbert,1,31,47,66%,337,7.2,221,4.7,17,3,0,0,0,2.2,2,2,2,15,5,4,9,85
27,Baker Mayfield,1,21,28,75%,321,10.3,164,5.9,11,3,3,2,0,2.8,2,3,3,7,4,0,2,98
28,Ben Roethlisberger,1,18,32,56%,188,5.9,119,3.7,8,3,0,0,0,2.2,2,3,4,10,9,0,5,84
29,Taylor Heinicke,1,11,15,73%,122,8.1,86,5.7,6,1,1,0,0,2.2,0,2,1,5,3,2,1,119
30,Matt Ryan,1,21,35,60%,164,4.7,105,3.0,5,0,0,0,0,2.4,3,6,3,4,9,1,5,72
31,Justin Fields,1,2,2,100%,10,5.0,7,3.5,0,0,0,0,0,2.0,0,0,0,1,0,0,2,88
32,Andy Dalton,1,27,38,71%,206,5.4,120,3.2,9,0,0,0,0,2.1,3,1,2,15,4,2,2,73
33,Trey Lance,1,1,1,100%,5,5.0,3,3.0,0,0,0,0,0,2.9,0,0,0,0,0,0,1,127
34,Aaron Rodgers,1,15,28,54%,133,4.8,76,2.7,4,1,1,0,0,2.4,1,4,3,2,9,0,2,37
35,Marcus Mariota,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
36,Jordan Love,1,5,7,71%,68,9.7,50,7.1,2,1,1,0,0,2.4,1,0,0,3,1,0,2,102
37,Ryan Fitzpatrick,1,3,6,50%,13,2.2,7,1.2,0,0,0,0,0,1.8,1,2,1,0,1,1,0,56
38,Jacoby Brissett,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
39,Taysom Hill,1,1,1,0%,3,3.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,79
40,Kyle Allen,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
