,,GAMES,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,PRESSURE,PRESSURE,PRESSURE,PRESSURE,PRESSURE,MISC,MISC,MISC,MISC
RANK,PLAYER,G,COMP,ATT,PCT,YDS,Y/A,AIR,AIR/A,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,PKT TIME,SACK,KNCK,HRRY,BLITZ,POOR,DROP,RZ ATT,RTG
1,Joe Burrow,1,30,39,78%,446,11.2,204,5.1,13,5,5,2,2,2.2,4,6,2,10,3,2,3,148
2,Russell Wilson,1,20,29,69%,236,8.1,137,4.7,10,2,1,1,1,2.0,1,2,4,15,4,3,6,133
3,Tom Brady,1,34,50,68%,410,8.2,264,5.3,15,9,3,0,0,2.3,1,3,0,12,11,1,6,105
4,Josh Allen,1,11,26,44%,120,4.4,88,3.3,7,0,0,0,0,2.7,0,2,5,7,8,3,9,17
5,Dak Prescott,1,24,38,63%,226,5.9,131,3.4,8,2,0,0,0,2.2,1,5,3,17,4,3,5,106
6,Kyler Murray,1,26,38,68%,263,6.9,177,4.7,10,3,2,2,0,2.2,1,3,3,16,6,0,7,106
7,Mac Jones,1,22,30,73%,227,7.6,136,4.5,8,2,0,0,0,2.4,0,0,2,15,2,2,4,128
8,Patrick Mahomes II,1,26,35,74%,259,7.4,164,4.7,6,4,1,1,1,2.5,0,4,5,6,3,0,5,114
9,Aaron Rodgers,1,29,38,76%,288,7.6,180,4.7,13,2,1,0,0,2.0,0,3,6,13,5,2,11,115
10,Trey Lance,1,16,23,70%,249,10.8,169,7.3,10,4,2,2,0,2.4,1,1,1,7,4,0,3,116
11,Tim Boyle,1,22,37,59%,262,7.1,148,4.0,10,4,2,1,0,2.3,0,6,1,8,7,2,6,65
12,Justin Herbert,1,22,31,71%,237,7.6,119,3.8,7,2,2,2,0,2.5,0,3,3,8,3,2,9,115
13,Taysom Hill,1,17,28,0%,222,7.9,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,98
14,Matthew Stafford,1,26,35,74%,309,8.8,190,5.4,13,4,1,0,0,2.7,1,3,0,6,3,3,4,96
15,Baker Mayfield,1,16,38,42%,185,4.9,118,3.1,5,4,1,0,0,2.4,9,2,5,9,7,5,3,53
16,Drew Lock,1,18,25,72%,245,9.8,142,5.7,8,4,3,1,0,2.7,1,1,1,5,5,1,3,116
17,Ryan Tannehill,1,13,18,72%,120,6.7,63,3.5,4,2,0,0,0,2.4,1,1,1,11,1,2,3,127
18,Zach Wilson,1,19,33,58%,234,7.1,109,3.3,11,4,0,0,0,2.3,1,3,6,17,7,1,4,90
19,Jalen Hurts,1,17,26,65%,214,8.2,153,5.9,11,2,1,0,0,2.8,1,2,8,10,5,0,1,91
20,Sean Mannion,1,22,36,61%,189,5.3,113,3.1,9,2,1,0,0,2.4,2,2,5,6,7,1,1,84
21,Tyler Huntley,1,20,32,63%,197,6.2,145,4.5,9,1,1,0,0,2.3,5,1,3,10,6,1,2,67
22,Derek Carr,1,24,31,77%,255,8.2,164,5.3,11,3,1,1,0,2.7,2,4,1,6,3,0,3,85
23,Andy Dalton,1,18,35,51%,173,4.9,95,2.7,8,1,0,0,0,2.3,2,3,3,9,6,1,5,63
24,Carson Wentz,1,16,27,59%,148,5.5,108,4.0,4,1,1,1,0,2.8,1,6,2,4,5,1,4,87
25,Trevor Lawrence,1,17,27,63%,193,7.1,127,4.7,6,4,1,1,0,2.5,2,1,1,4,4,0,2,57
26,Taylor Heinicke,1,27,36,75%,247,6.9,131,3.6,13,2,0,0,0,2.3,3,1,4,6,1,0,1,82
27,Davis Mills,1,21,32,66%,163,5.1,108,3.4,4,2,0,0,0,2.1,3,4,1,5,6,1,2,75
