,,GAMES,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,PRESSURE,PRESSURE,PRESSURE,PRESSURE,PRESSURE,MISC,MISC,MISC,MISC
18,Jordan Love,1,19,34,56%,190,5.6,108,3.2,9,3,1,0,0,2.4,1,6,6,18,9,1,0,70
19,Derek Carr,1,30,46,65%,296,6.4,138,3.0,11,5,0,0,0,2.5,1,2,3,15,10,0,12,72
20,Josh Allen,1,31,47,66%,264,5.6,175,3.7,10,2,0,0,0,2.5,4,4,13,13,8,2,3,63
21,Jacoby Brissett,1,26,43,60%,244,5.7,169,3.9,12,1,0,0,0,2.4,4,5,4,16,6,4,4,65
22,Patrick Mahomes II,1,20,37,54%,166,4.5,83,2.2,8,2,0,0,0,2.4,1,2,2,9,10,3,5,75
23,Joe Burrow,1,28,40,70%,282,7.1,141,3.5,15,1,0,0,0,2.2,5,6,4,7,2,3,5,69
24,Tyrod Taylor,1,24,43,56%,240,5.6,110,2.6,9,2,1,0,0,2.3,5,4,10,25,9,2,9,43
25,Daniel Jones,1,15,20,75%,110,5.5,74,3.7,4,1,1,0,0,2.7,2,3,2,6,1,0,1,104
26,Mike White,1,7,11,64%,95,8.6,72,6.5,6,1,0,0,0,2.5,0,2,1,0,0,1,1,121
27,Mac Jones,1,12,18,67%,139,7.7,63,3.5,4,2,1,1,0,2.4,2,0,1,6,4,1,5,85
28,Trevor Lawrence,1,15,26,58%,118,4.5,60,2.3,4,1,0,0,0,2.3,2,2,6,8,6,1,2,69
29,Sam Darnold,1,16,33,48%,172,5.2,67,2.0,7,2,1,0,0,3.3,1,2,11,8,7,0,1,26
30,Taysom Hill,1,2,2,0%,33,16.5,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,119
31,C.J. Beathard,1,2,2,100%,33,16.5,28,14.0,1,1,0,0,0,2.2,0,0,1,1,0,0,0,119
32,Marcus Mariota,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
33,Feleipe Franks,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
34,Brandon Allen,1,1,2,50%,6,3.0,2,1.0,0,0,0,0,0,1.6,0,0,0,0,0,1,0,56
35,Chris Streveler,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
36,Sam Ehlinger,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
37,Logan Woodside,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
38,Brian Hoyer,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
39,Gardner Minshew II,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
40,Cooper Rush,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
41,Mason Rudolph,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
42,Taylor Heinicke,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
43,Joe Flacco,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
44,Tim Boyle,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
45,Kyle Allen,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
46,Jake Fromm,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
47,Nick Mullens,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
48,Brett Rypien,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
49,Trey Lance,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
50,Tua Tagovailoa,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
51,Mitchell Trubisky,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
52,Davis Mills,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
53,Andy Dalton,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
54,Jameis Winston,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
55,Zach Wilson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
56,Kyler Murray,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
57,Russell Wilson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
58,Aaron Rodgers,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
59,Jared Goff,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
60,Case Keenum,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
61,Drew Lock,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
62,Geno Smith,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
63,Nathan Peterman,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
64,Tyler Huntley,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
