,,GAMES,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,PRESSURE,PRESSURE,PRESSURE,PRESSURE,PRESSURE,MISC,MISC,MISC,MISC
RANK,PLAYER,G,COMP,ATT,PCT,YDS,Y/A,AIR,AIR/A,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,PKT TIME,SACK,KNCK,HRRY,BLITZ,POOR,DROP,RZ ATT,RTG
1,Lamar Jackson,1,27,41,66%,266,6.5,142,3.5,11,4,0,0,0,2.3,3,4,3,13,10,0,7,88
2,Justin Herbert,1,32,38,84%,356,9.4,203,5.3,15,3,1,1,0,2.0,0,1,1,9,4,1,8,123
3,Matt Ryan,1,23,30,77%,343,11.4,206,6.9,10,5,4,2,1,2.3,2,7,1,10,4,1,6,136
4,Josh Johnson,1,27,41,66%,317,7.2,191,4.7,18,3,0,0,0,2.4,2,4,2,2,9,2,7,103
5,Carson Wentz,1,22,30,73%,272,9.1,126,4.2,13,4,1,0,0,2.8,1,2,0,8,6,0,3,134
6,Teddy Bridgewater,1,19,28,68%,249,8.9,121,4.3,9,4,2,2,0,2.7,4,1,5,10,4,0,3,108
7,Kirk Cousins,1,17,28,61%,187,6.7,128,4.6,5,3,1,1,1,2.5,0,6,4,9,6,0,8,104
8,Jimmy Garoppolo,1,28,40,70%,326,8.2,206,5.2,16,3,1,0,0,2.4,5,3,4,9,7,1,5,101
9,Dak Prescott,1,19,39,49%,232,5.9,126,3.2,9,5,2,0,0,2.8,2,3,8,8,9,4,4,74
10,Justin Fields,1,17,29,59%,291,10.0,249,8.6,12,6,2,1,1,2.6,3,5,1,10,7,1,5,90
11,Baker Mayfield,1,14,21,67%,218,10.4,167,8.0,8,5,1,1,1,2.4,2,3,3,11,4,0,6,133
12,Jalen Hurts,1,11,17,65%,162,9.5,115,6.8,7,4,0,0,0,2.6,1,1,3,8,4,0,2,115
13,Colt McCoy,1,22,26,85%,249,9.6,84,3.2,7,4,2,2,1,1.9,2,3,3,5,0,1,2,119
14,Ben Roethlisberger,1,21,30,70%,205,6.8,123,4.1,9,3,1,1,0,2.3,4,1,3,3,4,0,5,111
15,Trevor Siemian,1,25,41,61%,249,6.1,151,3.7,9,3,0,0,0,2.4,1,3,3,9,2,3,7,95
16,Matthew Stafford,1,31,48,65%,294,6.1,143,3.0,12,3,0,0,0,2.5,5,5,2,6,10,1,10,71
17,Ryan Tannehill,1,19,27,70%,143,5.3,66,2.4,6,0,0,0,0,2.2,3,3,0,13,2,2,4,80
