,,GAMES,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,PRESSURE,PRESSURE,PRESSURE,PRESSURE,PRESSURE,MISC,MISC,MISC,MISC
24,Mac Jones,1,18,35,51%,217,6.2,152,4.3,9,2,2,1,0,2.6,1,3,1,12,13,1,8,71
25,Jalen Hurts,1,9,14,64%,103,7.4,80,5.7,6,0,0,0,0,3.4,0,0,4,2,3,1,1,86
26,Kyler Murray,1,22,33,67%,274,8.3,153,4.6,6,5,1,1,1,2.3,2,1,6,4,6,0,2,67
27,Trevor Siemian,1,16,29,55%,159,5.5,98,3.4,7,1,1,0,0,2.6,1,4,3,12,6,0,9,82
28,Jameis Winston,1,6,10,60%,56,5.6,26,2.6,2,0,0,0,0,2.4,0,2,0,8,2,0,2,109
29,Baker Mayfield,1,20,31,65%,225,7.3,123,4.0,10,2,0,0,0,2.4,4,2,4,7,5,4,2,86
30,Jared Goff,1,25,34,74%,222,6.5,114,3.4,8,1,1,0,0,2.4,5,5,10,10,2,2,4,91
31,Matt Ryan,1,20,27,74%,146,5.4,91,3.4,7,0,0,0,0,2.3,3,5,2,7,2,0,1,68
32,Josh Johnson,1,2,4,50%,17,4.3,5,1.3,0,0,0,0,0,2.4,0,0,1,0,1,1,3,62
33,David Blough,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,2.3,1,0,0,0,0,0,0,0
34,Gardner Minshew II,1,2,2,100%,11,5.5,0,0.0,0,0,0,0,0,1.4,0,0,0,1,0,0,1,90
35,John Wolford,1,1,2,50%,5,2.5,0,0.0,0,0,0,0,0,2.0,1,0,0,0,0,0,0,56
36,P.J. Walker,1,0,1,0%,0,0.0,0,0.0,0,0,0,0,0,2.4,0,0,1,1,0,0,1,40
37,Logan Woodside,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
38,Marcus Mariota,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
39,Brett Rypien,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
40,Sam Ehlinger,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
41,Mason Rudolph,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
42,Joe Flacco,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
43,Nick Mullens,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
44,Jake Fromm,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
45,Tim Boyle,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
46,Kyle Allen,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
47,Trey Lance,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
48,Dak Prescott,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
49,Jacoby Brissett,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
50,Mitchell Trubisky,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
51,Tyrod Taylor,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
52,Andy Dalton,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
53,Taysom Hill,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
54,Derek Carr,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
55,Zach Wilson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
56,Russell Wilson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
57,Lamar Jackson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
58,Jordan Love,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
59,Case Keenum,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
60,Feleipe Franks,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
61,Drew Lock,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
62,Nathan Peterman,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
63,Brandon Allen,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
64,Tyler Huntley,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
