,,GAMES,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,PRESSURE,PRESSURE,PRESSURE,PRESSURE,PRESSURE,MISC,MISC,MISC,MISC
24,Mac Jones,1,23,30,77%,231,7.7,153,5.1,11,4,0,0,0,2.1,1,3,2,4,3,0,7,95
25,Taylor Heinicke,1,20,41,49%,248,6.0,150,3.7,9,4,0,0,0,3.0,2,5,4,6,8,1,5,48
26,Geno Smith,1,10,17,59%,131,7.7,63,3.7,6,3,0,0,0,2.6,0,1,3,3,5,0,3,78
27,Russell Wilson,1,11,16,69%,152,9.5,127,7.9,6,3,0,0,0,2.3,2,2,3,3,2,1,1,94
28,Mike Glennon,1,16,25,64%,196,7.8,113,4.5,10,2,1,0,0,2.6,0,4,3,9,3,1,6,68
29,Sam Darnold,1,21,37,57%,177,4.8,120,3.2,6,2,0,0,0,2.6,3,5,5,7,5,3,3,45
30,Zach Wilson,1,19,32,59%,192,6.0,128,4.0,10,3,0,0,0,3.0,2,3,5,5,8,1,5,64
31,Justin Fields,1,12,20,60%,111,5.6,68,3.4,5,0,0,0,0,2.1,2,4,1,7,5,0,1,92
32,Derek Carr,1,22,35,63%,206,5.9,113,3.2,7,2,0,0,0,2.6,3,1,1,5,8,2,6,67
33,Jared Goff,1,21,35,60%,203,5.8,75,2.1,9,2,0,0,0,2.1,4,3,11,6,6,1,1,64
34,Daniel Jones,1,5,13,38%,98,7.5,62,4.8,3,2,1,0,0,2.6,0,3,2,4,7,0,0,66
35,Blaine Gabbert,1,3,3,100%,41,13.7,31,10.3,2,1,0,0,0,1.5,0,0,0,0,0,0,1,119
36,Taysom Hill,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
37,Andy Dalton,1,1,1,100%,8,8.0,5,5.0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,100
38,Nathan Peterman,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
39,Cooper Rush,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
40,Sam Ehlinger,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
41,Mason Rudolph,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
42,Joe Flacco,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
43,Tim Boyle,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
44,Brett Rypien,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
45,Kyle Allen,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
46,Gardner Minshew II,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
47,Jake Fromm,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
48,Nick Mullens,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
49,Trevor Siemian,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
50,Jimmy Garoppolo,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
51,Tyrod Taylor,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
52,Mitchell Trubisky,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
53,Tua Tagovailoa,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
54,Jordan Love,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
55,Case Keenum,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
56,Feleipe Franks,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
57,Drew Lock,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
58,Josh Johnson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
59,Brandon Allen,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
60,Tyler Huntley,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
61,Logan Woodside,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
62,Mike White,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
63,Marcus Mariota,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
