,,GAMES,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,PRESSURE,PRESSURE,PRESSURE,PRESSURE,PRESSURE,MISC,MISC,MISC,MISC
RANK,PLAYER,G,COMP,ATT,PCT,YDS,Y/A,AIR,AIR/A,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,PKT TIME,SACK,KNCK,HRRY,BLITZ,POOR,DROP,RZ ATT,RTG
1,Justin Herbert,1,26,43,60%,398,8.9,201,4.7,12,6,3,2,1,2.3,2,6,6,6,10,1,2,122
2,Lamar Jackson,1,37,43,86%,442,10.3,274,6.4,17,5,1,1,0,2.5,2,2,0,7,3,2,9,141
3,Tom Brady,1,30,41,73%,411,10.0,202,4.9,20,4,2,1,1,2.1,2,4,1,10,6,0,6,144
4,Josh Allen,1,15,26,58%,315,12.1,215,8.3,10,6,4,3,2,2.6,0,1,2,8,6,2,4,139
5,Jameis Winston,1,15,30,50%,279,9.3,168,5.6,12,4,3,2,1,2.7,2,4,4,19,8,2,3,108
6,Davis Mills,1,21,29,72%,312,10.8,171,5.9,10,4,3,2,1,2.1,3,2,3,9,3,1,2,142
7,Jalen Hurts,1,22,37,59%,198,5.4,143,3.9,8,2,1,1,1,2.6,2,2,2,7,4,5,4,63
8,Baker Mayfield,1,23,32,72%,305,9.5,121,3.8,10,4,3,2,1,2.4,1,0,5,9,5,2,4,123
9,Trevor Lawrence,1,23,33,70%,273,8.3,148,4.5,9,3,1,1,1,2.4,2,3,3,9,3,0,7,92
10,Carson Wentz,1,25,35,71%,402,11.5,198,5.7,15,7,3,2,1,2.2,2,5,1,13,5,1,0,129
11,Dak Prescott,1,22,32,69%,302,9.4,215,6.7,11,5,3,1,0,2.6,2,2,2,14,4,1,5,117
12,Matt Ryan,1,33,45,73%,342,7.6,246,5.5,16,3,1,0,0,2.4,0,7,8,15,6,1,7,110
13,Patrick Mahomes II,1,33,54,61%,272,5.0,152,2.8,10,1,0,0,0,2.4,2,5,2,2,10,4,8,71
14,Aaron Rodgers,1,27,39,69%,344,8.8,207,5.3,14,7,2,1,1,2.5,2,3,7,6,5,0,6,103
15,Joe Burrow,1,26,38,68%,281,7.4,167,4.4,7,3,1,1,1,2.4,3,4,5,7,2,4,3,86
16,Teddy Bridgewater,1,24,38,63%,288,7.6,225,5.9,12,4,1,0,0,2.3,2,2,5,11,4,2,8,93
17,Matthew Stafford,1,25,37,68%,365,9.9,258,7.0,13,7,2,1,1,2.4,1,2,2,10,7,1,4,97
18,Ben Roethlisberger,1,15,25,60%,253,10.1,107,4.3,9,4,2,2,2,2.1,1,1,2,9,5,2,4,121
19,Jacoby Brissett,1,27,39,69%,275,7.1,134,3.4,12,6,1,0,0,2.5,3,4,5,15,6,4,3,96
20,Trey Lance,1,15,29,52%,192,6.6,112,3.9,9,3,0,0,0,2.4,2,4,1,13,6,3,2,58
21,Kirk Cousins,1,25,34,74%,275,8.1,202,5.9,11,3,1,0,0,2.3,2,0,15,9,2,3,1,95
22,Ryan Tannehill,1,14,22,64%,197,9.0,97,4.4,10,5,0,0,0,2.3,3,4,1,9,4,0,3,108
23,Kyler Murray,1,22,31,71%,239,7.7,141,4.5,8,3,2,0,0,2.2,2,1,4,6,3,1,5,104
