,,GAMES,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,PRESSURE,PRESSURE,PRESSURE,PRESSURE,PRESSURE,MISC,MISC,MISC,MISC
RANK,PLAYER,G,COMP,ATT,PCT,YDS,Y/A,AIR,AIR/A,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,PKT TIME,SACK,KNCK,HRRY,BLITZ,POOR,DROP,RZ ATT,RTG
1,Joe Burrow,1,37,46,80%,525,11.4,283,6.2,22,7,3,3,3,2.4,3,2,3,11,2,2,10,143
2,Dak Prescott,1,28,39,72%,330,8.5,233,6.0,14,4,1,1,0,2.3,3,2,3,12,7,2,10,131
3,Josh Allen,1,30,47,64%,314,6.7,180,3.8,15,2,0,0,0,2.6,0,4,11,14,5,4,15,104
4,Zach Wilson,1,14,22,64%,102,4.6,63,2.9,4,1,0,0,0,2.3,1,1,3,8,2,2,6,90
5,Patrick Mahomes II,1,23,30,77%,258,8.6,137,4.6,10,2,1,1,1,2.7,2,1,3,6,3,1,7,135
6,Kyler Murray,1,27,43,63%,245,5.3,115,2.7,10,2,1,0,0,2.3,0,0,4,10,8,1,2,86
7,Josh Johnson,1,28,40,70%,304,7.6,189,4.7,16,2,0,0,0,2.4,1,4,3,6,6,0,4,98
8,Aaron Rodgers,1,24,34,71%,202,5.9,108,3.2,8,2,2,0,0,1.9,0,4,4,7,6,1,11,115
9,Justin Herbert,1,27,35,77%,336,9.6,142,4.1,16,3,0,0,0,2.6,1,0,1,3,4,0,3,92
10,Davis Mills,1,21,27,78%,254,9.4,160,5.9,11,4,2,1,0,2.1,1,1,1,8,2,1,2,131
11,Carson Wentz,1,18,28,64%,225,8.0,148,5.3,8,4,2,0,0,2.3,2,5,2,9,4,3,4,113
12,Kirk Cousins,1,27,38,71%,315,8.3,181,4.8,11,4,2,0,0,2.4,3,2,3,7,5,0,8,94
13,Nick Foles,1,24,35,69%,250,7.1,111,3.2,14,1,1,0,0,2.7,4,1,4,5,4,1,6,99
14,Jalen Hurts,1,17,29,59%,199,6.9,150,5.2,7,3,2,1,0,2.6,1,4,5,8,2,3,4,103
15,Russell Wilson,1,16,27,59%,181,6.7,91,3.4,6,3,1,1,0,2.6,2,2,4,3,6,0,0,104
16,Jimmy Garoppolo,1,26,35,74%,322,9.1,106,3.0,15,3,1,1,1,2.4,2,0,2,3,5,1,3,88
17,Ryan Tannehill,1,22,29,76%,209,7.2,159,5.5,11,2,1,1,0,2.5,4,4,2,8,2,1,2,107
18,Tom Brady,1,18,30,60%,232,7.7,154,5.1,10,3,1,1,1,2.0,0,1,0,17,5,3,5,95
19,Baker Mayfield,1,21,36,58%,222,6.2,116,3.2,11,2,1,1,0,2.4,5,1,5,15,9,2,6,55
20,Matt Ryan,1,18,24,75%,215,9.0,149,6.2,10,1,1,0,0,2.4,3,1,2,8,0,1,2,116
21,Trevor Lawrence,1,26,39,67%,280,7.2,215,5.5,13,3,0,0,0,2.7,1,3,3,8,3,2,6,88
22,Tua Tagovailoa,1,19,26,73%,198,7.6,110,4.2,8,2,1,1,0,2.2,2,1,2,6,6,0,2,92
23,Tim Boyle,1,24,34,71%,187,5.5,126,3.7,6,3,0,0,0,2.3,0,2,2,3,8,0,6,81
24,Matthew Stafford,1,21,37,57%,197,5.3,111,3.0,7,1,1,0,0,2.8,0,5,1,9,8,1,9,47
25,Derek Carr,1,20,25,80%,201,8.0,141,5.6,10,2,0,0,0,2.4,2,2,1,8,3,0,1,97
26,Sam Darnold,1,15,32,47%,190,5.9,92,2.9,6,1,1,1,1,2.8,4,5,1,19,10,2,5,66
27,Mike Glennon,1,17,27,63%,93,3.4,70,2.6,1,0,0,0,0,2.3,0,1,2,1,2,1,3,66
28,Ben Roethlisberger,1,23,35,66%,159,4.5,92,2.6,6,1,0,0,0,2.1,2,0,3,7,7,3,8,73
29,Drew Lock,1,15,22,68%,153,7.0,117,5.3,5,2,1,1,0,2.6,2,1,3,3,4,3,0,88
30,Mac Jones,1,14,32,44%,145,4.5,81,2.5,6,2,0,0,0,2.8,1,3,4,10,11,2,3,31
31,Cooper Rush,1,2,3,67%,70,23.3,9,3.0,1,1,1,1,1,2.1,0,0,0,0,0,0,1,149
32,Taylor Heinicke,1,7,22,32%,121,5.5,62,2.8,4,3,2,1,0,2.5,4,4,4,14,8,2,2,29
33,Kyle Allen,1,8,10,80%,67,6.7,49,4.9,3,0,0,0,0,2.2,1,0,2,2,1,0,2,128
34,Cam Newton,1,7,13,54%,61,4.7,36,2.8,3,0,0,0,0,2.4,3,1,0,10,4,0,2,35
35,Ian Book,1,12,20,60%,135,6.8,61,3.1,5,1,1,1,1,2.9,8,4,5,15,3,2,0,41
36,Mason Rudolph,1,5,8,63%,35,4.4,19,2.4,1,0,0,0,0,2.3,0,1,0,3,0,1,2,72
37,Jake Fromm,1,6,17,35%,25,1.5,18,1.1,0,0,0,0,0,2.0,2,3,3,4,7,1,0,20
38,Marcus Mariota,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
39,Gardner Minshew II,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
40,Trevor Siemian,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
41,Brett Rypien,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
42,Sam Ehlinger,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
43,Joe Flacco,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
44,Nick Mullens,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
45,Mike White,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
46,Trey Lance,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
47,Lamar Jackson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
48,Jacoby Brissett,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0
49,Mitchell Trubisky,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
50,Tyrod Taylor,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
51,Andy Dalton,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
52,Justin Fields,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
53,Jameis Winston,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
54,Taysom Hill,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
55,Blaine Gabbert,1,0,1,0%,0,0.0,0,0.0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,40
56,Jordan Love,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
57,Chad Henne,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
58,Jared Goff,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
59,Case Keenum,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
60,Daniel Jones,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
61,Feleipe Franks,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
62,Geno Smith,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
63,Nathan Peterman,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
64,Brandon Allen,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
65,Tyler Huntley,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
66,Logan Woodside,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
