,,GAMES,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,PRESSURE,PRESSURE,PRESSURE,PRESSURE,PRESSURE,MISC,MISC,MISC,MISC
RANK,PLAYER,G,COMP,ATT,PCT,YDS,Y/A,AIR,AIR/A,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,PKT TIME,SACK,KNCK,HRRY,BLITZ,POOR,DROP,RZ ATT,RTG
1,Patrick Mahomes II,1,35,50,70%,406,8.1,197,3.9,16,6,3,0,0,2.4,0,3,6,7,8,2,10,128
2,Dak Prescott,1,24,31,77%,296,9.5,145,4.7,11,4,1,0,0,2.2,0,2,2,7,3,2,7,128
3,Josh Allen,1,21,28,73%,366,13.1,294,11.3,12,6,4,3,1,2.6,2,2,2,7,4,1,6,126
4,Trevor Siemian,1,19,34,56%,298,8.8,189,5.6,13,6,2,1,0,2.7,4,1,2,9,5,2,6,105
5,Mac Jones,1,19,23,83%,198,8.6,114,5.0,10,3,0,0,0,2.2,2,0,1,7,1,1,4,142
6,Jalen Hurts,1,16,23,70%,178,7.7,112,4.9,7,2,1,0,0,2.7,2,2,4,10,3,1,5,103
7,Derek Carr,1,25,35,71%,261,7.5,153,4.4,8,5,2,0,0,2.5,2,3,4,7,3,0,2,100
8,Ryan Tannehill,1,19,27,70%,213,7.9,93,3.4,8,2,2,1,1,2.4,2,4,0,5,3,2,7,106
9,Kirk Cousins,1,25,37,68%,294,7.9,165,4.5,13,5,0,0,0,2.5,2,4,5,7,6,1,4,110
10,Lamar Jackson,1,26,43,60%,238,5.5,139,3.2,8,2,1,0,0,1.8,4,2,4,26,7,2,4,74
11,Mason Rudolph,1,30,50,60%,242,4.8,155,3.1,9,2,1,0,0,2.0,0,0,0,12,9,2,9,71
12,Taylor Heinicke,1,26,32,81%,256,8.0,176,5.5,10,3,0,0,0,2.6,5,3,6,18,2,2,4,110
13,Jimmy Garoppolo,1,15,19,79%,182,9.6,92,4.8,7,3,1,1,0,2.1,1,0,0,6,2,0,1,142
14,Tom Brady,1,23,34,68%,220,6.5,117,3.4,7,3,1,1,0,2.3,0,1,3,13,5,3,7,81
15,Justin Herbert,1,20,34,59%,195,5.7,104,3.1,9,2,0,0,0,2.3,2,4,2,15,5,3,9,73
16,Tua Tagovailoa,1,8,13,62%,158,12.2,75,5.8,4,3,2,1,1,2.1,1,3,1,7,4,0,2,104
17,Matthew Stafford,1,26,41,63%,243,5.9,149,3.6,9,3,1,0,0,2.6,2,1,0,4,9,4,8,67
18,Cam Newton,1,3,4,75%,8,2.0,2,0.5,0,0,0,0,0,1.6,0,0,0,3,1,0,1,117
19,Aaron Rodgers,1,23,37,62%,292,7.9,90,2.4,8,5,3,2,1,2.3,1,2,3,5,2,3,7,76
20,Trevor Lawrence,1,16,35,46%,162,4.6,104,3.0,6,2,0,0,0,2.7,3,7,1,8,12,3,1,60
21,Teddy Bridgewater,1,22,36,61%,226,5.9,118,3.3,8,2,1,1,1,2.5,1,2,6,7,8,2,9,79
22,Russell Wilson,1,20,40,50%,161,4.0,92,2.3,5,1,0,0,0,2.9,3,2,1,7,8,3,5,40
23,Brian Hoyer,1,3,3,100%,85,28.3,36,12.0,3,2,1,1,0,2.2,0,0,0,1,0,0,1,158
24,Carson Wentz,1,22,34,65%,180,5.3,94,2.8,9,1,0,0,0,2.6,1,7,4,15,6,2,3,78
25,Jacoby Brissett,1,11,23,48%,156,6.8,92,4.0,6,2,1,1,1,2.4,2,6,0,7,6,1,6,70
26,P.J. Walker,1,22,29,76%,167,5.8,86,3.0,8,0,0,0,0,2.2,0,3,3,10,4,0,3,75
27,Mike White,1,24,44,55%,251,5.7,132,3.0,12,3,0,0,0,2.5,1,7,2,11,9,2,2,33
28,Baker Mayfield,1,11,21,52%,73,3.5,41,2.0,4,0,0,0,0,2.4,2,1,3,4,3,2,3,56
29,Joe Flacco,1,3,3,100%,47,15.7,31,10.3,2,1,0,0,0,2.0,0,0,0,2,0,0,1,158
30,Jared Goff,1,14,25,56%,114,4.1,43,1.7,3,1,1,0,0,2.1,4,2,0,7,3,3,1,68
31,Taysom Hill,1,2,2,0%,11,5.5,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,90
32,Case Keenum,1,8,12,67%,81,6.8,27,2.3,3,0,0,0,0,1.9,3,2,2,2,2,0,4,86
33,Matt Ryan,1,9,21,43%,117,5.6,81,3.9,6,1,0,0,0,2.5,2,4,2,7,4,2,2,21
34,Chris Streveler,1,6,9,67%,36,4.0,19,2.1,1,0,0,0,0,2.5,2,0,1,0,2,0,1,74
35,Colt McCoy,1,11,20,55%,107,5.6,58,2.9,5,2,0,0,0,2.2,2,4,3,6,7,0,0,49
36,Cooper Rush,1,3,3,100%,17,5.7,9,3.0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,90
37,Chad Henne,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
38,Davis Webb,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
39,Josh Rosen,1,1,6,17%,14,2.3,3,0.5,1,0,0,0,0,2.6,0,0,0,0,2,2,0,0
40,Sam Ehlinger,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
41,Marcus Mariota,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
42,Gardner Minshew II,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
43,Josh Johnson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
44,Tim Boyle,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
45,Brett Rypien,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
46,Kyle Allen,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
47,Jake Fromm,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
48,Nick Mullens,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
49,Trey Lance,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
50,Logan Woodside,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
51,Zach Wilson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
52,Mitchell Trubisky,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
53,Tyrod Taylor,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
54,Davis Mills,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
55,Andy Dalton,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
56,Justin Fields,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
57,Joe Burrow,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
58,Sam Darnold,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
59,Jameis Winston,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
60,Kyler Murray,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
61,Tyler Huntley,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
62,Jordan Love,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
63,Daniel Jones,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
64,Feleipe Franks,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
65,Drew Lock,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
66,Geno Smith,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
67,Nathan Peterman,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
68,Brandon Allen,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
