RANK,PLAYER,GAMES,RECEIVING_REC,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_YBC,RECEIVING_YBC/R,RECEIVING_AIR,RECEIVING_AIR/R,RECEIVING_YAC,RECEIVING_YACON,RECEIVING_YACON/R,RECEIVING_BRKTKL,TARGETS_TGT,TARGETS_%_TM,TARGETS_CATCHABLE,TARGETS_DROP,TARGETS_RZ_TGT,BIG_PLAYS_10+_YDS,BIG_PLAYS_20+_YDS,BIG_PLAYS_30+_YDS,BIG_PLAYS_40+_YDS,BIG_PLAYS_50+_YDS,BIG_PLAYS_LNG,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_FPTS
1,Ja'Marr Chase,1,8,130.0,16.3,91.0,11.4,0,0.0,39,4.9,0,0.0,0,11,0.262,9,1,1,5,2,2,1,1,2.0,0.0,0.0,0.0,0.0,25.0
2,Mecole Hardman Jr.,1,4,32.0,8.0,8.0,2.0,0,0.0,24,6.0,3,0.8,0,4,0.11800000000000001,4,0,1,1,0,0,0,0,1.0,2.0,28.0,2.0,0.0,24.0
3,Tyler Boyd,1,8,155.0,19.4,117.0,14.6,0,0.0,38,4.8,4,0.5,0,9,0.214,8,0,1,6,3,1,1,1,1.0,0.0,0.0,0.0,0.0,21.5
4,Marquise Goodwin,1,4,67.0,16.8,56.0,14.0,0,0.0,11,2.8,2,0.5,0,5,0.192,4,0,0,3,3,0,0,0,2.0,0.0,0.0,0.0,0.0,18.7
5,JuJu Smith-Schuster,1,7,124.0,17.7,23.0,3.3,0,0.0,101,14.4,18,2.6,0,8,0.235,7,0,2,5,2,1,1,1,1.0,0.0,0.0,0.0,0.0,18.4
6,Mike Williams,1,7,86.0,12.3,37.0,5.3,0,0.0,49,7.0,2,0.3,0,9,0.17600000000000002,7,0,1,6,1,0,0,0,1.0,0.0,0.0,0.0,0.0,14.6
7,Damiere Byrd,1,1,75.0,75.0,41.0,41.0,0,0.0,34,34.0,0,0.0,0,1,0.083,1,0,0,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,13.5
8,Terry McLaurin,1,5,73.0,14.6,44.0,8.8,0,0.0,29,5.8,10,2.0,0,8,0.25,5,0,1,3,1,1,0,0,1.0,0.0,0.0,0.0,0.0,13.3
9,Parris Campbell,1,10,70.0,7.0,42.0,4.2,0,0.0,28,2.8,6,0.6,1,12,0.293,10,0,1,3,0,0,0,0,1.0,0.0,0.0,0.0,0.0,13.0
10,DJ Moore,1,7,69.0,9.9,54.0,7.7,0,0.0,15,2.1,0,0.0,0,10,0.47600000000000003,7,0,0,3,2,0,0,0,1.0,1.0,-3.0,0.0,0.0,12.6
